block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,route_mask_mean,route_mask_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
10,30,33,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.005388436373323202,0.3037634491920471,0.7262271642684937,-0.8935617804527283,-0.004800860770046711,0.3201037347316742,0.7426924705505371,-0.8202223777770996,0.4567197561264038,0.08215314894914627,0.23867198824882507,0.669922947883606,0.27000001072883606,0.27000001072883606,0.27000001072883606,-0.006974023766815662,0.10922934859991074,0.022782273590564728,0.3068471848964691,0.11999999731779099,0.25999999046325684,0.11078441888093948,0.2195601612329483,0.3656153380870819,0.28332725167274475,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.008541710674762726,0.3436717092990875,0.7402980327606201,-0.889411449432373,-0.00627630902454257,0.31113550066947937,0.8148061633110046,-0.8708772659301758,0.47269707918167114,0.09107716381549835,0.30206745862960815,0.7146725058555603,0.4000000059604645,0.4000000059604645,0.4000000059604645,-0.016908278688788414,0.13716255128383636,0.012689683586359024,0.1595839262008667,0.15000000596046448,0.18000000715255737,-0.6132391095161438,0.28245824575424194,0.30539023876190186,0.2640564441680908,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.003998503554612398,0.3538532257080078,0.8527408838272095,-0.9467136859893799,-0.00836507324129343,0.42782825231552124,1.5988192558288574,-1.2732620239257812,0.47453898191452026,0.08997119963169098,0.27780890464782715,0.7305249571800232,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.005338736809790134,0.13752613961696625,-0.004391610622406006,0.23155173659324646,0.05999999865889549,0.25999999046325684,-0.21771177649497986,0.25934523344039917,0.4531274735927582,0.3067303001880646,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.014438196085393429,0.37774670124053955,2.0661935806274414,-1.2860959768295288,0.00018309593724552542,0.3580235540866852,0.9511150121688843,-1.1340017318725586,0.5298059582710266,0.08600661903619766,0.32444676756858826,0.7063400745391846,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.01667225919663906,0.23624904453754425,0.021266313269734383,0.2681701183319092,0.3100000023841858,0.36000001430511475,0.3079037070274353,0.21967439353466034,0.11285144090652466,0.2958723306655884,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0047930385917425156,0.2767276167869568,0.5978679656982422,-0.8427180647850037,-0.013636517338454723,0.33945000171661377,0.7542102336883545,-1.0211840867996216,0.4956677258014679,0.09490307420492172,0.29384687542915344,0.7850005030632019,0.5,0.5,0.5,-0.03761785477399826,0.16220882534980774,-0.0015983867924660444,0.20372739434242249,0.14000000059604645,0.15000000596046448,0.11691682785749435,0.21637700498104095,0.7737547159194946,0.2783276438713074,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.0035618424881249666,0.27718472480773926,0.7868117094039917,-1.0082387924194336,-0.021100061014294624,0.32268813252449036,0.7914267778396606,-0.9851480722427368,0.49064114689826965,0.09505875408649445,0.2651567757129669,0.7313231229782104,0.46000000834465027,0.46000000834465027,0.46000000834465027,-0.01783221960067749,0.09627591073513031,0.0014433402102440596,0.13730351626873016,0.07999999821186066,0.1599999964237213,0.25973284244537354,0.2703370451927185,1.1243891716003418,0.2452082484960556,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00817482266575098,0.2896180748939514,0.7670680284500122,-0.8704019784927368,-0.011508597992360592,0.4272550344467163,1.2709213495254517,-1.5260745286941528,0.47397705912590027,0.09114896506071091,0.2739645540714264,0.6459165811538696,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.015998147428035736,0.16961294412612915,0.053875137120485306,0.27654677629470825,0.2199999988079071,0.3199999928474426,0.031216291710734367,0.23285768926143646,0.5230843424797058,0.30647093057632446,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.0025805295445024967,0.33425530791282654,1.3476393222808838,-0.7562415599822998,0.018006466329097748,0.2968289256095886,0.8345024585723877,-0.56226646900177,0.5155659317970276,0.09458830207586288,0.301957368850708,0.7174606919288635,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.007745889015495777,0.14035196602344513,-0.002624286338686943,0.11822427809238434,0.15000000596046448,0.10000000149011612,0.39436477422714233,0.27901431918144226,-0.510735273361206,0.2374396175146103,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008035656064748764,0.27478131651878357,0.5965768098831177,-0.7115309834480286,-0.007794322445988655,0.3575296401977539,0.8838796615600586,-1.0356520414352417,0.4703391194343567,0.09458549320697784,0.2556643486022949,0.707176923751831,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.026484878733754158,0.23909223079681396,-0.0111654968932271,0.19267570972442627,0.27000001072883606,0.28999999165534973,0.17816312611103058,0.19685690104961395,0.4819773733615875,0.2693658173084259,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.007565843872725964,0.2720118761062622,0.6550593376159668,-0.6490753293037415,-0.007107217330485582,0.2175370305776596,0.559605598449707,-0.48757204413414,0.4929267466068268,0.0838804841041565,0.3342645466327667,0.6653391718864441,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0021846925374120474,0.1323896050453186,0.002725158352404833,0.15855391323566437,0.11999999731779099,0.11999999731779099,-0.5445253252983093,0.21695876121520996,0.3556928336620331,0.1852717101573944,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.004760719370096922,0.18103539943695068,0.4923999309539795,-0.45799776911735535,-0.022263851016759872,0.3590530455112457,1.1132755279541016,-1.1025296449661255,0.46779537200927734,0.09337431192398071,0.21728189289569855,0.69313645362854,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.021449821069836617,0.12691830098628998,0.01938588358461857,0.25250667333602905,0.12999999523162842,0.25999999046325684,-0.13532748818397522,0.2196560651063919,1.1090269088745117,0.3317244350910187,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.004076778888702393,0.3225971460342407,0.9125323295593262,-0.7552495002746582,0.0050830719992518425,0.31397801637649536,1.0343577861785889,-0.7799193859100342,0.4546950161457062,0.08694235980510712,0.2417692095041275,0.6725928783416748,0.3199999928474426,0.3199999928474426,0.3199999928474426,-0.04820458963513374,0.16476312279701233,-0.06007234752178192,0.23251421749591827,0.23000000417232513,0.46000000834465027,0.2739929258823395,0.25282105803489685,-0.08615779876708984,0.23462754487991333,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.011882432736456394,0.29141056537628174,0.7966246604919434,-0.8990439176559448,-0.000331352959619835,0.32208526134490967,0.882261335849762,-0.7367785573005676,0.5081716775894165,0.09017790853977203,0.2921769917011261,0.7072932124137878,0.5799999833106995,0.5799999833106995,0.5799999833106995,0.00561115937307477,0.11563920229673386,0.018365956842899323,0.21853525936603546,0.10000000149011612,0.20999999344348907,-0.9314646124839783,0.2352786809206009,-0.2853585183620453,0.2593739628791809,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.01736246794462204,0.28517478704452515,0.6443235278129578,-0.8905932903289795,-0.0204722099006176,0.39409664273262024,1.151598334312439,-1.0308244228363037,0.4971100687980652,0.08727970719337463,0.3145929276943207,0.689142644405365,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.0035086728166788816,0.1741025596857071,-0.013160710223019123,0.19526076316833496,0.20999999344348907,0.23000000417232513,0.6753502488136292,0.23516015708446503,1.0970709323883057,0.3328597843647003,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.017365189269185066,0.2991338074207306,1.4184519052505493,-0.952190637588501,0.031093062832951546,0.37724217772483826,1.7393052577972412,-1.5075061321258545,0.5084438323974609,0.09109004586935043,0.2530467212200165,0.7194933891296387,0.5299999713897705,0.5299999713897705,0.5299999713897705,-0.018667547032237053,0.26487377285957336,0.013877303339540958,0.3952390253543854,0.3499999940395355,0.5400000214576721,0.7635064721107483,0.3445723354816437,-1.4953230619430542,0.4959924817085266,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.008563282899558544,0.16198377311229706,0.4779258370399475,-0.45215821266174316,0.006146700587123632,0.15720774233341217,0.7347221374511719,-0.4116747975349426,0.4868689775466919,0.09713280200958252,0.23204128444194794,0.7110790014266968,0.4099999964237213,0.4099999964237213,0.4099999964237213,-0.020179184153676033,0.3220612406730652,0.038562286645174026,0.2866828441619873,0.33000001311302185,0.4000000059604645,-0.4329880475997925,0.146033376455307,-0.3332239091396332,0.1262381225824356,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.02017625980079174,0.20904532074928284,0.8671368360519409,-0.786461591720581,-0.011967050842940807,0.21260131895542145,0.5858519077301025,-0.8244531154632568,0.5118253231048584,0.10633382946252823,0.23958462476730347,0.7635251879692078,0.5400000214576721,0.5400000214576721,0.5400000214576721,-0.009096596390008926,0.28300461173057556,0.0922054871916771,0.5699280500411987,0.33000001311302185,0.46000000834465027,0.7271491885185242,0.2434249073266983,0.5810239315032959,0.22896473109722137,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.009927842766046524,0.24924032390117645,0.9236943125724792,-0.836786150932312,0.0009861573344096541,0.2023080438375473,0.8261086940765381,-0.5597487092018127,0.4836846888065338,0.09585040807723999,0.22212865948677063,0.711214542388916,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.0421912856400013,0.37477460503578186,0.027981841936707497,0.2576218843460083,0.27000001072883606,0.28999999165534973,-0.42793259024620056,0.16938944160938263,-0.047906793653964996,0.16901113092899323,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.015264579094946384,0.3040527403354645,0.9440069198608398,-1.1353809833526611,0.0001130983218899928,0.2219821810722351,0.7370097041130066,-1.0980030298233032,0.505251407623291,0.08431646972894669,0.26958227157592773,0.6725447177886963,0.5400000214576721,0.5400000214576721,0.5400000214576721,-0.014817481860518456,0.238327756524086,-0.017805714160203934,0.31339889764785767,0.3799999952316284,0.3700000047683716,-0.5585154294967651,0.29443255066871643,-0.02345465123653412,0.16576141119003296,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00019440322648733854,0.17871201038360596,0.48516154289245605,-0.5647581815719604,-0.013996344991028309,0.2061011642217636,0.6691536903381348,-0.8373473882675171,0.5050748586654663,0.09141158312559128,0.3176654577255249,0.7152295112609863,0.5,0.5,0.5,-0.014216640032827854,0.26940032839775085,0.04561343044042587,0.3674085736274719,0.30000001192092896,0.33000001311302185,-0.28401365876197815,0.20655903220176697,0.6884234547615051,0.21404196321964264,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.008748591877520084,0.2251943051815033,0.7404741644859314,-0.7662546634674072,-0.006523935589939356,0.23128515481948853,0.9237353801727295,-1.0532233715057373,0.5054920315742493,0.09668666124343872,0.29462292790412903,0.7372729182243347,0.4699999988079071,0.4699999988079071,0.4699999988079071,-0.03638756275177002,0.3039006292819977,0.05091113597154617,0.39410749077796936,0.36000001430511475,0.550000011920929,-0.5229927897453308,0.1977654993534088,0.2884598672389984,0.16762986779212952,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.005559172481298447,0.21276555955410004,0.831639289855957,-0.6686840653419495,0.021385319530963898,0.3129699230194092,1.1505321264266968,-1.1563478708267212,0.5348143577575684,0.09284169226884842,0.332288533449173,0.7768541574478149,0.6299999952316284,0.6299999952316284,0.6299999952316284,-0.020358888432383537,0.2704727351665497,-0.044872596859931946,0.348989874124527,0.3100000023841858,0.4699999988079071,-0.5268996953964233,0.2578558921813965,-0.9650200605392456,0.32975709438323975,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.004316015634685755,0.1682504266500473,0.6921027898788452,-0.4976246953010559,0.00701461685821414,0.22362400591373444,1.0063576698303223,-1.2970160245895386,0.4911002218723297,0.09748870879411697,0.3101513683795929,0.7579585313796997,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.014319580048322678,0.3135353922843933,0.06467869877815247,0.3725813329219818,0.36000001430511475,0.46000000834465027,0.009728130884468555,0.1331527829170227,-0.3508625328540802,0.16440266370773315,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0028394132386893034,0.19706080853939056,0.6653186082839966,-0.6878129839897156,-0.0016490495763719082,0.2203519642353058,0.7956080436706543,-0.9489560127258301,0.4777408540248871,0.10009502619504929,0.21248511970043182,0.7193302512168884,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.01896859146654606,0.3832457661628723,0.02178647555410862,0.6349230408668518,0.38999998569488525,0.6399999856948853,-0.18713250756263733,0.11110322922468185,0.03247232362627983,0.14919881522655487,1
10,30,33,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008199499920010567,0.28132885694503784,1.0468554496765137,-0.754841685295105,-0.0047052400186657906,0.192112997174263,0.7049910426139832,-1.146370530128479,0.45559942722320557,0.10164836049079895,0.15725912153720856,0.7117788195610046,0.3100000023841858,0.3100000023841858,0.3100000023841858,-0.016686704009771347,0.314506858587265,-0.02983967214822769,0.24981433153152466,0.3700000047683716,0.3799999952316284,0.01958865113556385,0.18023356795310974,0.2157662957906723,0.14230932295322418,1
11,33,36,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.013466425240039825,0.2296956330537796,0.9114012122154236,-1.012964129447937,-0.007614178583025932,0.1720435470342636,0.8620652556419373,-0.6204586625099182,0.4876837134361267,0.09123489260673523,0.2266092300415039,0.6639970541000366,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.011473448015749454,0.34764838218688965,-0.00031550644780509174,0.3135453164577484,0.3400000035762787,0.4300000071525574,-0.786541759967804,0.17188404500484467,0.3633744716644287,0.12087137997150421,1
12,36,39,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0020847392734140158,0.18330416083335876,0.7402313947677612,-0.6508986353874207,-0.01443310733884573,0.31181761622428894,1.4090380668640137,-1.4320931434631348,0.49197709560394287,0.09748131036758423,0.26755425333976746,0.7164769768714905,0.49000000953674316,0.49000000953674316,0.49000000953674316,-0.022689856588840485,0.3823445737361908,-0.015968622639775276,0.37327325344085693,0.47999998927116394,0.4399999976158142,-0.07276135683059692,0.17257490754127502,0.6929528117179871,0.2529808580875397,1
13,39,42,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.009573761373758316,0.3191283643245697,1.058140516281128,-1.0909638404846191,0.000967991363722831,0.18638849258422852,0.6024104356765747,-0.72669917345047,0.5250564813613892,0.09983710199594498,0.3105177581310272,0.7302203178405762,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.01608116552233696,0.31138744950294495,0.16303230822086334,0.9829075336456299,0.38999998569488525,0.44999998807907104,0.4099985361099243,0.21252357959747314,-0.03887249901890755,0.13809965550899506,1
14,42,45,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0036693764850497246,0.21057799458503723,0.855890691280365,-0.8966577053070068,-0.01719815470278263,0.23146319389343262,1.1994937658309937,-1.125519037246704,0.48665347695350647,0.09360608458518982,0.2610998749732971,0.6979501247406006,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.00993963610380888,0.30801481008529663,0.008164281956851482,0.30816709995269775,0.36000001430511475,0.4099999964237213,-0.12204232811927795,0.18274064362049103,0.8390292525291443,0.22207458317279816,1
15,45,48,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.005357066169381142,0.18742403388023376,0.6012861132621765,-0.640478789806366,-0.025700213387608528,0.3101813495159149,1.3692491054534912,-1.738349437713623,0.49312958121299744,0.1021689772605896,0.2670477032661438,0.7481286525726318,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.01117706298828125,0.31920480728149414,0.020842570811510086,0.40681731700897217,0.2800000011920929,0.4099999964237213,0.500747561454773,0.2027289867401123,1.2103248834609985,0.3327358663082123,1
16,48,51,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00656671030446887,0.17674995958805084,0.5141106247901917,-0.645285427570343,-0.012821909040212631,0.2680620551109314,0.9516990184783936,-1.0794289112091064,0.488956481218338,0.0870734378695488,0.2774585485458374,0.7207988500595093,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.04034367948770523,0.39293211698532104,-0.003368723439052701,0.4369378983974457,0.3100000023841858,0.4699999988079071,0.17996053397655487,0.21523095667362213,0.6174370050430298,0.2529338300228119,1
17,51,54,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008282887749373913,0.27194762229919434,1.234432339668274,-1.0243993997573853,0.016368873417377472,0.2924203872680664,1.3049830198287964,-1.0793635845184326,0.5089686512947083,0.09116137772798538,0.25390008091926575,0.8159862756729126,0.5699999928474426,0.5699999928474426,0.5699999928474426,0.020775681361556053,0.33541351556777954,0.041951846331357956,0.5090539455413818,0.27000001072883606,0.550000011920929,0.3563804626464844,0.24454109370708466,-0.7933834791183472,0.32078173756599426,1
18,54,57,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.005484651308506727,0.2237720638513565,1.1249306201934814,-0.4205749034881592,-0.010181928053498268,0.3156909942626953,1.0861449241638184,-1.4362764358520508,0.4798705279827118,0.10753431171178818,0.22849880158901215,0.7476263642311096,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.006316856015473604,0.35484492778778076,-0.030703000724315643,0.36431384086608887,0.36000001430511475,0.4300000071525574,-0.25070202350616455,0.156664177775383,0.5357319712638855,0.20229004323482513,1
19,57,60,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.018570328131318092,0.35620176792144775,1.1502803564071655,-1.4988257884979248,-0.0064927698113024235,0.1616959422826767,0.9565906524658203,-0.5055168271064758,0.49358412623405457,0.0971781313419342,0.29971155524253845,0.7412299513816833,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.020017677918076515,0.3676995635032654,0.10220746695995331,0.6775056719779968,0.4099999964237213,0.4699999988079071,-1.0120693445205688,0.37484410405158997,0.30592837929725647,0.1336207389831543,1
20,60,63,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0013534814352169633,0.2068500965833664,0.5365411639213562,-0.8686961531639099,-0.026757046580314636,0.3091890513896942,0.8221971988677979,-1.3081084489822388,0.4818729758262634,0.09655804187059402,0.2411113977432251,0.6911960244178772,0.4300000071525574,0.4300000071525574,0.4300000071525574,-0.08320659399032593,0.3886319696903229,0.10418307036161423,0.9274035692214966,0.44999998807907104,0.5799999833106995,-0.3975287675857544,0.2780781388282776,1.3040852546691895,0.37926343083381653,1
21,63,66,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.010241610929369926,0.20494742691516876,0.7025408744812012,-0.8045520782470703,0.00622583320364356,0.20645087957382202,0.6035889983177185,-1.04434335231781,0.4633890390396118,0.08160373568534851,0.309760719537735,0.6573822498321533,0.3400000035762787,0.3400000035762787,0.3400000035762787,-0.03937108814716339,0.27704665064811707,-0.009458155371248722,0.3729217052459717,0.38999998569488525,0.4699999988079071,0.2982248067855835,0.16257545351982117,-0.3299262225627899,0.14605291187763214,1
22,66,69,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.02435583993792534,0.2656812071800232,0.9532161951065063,-1.1361596584320068,-0.001745786634273827,0.24549207091331482,1.282160997390747,-0.9109167456626892,0.510680615901947,0.09288987517356873,0.2855386734008789,0.7151898741722107,0.5,0.5,0.5,-0.0021613717544823885,0.2340361326932907,0.00656842952594161,0.3709855079650879,0.28999999165534973,0.38999998569488525,-1.3473739624023438,0.259788453578949,0.060764215886592865,0.19980230927467346,1
23,69,72,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.016074469313025475,0.27021220326423645,1.1364799737930298,-1.293113112449646,-0.028948254883289337,0.2775624692440033,1.0820276737213135,-1.0849113464355469,0.5045241713523865,0.10935375839471817,0.22327789664268494,0.7182095646858215,0.550000011920929,0.550000011920929,0.550000011920929,-0.0008742755744606256,0.456638902425766,-0.019415613263845444,0.30154311656951904,0.4000000059604645,0.41999998688697815,0.575055718421936,0.31928738951683044,1.4175827503204346,0.29797402024269104,1
0,0,3,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.021377120167016983,0.23347976803779602,0.6652806997299194,-0.9384626746177673,0.035668279975652695,0.31331929564476013,1.584625005722046,-0.9668480157852173,0.5131391286849976,0.10598322004079819,0.23556184768676758,0.7327027320861816,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.04576794058084488,0.47234585881233215,0.06608555465936661,0.39446839690208435,0.3499999940395355,0.4000000059604645,0.8166687488555908,0.4494895040988922,-1.5934348106384277,0.5788213610649109,2
1,3,6,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.009471943601965904,0.3413093090057373,1.4717628955841064,-1.6469385623931885,0.011475269682705402,0.24869391322135925,1.1441454887390137,-0.7087410092353821,0.49577170610427856,0.09556468576192856,0.2634691298007965,0.744591236114502,0.49000000953674316,0.49000000953674316,0.49000000953674316,-0.028265448287129402,0.20939047634601593,-0.01657877117395401,0.2310674488544464,0.30000001192092896,0.3400000035762787,-0.6859420537948608,0.3156009018421173,-0.5373528003692627,0.2209501415491104,2
