epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.5894572324981482e-09,0.9999998211860657,-4.23684065609109e-09,0.9999999403953552,2476.0,0.0,-0.00275328173302114,0.0017320282058790326,0.6290754079818726,0.5047916769981384,0.0,0.51583331823349,0.51583331823349
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.76837147544984e-09,0.9999999403953552,1.3103297114014367e-08,0.9999999403953552,2329.0,0.0,0.01454153936356306,0.010252964682877064,0.7050806283950806,0.5433333516120911,0.20352083444595337,0.48520833253860474,0.48520833253860474
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-8.742015111806722e-09,0.9999999403953552,-9.236554632252592e-09,0.9999999403953552,2065.0,0.0,0.008264518342912197,0.006948060821741819,0.8407086730003357,0.4554166793823242,0.3016948997974396,0.43020835518836975,0.43020835518836975
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.5894572324981482e-09,0.9999998807907104,8.323171485358216e-09,0.9999999403953552,1776.0,0.0,0.0016397270374000072,0.018560728058218956,11.319332122802734,0.3604166805744171,0.32713964581489563,0.3700000047683716,0.3700000047683716
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,0.9999999403953552,-3.1247521237176556e-10,1.0,1526.0,0.0,0.007399328518658876,0.01735447533428669,2.3454091548919678,0.24791666865348816,0.3656618595123291,0.3179166615009308,0.3179166615009308
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,0.9999999403953552,5.9932401264006785e-09,0.9999999403953552,1273.0,0.0,0.005422910209745169,0.016548553481698036,3.0515947341918945,0.1339583396911621,0.2678711712360382,0.26520833373069763,0.26520833373069763
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0,0.9999998807907104,1.1583088932454189e-09,1.0,1235.0,0.0,0.009476319886744022,0.01208628248423338,1.2754180431365967,0.12020833790302277,0.20161943137645721,0.25729167461395264,0.25729167461395264
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,2.781550101360608e-09,1.0,1.1674666566818814e-08,1.0,1307.0,0.0,0.008013668470084667,0.010257628746330738,1.280014991760254,0.12812499701976776,0.16143840551376343,0.2722916603088379,0.2722916603088379
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.973643192267673e-09,1.0,-1.517381598148404e-08,1.0,1257.0,0.0,0.004042310640215874,0.007029183674603701,1.7388981580734253,0.12062500417232513,0.1591089814901352,0.2618750035762787,0.2618750035762787
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,4.76837147544984e-09,1.0,8.446391142058474e-09,1.0,1242.0,0.0,0.005583099089562893,0.011767652817070484,2.1077239513397217,0.1145833358168602,0.14251208305358887,0.25874999165534973,0.25874999165534973
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,1.0,4.5932537773296644e-09,0.9999999403953552,1661.0,0.0,0.008962512947618961,0.009423414245247841,1.051424264907837,0.21062500774860382,0.18723660707473755,0.3460416793823242,0.3460416793823242
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.1789144649962964e-09,0.9999999403953552,-8.696118491968718e-09,1.0,1316.0,0.0,0.010091357864439487,0.022317208349704742,2.211514711380005,0.16875000298023224,0.16641338169574738,0.27416667342185974,0.27416667342185974
