epoch,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,offload_decision_agreement_ratio,route_decision_agreement_ratio,theta_residual_credit_mean,route_residual_credit_mean
0,0.10573726147413254,0.038609206676483154,-0.044844772666692734,0.023173606023192406,0.001815312309190631,0.5047916769981384,0.0,0.48416668176651,0.49959614872932434,-0.0197540782392025,0.0039240638725459576
1,-0.04105749353766441,0.009138460271060467,-0.0420253649353981,0.00912965927273035,0.00985570065677166,0.5433333516120911,0.20352083444595337,0.5141666531562805,0.4864749014377594,0.02366900071501732,-0.01663297787308693
2,0.16686338186264038,0.03268272057175636,0.018301380798220634,-0.02168360911309719,-0.006956049706786871,0.4554166793823242,0.3016948997974396,0.5697916746139526,0.46634382009506226,0.09123935550451279,-0.048472169786691666
3,0.1813671588897705,0.06109773740172386,-0.0442306324839592,-0.0300519447773695,-0.037071485072374344,0.3604166805744171,0.32713964581489563,0.6274999976158142,0.474662184715271,0.14711782336235046,-0.0108231445774436
4,0.17406803369522095,0.0319354310631752,-0.013463791459798813,-0.026967240497469902,-0.05280715227127075,0.24791666865348816,0.3656618595123291,0.6660416722297668,0.4574050009250641,0.14194519817829132,-0.04557041451334953
5,0.14497040212154388,-0.004889690317213535,-0.008248753845691681,-0.015415090136229992,-0.05482469126582146,0.1339583396911621,0.2678711712360382,0.6475000381469727,0.4713275730609894,0.0809820294380188,-0.0017491054022684693
6,-0.12956498563289642,-0.05679364129900932,-0.00483144773170352,0.0047411611303687096,-0.047848522663116455,0.12020833790302277,0.20161943137645721,0.6100000143051147,0.44453439116477966,0.05549868941307068,-0.0007614425267092884
7,-0.03006615675985813,-0.0282434169203043,-0.00823183823376894,-0.018892766907811165,-0.014292269945144653,0.12812499701976776,0.16143840551376343,0.6460416913032532,0.4399387836456299,0.0885959044098854,-0.00582853052765131
8,0.04960580915212631,-0.014458702877163887,0.010591871105134487,-0.013844613917171955,-0.009380913339555264,0.12062500417232513,0.1591089814901352,0.6181250214576721,0.43118536472320557,0.06194458156824112,-0.008636655285954475
9,-0.05687539279460907,-0.026335565373301506,-0.0328790582716465,-0.011979439295828342,-0.01025442499667406,0.1145833358168602,0.14251208305358887,0.6337500214576721,0.4275362491607666,0.06911656260490417,-0.010004878975450993
10,0.15087907016277313,-0.003953724633902311,0.011310226283967495,0.015642846003174782,0.016140863299369812,0.21062500774860382,0.18723660707473755,0.5649999976158142,0.4220349192619324,0.03032800741493702,-0.01208075787872076
11,-0.0358966663479805,-0.038690414279699326,-0.07073961943387985,-0.016953958198428154,-0.0004985335981473327,0.16875000298023224,0.16641338169574738,0.6447916626930237,0.43541035056114197,0.0772160217165947,0.01679788902401924
