epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_candidate_score_mean,theta_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,conditional_policy_consistency_score
0,0.51583331823349,0.51583331823349,0.4935416877269745,0.4935416877269745,0.51583331823349,2476.0,0,1.0,0.0,1.0,1.0,-0.029999542981386185,-0.010245464742183685,-0.0197540782392025,0.9906055331230164,-5.041559614227253e-09,0.9974855184555054,0.0039240638725459576,0.9847439527511597,1.735828845994547e-06,0.9963107705116272,-0.003124391194432974,0.0007996713393367827,0.9966967105865479,0.9989400506019592,0.023173606023192406,0.001815312309190631,0.5047916769981384,0.0,0.10573726147413254,0.48416668176651,0.5,0.5150817036628723,0.49959614872932434,0.488023966550827,0.4848754405975342,0.5037635862827301
1,0.48520833253860474,0.48520833253860474,0.4958333373069763,0.4958333373069763,0.48520833253860474,2329.0,0,1.0,0.0,1.0,1.0,0.02874961867928505,0.0050806207582354546,0.02366900071501732,0.9362168908119202,7.748604424762107e-09,0.9974847435951233,-0.01663297787308693,0.9596214294433594,-2.0946080780959164e-07,0.9968946576118469,-0.009974479675292969,-0.026607459411025047,1.0209987163543701,1.0025137662887573,0.00912965927273035,0.00985570065677166,0.5433333516120911,0.20352083444595337,-0.04105749353766441,0.5141666531562805,0.20000000298023224,0.4852232038974762,0.4864749014377594,0.48098257184028625,0.5066413879394531,0.5365401208400726
2,0.43020835518836975,0.43020835518836975,0.49145835638046265,0.49145835638046265,0.43020835518836975,2065.0,0,1.0,0.0,1.0,1.0,0.13791458308696747,0.04667523503303528,0.09123935550451279,0.8454020619392395,-2.4884940330593963e-08,0.9974837899208069,-0.048472169786691666,0.9102446436882019,-4.764619063735154e-07,0.9977284073829651,-0.01591225527226925,-0.06438442319631577,1.047603726387024,1.0241142511367798,-0.02168360911309719,-0.006956049706786871,0.4554166793823242,0.3016948997974396,0.16686338186264038,0.5697916746139526,0.5,0.43066611886024475,0.46634382009506226,0.4687216579914093,0.5335429310798645,0.5932710766792297
3,0.3700000047683716,0.3700000047683716,0.5006250143051147,0.5006250143051147,0.3700000047683716,1776.0,0,1.0,0.0,1.0,1.0,0.25249481201171875,0.10537698119878769,0.14711782336235046,0.745347261428833,3.303090778672413e-08,0.9974810481071472,-0.0108231445774436,0.8251444101333618,3.120048177152057e-06,0.9980659484863281,-0.04092568904161453,-0.05174883455038071,1.0521843433380127,1.0573506355285645,-0.0300519447773695,-0.037071485072374344,0.3604166805744171,0.32713964581489563,0.1813671588897705,0.6274999976158142,0.0714285746216774,0.3714825510978699,0.474662184715271,0.5005192160606384,0.5576208233833313,0.6601520776748657
4,0.3179166615009308,0.3179166615009308,0.5131250023841858,0.5131250023841858,0.3179166615009308,1526.0,0,1.0,0.0,1.0,1.0,0.3299792408943176,0.1880340427160263,0.14194519817829132,0.6510910391807556,2.2757798490147252e-07,0.9974424242973328,-0.04557041451334953,0.7271846532821655,2.7673586089349556e-08,0.9975367188453674,-0.04157270863652229,-0.08714311569929123,1.044420599937439,1.0790890455245972,-0.026967240497469902,-0.05280715227127075,0.24791666865348816,0.3656618595123291,0.17406803369522095,0.6660416722297668,0.26946109533309937,0.31980904936790466,0.4574050009250641,0.46627217531204224,0.5563797950744629,0.7251299023628235
5,0.26520833373069763,0.26520833373069763,0.5231249928474426,0.5231249928474426,0.26520833373069763,1273.0,0,1.0,0.0,1.0,1.0,0.2912328541278839,0.2102508395910263,0.0809820294380188,0.5547299981117249,-6.020069065471034e-08,0.9974335432052612,-0.0017491054022684693,0.5490615963935852,-3.6476825471254415e-07,0.9986928105354309,-0.057950593531131744,-0.05969970300793648,1.0239787101745605,1.077882170677185,-0.015415090136229992,-0.05482469126582146,0.1339583396911621,0.2678711712360382,0.14497040212154388,0.6475000381469727,0.09788867086172104,0.2864864766597748,0.4713275730609894,0.518573522567749,0.5845896005630493,0.8071578741073608
6,0.25729167461395264,0.25729167461395264,0.5270833373069763,0.5270833373069763,0.25729167461395264,1235.0,0,1.0,0.0,1.0,1.0,0.21743981540203094,0.16194112598896027,0.05549868941307068,0.5235799551010132,-8.489936931255215e-08,0.9973316192626953,-0.0007614425267092884,0.4683261215686798,3.6467423569774837e-07,0.9974396824836731,-0.11015059053897858,-0.110912024974823,1.0024292469024658,1.0645620822906494,0.0047411611303687096,-0.047848522663116455,0.12020833790302277,0.20161943137645721,-0.12956498563289642,0.6100000143051147,0.059474412351846695,0.29262274503707886,0.44453439116477966,0.468406617641449,0.5908183455467224,0.8309261500835419
7,0.2722916603088379,0.2722916603088379,0.53125,0.53125,0.2722916603088379,1307.0,0,1.0,0.0,1.0,1.0,0.2899859547615051,0.2013900727033615,0.0885959044098854,0.523409366607666,-3.643954826770823e-08,0.9974350929260254,-0.00582853052765131,0.4312919080257416,3.705338613713138e-08,0.9972677230834961,-0.11351721733808517,-0.11934574693441391,1.02711820602417,1.031535267829895,-0.018892766907811165,-0.014292269945144653,0.12812499701976776,0.16143840551376343,-0.03006615675985813,0.6460416913032532,0.07939913868904114,0.2930394411087036,0.4399387836456299,0.48255813121795654,0.6078431606292725,0.8380387425422668
8,0.2618750035762787,0.2618750035762787,0.5370833277702332,0.5370833277702332,0.2618750035762787,1257.0,0,1.0,0.0,1.0,1.0,0.233334019780159,0.17138943076133728,0.06194458156824112,0.48779764771461487,-7.644295862974104e-08,0.9974081516265869,-0.008636655285954475,0.4029526710510254,-2.0347138729448488e-07,0.9979627728462219,-0.13137604296207428,-0.1400127112865448,1.0210723876953125,1.0246657133102417,-0.013844613917171955,-0.009380913339555264,0.12062500417232513,0.1591089814901352,0.04960580915212631,0.6181250214576721,0.06363636255264282,0.29397472739219666,0.43118536472320557,0.4667721688747406,0.6080645322799683,0.8555392026901245
9,0.25874999165534973,0.25874999165534973,0.5381250381469727,0.5381250381469727,0.25874999165534973,1242.0,0,1.0,0.0,1.0,1.0,0.2641027271747589,0.19498619437217712,0.06911656260490417,0.4727921783924103,-5.06639494801675e-08,0.9973436594009399,-0.010004878975450993,0.3777465522289276,1.672481353409694e-08,0.9967291951179504,-0.1349254548549652,-0.14493033289909363,1.0186208486557007,1.0282208919525146,-0.011979439295828342,-0.01025442499667406,0.1145833358168602,0.14251208305358887,-0.05687539279460907,0.6337500214576721,0.08785942196846008,0.28506022691726685,0.4275362491607666,0.4545454680919647,0.5950292348861694,0.8658141791820526
