epoch,offload_active_fraction,theta_positive_fraction,route_credit_weight_mean,route_credit_weight_std,route_credit_effective_fraction,route_credit_effective_count,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment
0,0.51583331823349,0.4935416877269745,1.0,0.0,0.51583331823349,2476.0,0.9966967105865479,0.9989400506019592,0.023173606023192406,0.001815312309190631,0.5047916769981384,0.0,0.10573726147413254
1,0.48520833253860474,0.4958333373069763,1.0,0.0,0.48520833253860474,2329.0,1.0209987163543701,1.0025137662887573,0.00912965927273035,0.00985570065677166,0.5433333516120911,0.20352083444595337,-0.04105749353766441
2,0.43020835518836975,0.49145835638046265,1.0,0.0,0.43020835518836975,2065.0,1.047603726387024,1.0241142511367798,-0.02168360911309719,-0.006956049706786871,0.4554166793823242,0.3016948997974396,0.16686338186264038
3,0.3700000047683716,0.5006250143051147,1.0,0.0,0.3700000047683716,1776.0,1.0521843433380127,1.0573506355285645,-0.0300519447773695,-0.037071485072374344,0.3604166805744171,0.32713964581489563,0.1813671588897705
4,0.3179166615009308,0.5131250023841858,1.0,0.0,0.3179166615009308,1526.0,1.044420599937439,1.0790890455245972,-0.026967240497469902,-0.05280715227127075,0.24791666865348816,0.3656618595123291,0.17406803369522095
5,0.26520833373069763,0.5231249928474426,1.0,0.0,0.26520833373069763,1273.0,1.0239787101745605,1.077882170677185,-0.015415090136229992,-0.05482469126582146,0.1339583396911621,0.2678711712360382,0.14497040212154388
6,0.25729167461395264,0.5270833373069763,1.0,0.0,0.25729167461395264,1235.0,1.0024292469024658,1.0645620822906494,0.0047411611303687096,-0.047848522663116455,0.12020833790302277,0.20161943137645721,-0.12956498563289642
7,0.2722916603088379,0.53125,1.0,0.0,0.2722916603088379,1307.0,1.02711820602417,1.031535267829895,-0.018892766907811165,-0.014292269945144653,0.12812499701976776,0.16143840551376343,-0.03006615675985813
8,0.2618750035762787,0.5370833277702332,1.0,0.0,0.2618750035762787,1257.0,1.0210723876953125,1.0246657133102417,-0.013844613917171955,-0.009380913339555264,0.12062500417232513,0.1591089814901352,0.04960580915212631
9,0.25874999165534973,0.5381250381469727,1.0,0.0,0.25874999165534973,1242.0,1.0186208486557007,1.0282208919525146,-0.011979439295828342,-0.01025442499667406,0.1145833358168602,0.14251208305358887,-0.05687539279460907
10,0.3460416793823242,0.5166666507720947,1.0,0.0,0.3460416793823242,1661.0,1.0011615753173828,1.0026873350143433,0.015642846003174782,0.016140863299369812,0.21062500774860382,0.18723660707473755,0.15087907016277313
11,0.27416667342185974,0.5316666960716248,1.0,0.0,0.27416667342185974,1316.0,1.0301440954208374,1.0224465131759644,-0.016953958198428154,-0.0004985335981473327,0.16875000298023224,0.16641338169574738,-0.0358966663479805
