epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-22.205163955688477,6.170060634613037,0.0,1.0,-5.139532368048094e-05,0.0029070463497191668,-4.7166347940219566e-05,-0.06961187720298767,0.008919971063733101,0.015177452005445957,0.011013682000339031,0.009460856206715107,-0.0020937109366059303,0.00571659579873085,0.010237269103527069,0.0003637859190348536,-6.49505782490678e-09,-1.3718196896661539e-05,-7.290485548594461e-09,0.002916666679084301,0.0,0.0,0.0,0.0,-4.7166347940219566e-05,0.0,0.6170060634613037
1,-19.061708450317383,7.21696138381958,0.0,1.0,7.672833453398198e-05,0.0033795395866036415,8.244812488555908e-05,0.21094635128974915,0.01478868629783392,-0.038632623851299286,0.026806306093931198,-0.010927530005574226,-0.012017619796097279,-0.02770509384572506,0.007939388044178486,0.0006107782246544957,-7.824355385821491e-09,0.0008384290267713368,-3.3386455822181915e-09,0.0020833334419876337,0.0,0.0,0.0,0.0,8.244812488555908e-05,0.0,0.721696138381958
2,-16.729585647583008,14.114197731018066,0.10000000149011612,0.8999999761581421,-0.00020258553558960557,0.0029835961759090424,-0.0001981139212148264,0.01907256618142128,0.010659967549145222,0.028726806864142418,-0.003861276898533106,0.012097716331481934,0.014521244447678328,0.016629090532660484,0.004118219716474414,-2.0255471099517308e-05,5.037012140718389e-09,-0.0007618012605234981,-9.917577870055538e-10,0.0020833334419876337,0.0,0.0008196234703063965,0.001031984924338758,-0.00011554360389709473,-0.00030886789318174124,14.24068832397461,1.4114197731018068
3,-14.183612823486328,21.695907592773438,0.20999999344348907,0.7900000214576721,-0.0006456224364228547,0.0026660615112632513,-0.0006418597768060863,-0.07583264261484146,-0.007937169633805752,-0.011741450056433678,-0.01993783377110958,-0.0007487016264349222,0.01200066413730383,-0.010992748429998755,-0.010343267698772252,-0.0009161076741293073,-3.7534411134743095e-09,-0.0009598436299711466,-1.9458561428820076e-09,0.00041666667675599456,0.0,-0.0023817061446607113,-0.000476236135000363,-0.0013530552387237549,-0.0004992763861082494,17.42701530456543,2.169590759277344
4,-10.185189247131348,15.231719017028809,0.20999999344348907,0.7900000214576721,-0.0007207829039543867,0.002499585272744298,-0.000717398535925895,-0.17582255601882935,-0.019350886344909668,0.019679386168718338,-0.018284885212779045,0.026068659499287605,-0.0010660011321306229,-0.006389273330569267,0.00389188714325428,-0.0011010762536898255,-1.3873068249736775e-09,-0.0009711193270049989,-3.731769115944417e-09,0.00041666667675599456,0.0,-0.0026092170737683773,-0.0007549157598987222,-0.0018042126903310418,-0.0005502180429175496,21.139127731323242,1.5231719017028809
