block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
11,33,36,3,dispatch_decision_block,0.048524580895900726,0.015387569554150105,0.0851571261882782,0.019454238936305046,1.1645900011062622,0.3693016767501831,2.0437710285186768,0.4669017493724823,-0.023326855152845383,0.9895204901695251,2.076183795928955,-3.8484482765197754,0.44999998807907104,0.7099999785423279,0.7200000286102295,0.699999988079071,1.1212478876113892,0.9048415422439575,8.470972061157227,0.08895748108625412,0.9416971206665039,0.1212478056550026,0.9048415422439575,2
12,36,39,3,dispatch_decision_block,0.04709888622164726,0.017785871401429176,0.09956846386194229,0.017085643485188484,1.1303733587265015,0.4268609285354614,2.3896431922912598,0.4100554585456848,-0.08467152714729309,0.911169171333313,3.535898208618164,-3.162954568862915,0.4000000059604645,0.7699999809265137,0.7924528121948242,0.7446808218955994,1.105860948562622,0.7413833141326904,4.3869853019714355,0.021689696237444878,0.8983923196792603,0.10586100816726685,0.7413833141326904,2
13,39,42,3,dispatch_decision_block,0.03128688409924507,0.020090457051992416,0.10399262607097626,5.33240927325096e-05,0.7508853077888489,0.4821709990501404,2.4958231449127197,0.001279778080061078,0.02134791389107704,1.2276215553283691,5.570343017578125,-3.6808109283447266,0.6200000047683716,0.7300000190734863,0.6833333373069763,0.800000011920929,1.1498777866363525,0.8104937672615051,5.942462921142578,0.16444621980190277,1.251830816268921,0.14987772703170776,0.8104937672615051,2
14,42,45,3,dispatch_decision_block,0.037261784076690674,0.02085527591407299,0.11588417738676071,0.0031985763926059008,0.8942828178405762,0.5005266070365906,2.7812204360961914,0.07676582783460617,0.08770843595266342,1.0662325620651245,5.47441291809082,-3.1237385272979736,0.5199999809265137,0.6100000143051147,0.5737704634666443,0.6666666865348816,1.0303066968917847,0.415076345205307,2.686954975128174,0.20468048751354218,1.1031529903411865,0.030306654050946236,0.415076345205307,2
15,45,48,3,dispatch_decision_block,0.04671585187315941,0.01684640906751156,0.09666632115840912,0.020101863890886307,1.121180534362793,0.4043138325214386,2.3199918270111084,0.48244473338127136,-0.1280309557914734,0.8615813255310059,2.4226999282836914,-3.7901952266693115,0.4000000059604645,0.7400000095367432,0.6938775777816772,0.7843137383460999,1.0577309131622314,0.565121591091156,3.4490127563476562,-0.027739839628338814,0.8176652789115906,0.05773084610700607,0.565121591091156,2
16,48,51,3,dispatch_decision_block,0.04544473811984062,0.01781853474676609,0.09442958235740662,0.016884157434105873,1.090673565864563,0.427644819021225,2.266309976577759,0.40521976351737976,-0.20147304236888885,1.0399020910263062,2.913545846939087,-4.775584697723389,0.4399999976158142,0.75,0.7346938848495483,0.7647058963775635,1.0273516178131104,0.5607279539108276,3.9792685508728027,-0.0837792456150055,0.9687157869338989,0.02735166996717453,0.5607278943061829,2
17,51,54,3,dispatch_decision_block,0.03299996256828308,0.02136407420039177,0.08850163966417313,6.564467724956558e-08,0.7919992208480835,0.5127378106117249,2.1240391731262207,1.575472197146155e-06,0.14428777992725372,1.2377758026123047,3.991429328918457,-3.276757001876831,0.6600000262260437,0.75,0.7586206793785095,0.738095223903656,1.1689791679382324,0.53513503074646,3.0994210243225098,0.2993148863315582,1.2803571224212646,0.16897918283939362,0.53513503074646,2
18,54,57,3,dispatch_decision_block,0.03288571536540985,0.021448124200105667,0.0816381499171257,6.564467724956558e-08,0.7892570495605469,0.5147550106048584,1.9593157768249512,1.575472197146155e-06,0.04659004509449005,1.2846482992172241,3.5698699951171875,-4.847555637359619,0.7599999904632568,0.7400000095367432,0.7419354915618896,0.7368420958518982,1.2742598056793213,1.1545499563217163,9.674920082092285,0.20329852402210236,1.2524923086166382,0.2742598056793213,1.1545499563217163,2
19,57,60,3,dispatch_decision_block,0.05056918039917946,0.015312353149056435,0.08797190338373184,0.00965290330350399,1.2136602401733398,0.3674964904785156,2.111325740814209,0.23166970908641815,0.05578871816396713,1.0493360757827759,3.774874210357666,-4.593519687652588,0.5,0.6700000166893005,0.6875,0.6538461446762085,0.995815098285675,0.43937546014785767,2.768472671508789,0.17154273390769958,1.075826644897461,-0.004184860736131668,0.43937546014785767,2
20,60,63,3,dispatch_decision_block,0.0478966124355793,0.01853722333908081,0.10486193001270294,0.01993468590080738,1.149518609046936,0.44489338994026184,2.5166866779327393,0.47843247652053833,-0.15576930344104767,1.1873780488967896,4.544341087341309,-5.851980686187744,0.4099999964237213,0.7599999904632568,0.6875,0.8269230723381042,0.9426738023757935,0.4587872624397278,2.2004456520080566,-0.02504756487905979,1.1611024141311646,-0.057326242327690125,0.4587872624397278,2
21,63,66,3,dispatch_decision_block,0.03300284221768379,0.021636148914694786,0.10409370064735413,0.000950516841839999,0.7920683026313782,0.5192676186561584,2.498249053955078,0.022812405601143837,-0.05792802944779396,1.2222926616668701,4.580209732055664,-3.9834811687469482,0.6399999856948853,0.7300000190734863,0.6000000238418579,0.8888888955116272,0.9948284029960632,0.4331158697605133,2.152975559234619,0.08503498136997223,1.234549641609192,-0.005171628203243017,0.4331158697605133,2
22,66,69,3,dispatch_decision_block,0.03236439451575279,0.02184479311108589,0.09485257416963577,0.00038996845250949264,0.7767454385757446,0.5242750644683838,2.2764620780944824,0.00935924332588911,-0.06269636750221252,1.2910826206207275,4.560608386993408,-3.9473717212677,0.7099999785423279,0.8700000047683716,0.800000011920929,0.9555555582046509,0.9916868805885315,0.5257838368415833,3.0482892990112305,0.09711483865976334,1.3083175420761108,-0.008313154801726341,0.5257838368415833,2
23,69,72,3,dispatch_decision_block,0.04789750650525093,0.015869202092289925,0.09770310670137405,0.021517161279916763,1.1495401859283447,0.3808608055114746,2.344874382019043,0.5164119005203247,0.13612419366836548,0.9760193228721619,4.278772354125977,-1.9576990604400635,0.4399999976158142,0.6800000071525574,0.695652186870575,0.6666666865348816,1.1541224718093872,1.4650654792785645,15.002925872802734,0.2485220730304718,1.079445719718933,0.15412242710590363,1.4650654792785645,2
0,0,3,3,dispatch_decision_block,0.04752062261104584,0.016264507547020912,0.09723155945539474,0.01684757135808468,1.1404949426651,0.3903481960296631,2.333557605743408,0.40434175729751587,0.11972561478614807,1.0223804712295532,3.6591670513153076,-3.1554503440856934,0.46000000834465027,0.7900000214576721,0.7833333611488342,0.800000011920929,1.2004565000534058,0.7467504143714905,4.270235538482666,0.24161800742149353,1.0446833372116089,0.20045657455921173,0.7467504143714905,3
1,3,6,3,dispatch_decision_block,0.03175920620560646,0.01847635768353939,0.08501839637756348,0.0003019451687578112,0.7622209191322327,0.44343262910842896,2.0404417514801025,0.007246683351695538,-0.1197437271475792,1.1749391555786133,5.091314315795898,-3.7247533798217773,0.6200000047683716,0.8199999928474426,0.8809523582458496,0.7758620977401733,1.0375752449035645,0.566243052482605,2.9877028465270996,0.0281831081956625,1.186602234840393,0.03757520765066147,0.566243052482605,3
2,6,9,3,dispatch_decision_block,0.03703643009066582,0.018877601251006126,0.08363672345876694,0.0027872740756720304,0.888874351978302,0.4530624449253082,2.007281541824341,0.06689456850290298,-0.11205141246318817,1.1673882007598877,4.889995098114014,-3.8298962116241455,0.5899999737739563,0.7300000190734863,0.7272727489471436,0.7321428656578064,0.9296232461929321,0.4475041329860687,2.541100263595581,0.028330018743872643,1.1686469316482544,-0.07037664204835892,0.4475041329860687,3
3,9,12,3,dispatch_decision_block,0.04308035224676132,0.010725815780460835,0.07116024941205978,0.017615485936403275,1.0339285135269165,0.2574195861816406,1.7078460454940796,0.422771692276001,-0.09321966767311096,0.8412837982177734,2.465766668319702,-3.736693859100342,0.2800000011920929,0.6200000047683716,0.5,0.7400000095367432,1.018453598022461,0.4800270199775696,3.374126434326172,-0.002785608870908618,0.7850930094718933,0.018453605473041534,0.4800270199775696,3
4,12,15,3,dispatch_decision_block,0.04402933642268181,0.017199765890836716,0.10050471872091293,0.020326098427176476,1.056704044342041,0.4127943515777588,2.4121129512786865,0.487826406955719,0.06348587572574615,1.140081763267517,3.503641366958618,-5.418406963348389,0.4099999964237213,0.800000011920929,0.8181818127632141,0.7857142686843872,0.9854000806808472,0.5524323582649231,4.293129920959473,0.18787704408168793,1.1562812328338623,-0.0145998764783144,0.5524323582649231,3
5,15,18,3,dispatch_decision_block,0.03391651064157486,0.022506898269057274,0.0921127200126648,1.0353421231457105e-07,0.8139963746070862,0.5401656031608582,2.210705280303955,2.484821152393124e-06,0.10046853870153427,1.1789664030075073,4.281491756439209,-2.535104751586914,0.6200000047683716,0.800000011920929,0.8461538553237915,0.7704917788505554,0.9951480627059937,0.5447619557380676,2.809608221054077,0.2422577440738678,1.2614318132400513,-0.004851887002587318,0.5447619557380676,3
6,18,21,3,dispatch_decision_block,0.032410603016614914,0.0216357558965683,0.09253790974617004,1.0353421231457105e-07,0.7778544425964355,0.5192581415176392,2.220909595489502,2.484821152393124e-06,-0.06555821746587753,1.2711280584335327,3.808223247528076,-3.599259853363037,0.7400000095367432,0.75,0.6052631735801697,0.8387096524238586,0.958325982093811,0.5671663880348206,2.6335697174072266,0.10158420354127884,1.3212392330169678,-0.041674088686704636,0.5671663880348206,3
7,21,24,3,dispatch_decision_block,0.04829617962241173,0.0157588142901659,0.10095000267028809,0.015588629990816116,1.159108281135559,0.37821149826049805,2.422799825668335,0.37412717938423157,-0.09752083569765091,1.080176591873169,3.919865846633911,-5.422329902648926,0.4300000071525574,0.7200000286102295,0.6041666865348816,0.8269230723381042,1.0230308771133423,0.4700832962989807,3.319859027862549,0.02152838185429573,1.0145301818847656,0.023030905053019524,0.4700832962989807,3
8,24,27,3,dispatch_decision_block,0.05877117067575455,0.019834889099001884,0.10643883049488068,0.02087889425456524,1.410508155822754,0.47603729367256165,2.5545315742492676,0.5010935664176941,0.2229394167661667,1.2859102487564087,3.666107654571533,-4.733042240142822,0.6700000166893005,0.7699999809265137,0.8059701323509216,0.6969696879386902,1.1979804039001465,0.6242598295211792,5.084510803222656,0.38973549008369446,1.2811435461044312,0.19798032939434052,0.6242598295211792,3
9,27,30,3,dispatch_decision_block,0.04256071522831917,0.02390001341700554,0.11221234500408173,6.661902318683133e-08,1.0214571952819824,0.5736003518104553,2.69309663772583,1.5988565564839519e-06,0.057593002915382385,1.2297457456588745,4.460256099700928,-3.7399086952209473,0.6800000071525574,0.7599999904632568,0.698113203048706,0.8297872543334961,1.0627329349517822,0.6116984486579895,4.799753189086914,0.20874035358428955,1.2637349367141724,0.06273287534713745,0.6116984486579895,3
10,30,33,3,dispatch_decision_block,0.04211684316396713,0.02403336390852928,0.1119462177157402,0.00012030855577904731,1.0108041763305664,0.5768007636070251,2.686708927154541,0.0028874054551124573,0.11210285872220993,1.110767126083374,3.7238926887512207,-3.8918967247009277,0.5799999833106995,0.7699999809265137,0.7222222089767456,0.8260869383811951,1.0893157720565796,0.6047673225402832,3.6586391925811768,0.2525801956653595,1.1493380069732666,0.08931568264961243,0.6047673225402832,3
11,33,36,3,dispatch_decision_block,0.047537513077259064,0.015489173121750355,0.0878816545009613,0.011411966755986214,1.1409003734588623,0.3717401325702667,2.1091597080230713,0.27388718724250793,0.13562436401844025,0.9079694151878357,2.7955751419067383,-3.247575044631958,0.3700000047683716,0.7300000190734863,0.671875,0.8333333134651184,1.0907295942306519,0.5129637122154236,3.342933177947998,0.2524385452270508,0.9014521241188049,0.09072960168123245,0.5129637122154236,3
12,36,39,3,dispatch_decision_block,0.046896640211343765,0.01822138950228691,0.10353431105613708,0.020182855427265167,1.1255193948745728,0.43731337785720825,2.484823703765869,0.4843885898590088,-0.04921727254986763,1.0383973121643066,3.210848808288574,-4.332243919372559,0.4300000071525574,0.7400000095367432,0.6666666865348816,0.8163265585899353,1.0990735292434692,0.6969907283782959,4.363829135894775,0.06900808215141296,0.9984610080718994,0.09907341003417969,0.6969907283782959,3
13,39,42,3,dispatch_decision_block,0.03439370170235634,0.018862437456846237,0.07936584204435349,0.0003928751975763589,0.8254489302635193,0.4526984989643097,1.904780387878418,0.009429004043340683,-0.1382051557302475,1.230327844619751,3.732769012451172,-3.832878828048706,0.6200000047683716,0.7900000214576721,0.761904776096344,0.8103448152542114,0.903092622756958,0.46854954957962036,2.6252329349517822,0.020919734612107277,1.2401527166366577,-0.0969073697924614,0.46854954957962036,3
14,42,45,3,dispatch_decision_block,0.04052970930933952,0.01931430958211422,0.08875683695077896,0.004030131734907627,0.9727129936218262,0.46354344487190247,2.130164384841919,0.09672316163778305,-0.011289539746940136,1.241555094718933,3.985675811767578,-3.7197837829589844,0.6200000047683716,0.7300000190734863,0.6603773832321167,0.8085106611251831,1.011663556098938,0.5050921440124512,3.224630355834961,0.141388401389122,1.2598915100097656,0.011663572862744331,0.5050921440124512,3
15,45,48,3,dispatch_decision_block,0.04754975438117981,0.01420516986399889,0.08892908692359924,0.018360238522291183,1.1411941051483154,0.34092405438423157,2.134298086166382,0.4406457245349884,-0.2798176109790802,0.9906451106071472,2.2210872173309326,-3.9741873741149902,0.4099999964237213,0.7900000214576721,0.7659574747085571,0.8113207817077637,0.9642558097839355,0.5146000385284424,2.7936956882476807,-0.1614082306623459,0.884978711605072,-0.03574425354599953,0.5146000385284424,3
16,48,51,3,dispatch_decision_block,0.045701365917921066,0.018574591726064682,0.10353431105613708,0.0170583538711071,1.0968327522277832,0.44579020142555237,2.484823703765869,0.40940049290657043,0.11517726629972458,1.1040656566619873,3.7508504390716553,-4.056906700134277,0.46000000834465027,0.7699999809265137,0.7599999904632568,0.7799999713897705,1.0632431507110596,0.6211740374565125,5.023218631744385,0.24906204640865326,1.132965087890625,0.06324310600757599,0.6211740374565125,3
17,51,54,3,dispatch_decision_block,0.03391072154045105,0.01885076053440571,0.08876697719097137,0.0042029875330626965,0.8138573169708252,0.4524182677268982,2.1304075717926025,0.10087169706821442,0.0713287815451622,1.0306533575057983,2.5647075176239014,-2.840209484100342,0.6700000166893005,0.800000011920929,0.7755101919174194,0.8235294222831726,1.0606412887573242,0.6836056709289551,4.525753974914551,0.21431589126586914,1.0650440454483032,0.06064135581254959,0.6836056709289551,3
18,54,57,3,dispatch_decision_block,0.030929863452911377,0.019219938665628433,0.09982537478208542,0.0011121246498078108,0.742316722869873,0.4612785279750824,2.3958091735839844,0.02669098973274231,0.06206728145480156,1.213621735572815,3.98331356048584,-3.4930717945098877,0.6299999952316284,0.7599999904632568,0.739130437374115,0.7777777910232544,1.0497770309448242,0.5497896671295166,3.1833786964416504,0.213688924908638,1.2702007293701172,0.049777012318372726,0.5497896671295166,3
19,57,60,3,dispatch_decision_block,0.046138666570186615,0.016526728868484497,0.09726663678884506,0.016356026753783226,1.107327938079834,0.39664149284362793,2.3343992233276367,0.3925446569919586,0.0709465742111206,1.0079706907272339,3.3004465103149414,-3.777374267578125,0.41999998688697815,0.7200000286102295,0.7017543911933899,0.7441860437393188,1.1395858526229858,0.6870661377906799,5.531840801239014,0.17961814999580383,1.0175541639328003,0.13958576321601868,0.6870661377906799,3
20,60,63,3,dispatch_decision_block,0.04754309356212616,0.01744616962969303,0.09780316054821014,0.016803164035081863,1.1410343647003174,0.41870811581611633,2.347275495529175,0.40327590703964233,-0.03802116960287094,0.9878968000411987,2.316981077194214,-4.0867018699646,0.41999998688697815,0.7400000095367432,0.6730769276618958,0.8125,1.0994174480438232,0.7493590116500854,5.578217029571533,0.08448392152786255,0.9520838856697083,0.09941750764846802,0.7493590116500854,3
21,63,66,3,dispatch_decision_block,0.03484557196497917,0.02148546278476715,0.08368536829948425,1.0353421231457105e-07,0.8362936973571777,0.5156511068344116,2.008449077606201,2.484821152393124e-06,-0.09501615166664124,1.284020185470581,4.8423004150390625,-3.1902878284454346,0.6600000262260437,0.7400000095367432,0.6666666865348816,0.7931034564971924,0.9389081001281738,0.4765278398990631,2.636606216430664,0.05534014850854874,1.3339673280715942,-0.061091870069503784,0.4765278398990631,3
22,66,69,3,dispatch_decision_block,0.033932581543922424,0.0204769354313612,0.07558108121156693,1.0353421231457105e-07,0.8143821954727173,0.49144646525382996,1.8139457702636719,2.484821152393124e-06,-0.03953783959150314,1.3235753774642944,4.218380928039551,-3.158870220184326,0.699999988079071,0.8100000023841858,0.7272727489471436,0.875,0.9902185201644897,0.5826546549797058,3.7061939239501953,0.12326458841562271,1.3847506046295166,-0.00978147704154253,0.5826546549797058,3
23,69,72,3,dispatch_decision_block,0.04859282448887825,0.012293082661926746,0.07844086736440659,0.021168813109397888,1.1662276983261108,0.2950339913368225,1.8825806379318237,0.5080515146255493,-0.1393224149942398,0.9459136724472046,3.181837558746338,-2.988178253173828,0.41999998688697815,0.7200000286102295,0.7045454382896423,0.7321428656578064,0.9914641380310059,0.5911608338356018,3.9388716220855713,-0.025214899331331253,0.9337460398674011,-0.00853580329567194,0.5911608338356018,3
0,0,3,3,dispatch_decision_block,0.0425516702234745,0.01821165718138218,0.10094881057739258,0.016252480447292328,1.0212401151657104,0.4370797276496887,2.4227712154388428,0.39005962014198303,0.03272277116775513,1.0892235040664673,3.0811007022857666,-4.691156387329102,0.5099999904632568,0.800000011920929,0.8301886916160583,0.7659574747085571,1.0218253135681152,0.46619662642478943,2.301319122314453,0.16070842742919922,1.0744104385375977,0.021825265139341354,0.4661966562271118,4
1,3,6,3,dispatch_decision_block,0.02871698886156082,0.018432235345244408,0.0885516107082367,0.001033355132676661,0.6892077922821045,0.44237369298934937,2.1252386569976807,0.02480052411556244,0.14425864815711975,1.2573966979980469,5.099481105804443,-5.436440467834473,0.6600000262260437,0.75,0.71875,0.8055555820465088,1.0581318140029907,0.44295763969421387,2.4115407466888428,0.2899187505245209,1.2661232948303223,0.05813177675008774,0.44295763969421387,4
2,6,9,3,dispatch_decision_block,0.03152592480182648,0.019911807030439377,0.09375493973493576,0.0022946649696677923,0.7566221356391907,0.47788336873054504,2.2501189708709717,0.05507197231054306,0.1117788702249527,1.2088260650634766,4.944446563720703,-5.1415696144104,0.6200000047683716,0.8299999833106995,0.8448275923728943,0.8095238208770752,1.7015420198440552,6.125072002410889,62.322784423828125,0.25212305784225464,1.2397205829620361,0.7015417218208313,6.125072002410889,4
3,9,12,3,dispatch_decision_block,0.048350077122449875,0.017235608771443367,0.111104317009449,0.016396386548876762,1.1604018211364746,0.4136545956134796,2.666503429412842,0.39351335167884827,-0.024362072348594666,1.1096775531768799,4.1946330070495605,-6.021951198577881,0.4099999964237213,0.7300000190734863,0.6499999761581421,0.7833333611488342,0.974951982498169,0.4684689939022064,2.4906606674194336,0.089728944003582,1.1032629013061523,-0.02504798211157322,0.4684689939022064,4
4,12,15,3,dispatch_decision_block,0.04932599142193794,0.018565984442830086,0.09536707401275635,0.017643867060542107,1.1838237047195435,0.44558364152908325,2.2888097763061523,0.423452764749527,-0.12230321764945984,0.9548248052597046,2.9460761547088623,-4.01925802230835,0.38999998569488525,0.7699999809265137,0.761904776096344,0.7758620977401733,1.102735996246338,1.2022594213485718,11.478551864624023,-0.01463750097900629,0.9060558676719666,0.10273610800504684,1.2022594213485718,4
5,15,18,3,dispatch_decision_block,0.04005853831768036,0.022995175793766975,0.11514709144830704,0.004430718719959259,0.9614048600196838,0.5518842339515686,2.763530731201172,0.10633725672960281,-0.2455461174249649,1.3107844591140747,6.018977165222168,-5.7362895011901855,0.6000000238418579,0.7900000214576721,0.699999988079071,0.8500000238418579,0.9878301024436951,0.6975977420806885,4.768083572387695,-0.09497816115617752,1.2527583837509155,-0.012169883586466312,0.6975977420806885,4
6,18,21,3,dispatch_decision_block,0.033286333084106445,0.0232920590788126,0.10415636003017426,6.62648531601917e-08,0.7988719940185547,0.5590094327926636,2.499752998352051,1.5903561916275066e-06,-0.07450316101312637,1.2880557775497437,5.985962867736816,-4.589754581451416,0.6299999952316284,0.75,0.739130437374115,0.7592592835426331,1.0546767711639404,0.6796591281890869,4.228762149810791,0.0729823037981987,1.2879825830459595,0.05467670038342476,0.6796591281890869,4
7,21,24,3,dispatch_decision_block,0.04427470266819,0.014405257999897003,0.08195707947015762,0.0177596565335989,1.06259286403656,0.3457261919975281,1.9669702053070068,0.4262317419052124,-0.07638794183731079,0.9094011187553406,3.7574830055236816,-3.1773757934570312,0.36000001430511475,0.7699999809265137,0.795918345451355,0.7450980544090271,1.0168023109436035,0.5351055264472961,2.709808588027954,0.03435653820633888,0.9003929495811462,0.01680229976773262,0.5351055264472961,4
8,24,27,3,dispatch_decision_block,0.046186674386262894,0.01705748215317726,0.10875166952610016,0.015601539053022861,1.1084802150726318,0.4093795418739319,2.6100399494171143,0.37443697452545166,-0.1440584808588028,1.0158720016479492,4.7405242919921875,-3.1566433906555176,0.46000000834465027,0.7200000286102295,0.6041666865348816,0.8269230723381042,0.9599483013153076,0.48073962330818176,2.994788885116577,-0.035353973507881165,1.0252629518508911,-0.04005168750882149,0.48073962330818176,4
9,27,30,3,dispatch_decision_block,0.03460199013352394,0.0228071678429842,0.10980968922376633,0.0005994248786009848,0.8304476737976074,0.547372043132782,2.635432481765747,0.014386193826794624,0.002908316906541586,1.2156835794448853,4.903503894805908,-3.6270456314086914,0.6299999952316284,0.800000011920929,0.7288135886192322,0.9024389982223511,1.2188291549682617,1.0059359073638916,6.896209239959717,0.14298613369464874,1.2290812730789185,0.21882927417755127,1.0059359073638916,4
10,30,33,3,dispatch_decision_block,0.0340530201792717,0.023248154670000076,0.11056756973266602,0.0007380469469353557,0.8172724843025208,0.5579556822776794,2.6536216735839844,0.017713123932480812,0.0342102013528347,1.2639331817626953,5.931552410125732,-3.694549083709717,0.6399999856948853,0.8100000023841858,0.7627118825912476,0.8780487775802612,1.1152617931365967,0.5940185785293579,4.043723106384277,0.17958831787109375,1.2982475757598877,0.11526182293891907,0.5940185785293579,4
11,33,36,3,dispatch_decision_block,0.04716755077242851,0.013998239301145077,0.08804143965244293,0.021478071808815002,1.132021188735962,0.33595773577690125,2.112994432449341,0.5154736638069153,-0.09059060364961624,1.025438666343689,2.910872459411621,-6.208523750305176,0.33000001311302185,0.7300000190734863,0.6739130616188049,0.7777777910232544,1.003054141998291,0.6786699295043945,5.818068504333496,0.0180341973900795,0.9720149636268616,0.003054242115467787,0.6786699295043945,4
12,36,39,3,dispatch_decision_block,0.046151742339134216,0.018609941005706787,0.09770592302083969,0.01654236391186714,1.1076418161392212,0.4466385841369629,2.344942331314087,0.3970167934894562,-0.06218826398253441,1.1031134128570557,2.5033559799194336,-5.207225799560547,0.4399999976158142,0.800000011920929,0.8113207817077637,0.7872340679168701,1.1554958820343018,0.6229135394096375,3.3222146034240723,0.06339651346206665,1.020702600479126,0.15549588203430176,0.6229135394096375,4
13,39,42,3,dispatch_decision_block,0.03149247542023659,0.019544752314686775,0.10650063306093216,0.00034812832018360496,0.7558193802833557,0.4690740704536438,2.5560154914855957,0.008355080150067806,-0.018497809767723083,1.1965793371200562,2.7468972206115723,-4.899838447570801,0.6700000166893005,0.7200000286102295,0.6499999761581421,0.824999988079071,1.0684541463851929,0.6027816534042358,4.670931339263916,0.12510351836681366,1.140528917312622,0.06845418363809586,0.6027816534042358,4
14,42,45,3,dispatch_decision_block,0.03533240407705307,0.021446850150823593,0.11500532925128937,0.00446219090372324,0.8479777574539185,0.5147244334220886,2.7601282596588135,0.10709258913993835,-0.09082470089197159,1.1791330575942993,2.7270402908325195,-4.502389907836914,0.6700000166893005,0.699999988079071,0.7090908885002136,0.6888889074325562,1.09575617313385,0.49618402123451233,2.724057912826538,0.052101362496614456,1.0986177921295166,0.09575618803501129,0.49618402123451233,4
15,45,48,3,dispatch_decision_block,0.04930412769317627,0.015289925038814545,0.08825872838497162,0.019086139276623726,1.183298945426941,0.3669582009315491,2.1182098388671875,0.4580674469470978,0.1770693063735962,0.8720068335533142,3.5698351860046387,-2.015376091003418,0.3799999952316284,0.800000011920929,0.7777777910232544,0.8260869383811951,1.1739574670791626,0.8369600772857666,6.4653825759887695,0.2852940559387207,0.9505520462989807,0.1739574819803238,0.8369600772857666,4
16,48,51,3,dispatch_decision_block,0.052297964692115784,0.02106044813990593,0.10433543473482132,0.014513375237584114,1.2551510334014893,0.5054507851600647,2.5040507316589355,0.34832099080085754,0.21264654397964478,1.0979011058807373,4.749348163604736,-1.8313701152801514,0.5600000023841858,0.7799999713897705,0.75,0.8181818127632141,1.1813122034072876,0.7552388906478882,3.7194924354553223,0.3374687433242798,1.2123448848724365,0.18131226301193237,0.7552388906478882,4
17,51,54,3,dispatch_decision_block,0.04354027286171913,0.024358756840229034,0.11230798065662384,0.0031607896089553833,1.0449665784835815,0.5846102237701416,2.695391893386841,0.0758589580655098,0.10076839476823807,1.0175094604492188,2.7854559421539307,-3.7522871494293213,0.6100000143051147,0.75,0.7924528121948242,0.7021276354789734,1.1281050443649292,0.7009737491607666,4.8923563957214355,0.22666221857070923,1.0489133596420288,0.1281050443649292,0.7009737491607666,4
18,54,57,3,dispatch_decision_block,0.03657117858529091,0.024617880582809448,0.09802056849002838,0.0022319364361464977,0.877708375453949,0.5908291339874268,2.3524937629699707,0.053566478192806244,-0.007154713850468397,1.1375287771224976,2.7721033096313477,-3.8418428897857666,0.7099999785423279,0.7599999904632568,0.7755101919174194,0.7450980544090271,1.0972375869750977,0.631759762763977,4.6328582763671875,0.1365918517112732,1.1308879852294922,0.09723751246929169,0.631759762763977,4
19,57,60,3,dispatch_decision_block,0.042402591556310654,0.01285820547491312,0.07584331929683685,0.014078103937208652,1.0176621675491333,0.3085969090461731,1.8202394247055054,0.33787450194358826,-0.19038689136505127,0.8612701296806335,1.3334711790084839,-3.439415216445923,0.3100000023841858,0.5699999928474426,0.5306122303009033,0.6078431606292725,0.9836120009422302,0.4335605502128601,2.7351105213165283,-0.10004236549139023,0.7537093162536621,-0.01638798974454403,0.4335605502128601,4
20,60,63,3,dispatch_decision_block,0.050101958215236664,0.019332248717546463,0.1068384125828743,0.012828531675040722,1.2024469375610352,0.4639739692211151,2.564121961593628,0.3078847825527191,0.22481341660022736,1.229780673980713,4.562506198883057,-2.4907758235931396,0.5299999713897705,0.7300000190734863,0.7234042286872864,0.7358490824699402,1.053902506828308,0.7711377739906311,7.019492149353027,0.36692726612091064,1.3757108449935913,0.05390254408121109,0.7711377739906311,4
21,63,66,3,dispatch_decision_block,0.040990665555000305,0.02507203444838524,0.1115056723356247,4.566061662103493e-08,0.9837760925292969,0.6017288565635681,2.676136016845703,1.0958548273265478e-06,0.0746154710650444,1.2099071741104126,4.499462604522705,-3.065016031265259,0.6600000262260437,0.7799999713897705,0.7200000286102295,0.8399999737739563,1.0387403964996338,0.5308952331542969,3.4130914211273193,0.22183513641357422,1.2781507968902588,0.038740381598472595,0.5308952331542969,4
22,66,69,3,dispatch_decision_block,0.03981785476207733,0.02397199533879757,0.11640074849128723,4.566061662103493e-08,0.955628514289856,0.5753279328346252,2.7936179637908936,1.0958548273265478e-06,0.08468069136142731,1.2511229515075684,5.476469993591309,-3.038445234298706,0.5899999737739563,0.8100000023841858,0.807692289352417,0.8125,1.1290966272354126,0.8154979944229126,7.190793037414551,0.2311086505651474,1.3236920833587646,0.1290966123342514,0.8154979944229126,4
23,69,72,3,dispatch_decision_block,0.051897305995225906,0.014318754896521568,0.0906195119023323,0.018873412162065506,1.2455353736877441,0.3436501622200012,2.174868583679199,0.45296192169189453,-0.03427884727716446,0.8769647479057312,3.2180471420288086,-2.94378399848938,0.4099999964237213,0.6700000166893005,0.6486486196517944,0.682539701461792,0.993348240852356,0.6334439516067505,3.8705477714538574,0.06575999408960342,0.9113436937332153,-0.00665172329172492,0.6334439516067505,4
