block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
14,42,45,3,dispatch_decision_block,0.03666270896792412,0.019041523337364197,0.08927632868289948,0.0032202608417719603,0.8799049258232117,0.45699653029441833,2.142631769180298,0.0772862583398819,-0.3127421736717224,1.2305333614349365,2.931687593460083,-5.78965950012207,0.5899999737739563,0.4300000071525574,0.42222222685813904,0.4363636374473572,0.965140700340271,0.27465084195137024,1.9188904762268066,-0.19161342084407806,1.1336110830307007,-0.03485935181379318,0.27465084195137024,0
15,45,48,3,dispatch_decision_block,0.05267278105020523,0.015441610477864742,0.0962449386715889,0.014354276470839977,1.2641466856002808,0.3705986440181732,2.3098785877227783,0.34450262784957886,-0.03653616085648537,0.9699320197105408,4.758488178253174,-2.1388187408447266,0.47999998927116394,0.2800000011920929,0.31578946113586426,0.25806450843811035,0.9836088418960571,0.20641620457172394,1.8169461488723755,0.04222921282052994,1.0241496562957764,-0.016391141340136528,0.20641620457172394,0
16,48,51,3,dispatch_decision_block,0.04657761752605438,0.02024327591061592,0.09911736845970154,0.01921645924448967,1.1178628206253052,0.48583856225013733,2.378816604614258,0.4611950218677521,0.00438052648678422,1.116762638092041,4.793938159942627,-1.9480808973312378,0.5,0.38999998569488525,0.35185185074806213,0.43478259444236755,1.0283433198928833,0.2397686094045639,1.681470513343811,0.10914839059114456,1.1727849245071411,0.028343338519334793,0.2397686094045639,0
17,51,54,3,dispatch_decision_block,0.036085352301597595,0.02154069021344185,0.09891805052757263,0.004139136988669634,0.8660485148429871,0.5169765949249268,2.374033212661743,0.09933927655220032,-0.056175969541072845,1.202799916267395,3.055858612060547,-4.272642612457275,0.5899999737739563,0.44999998807907104,0.46000000834465027,0.4399999976158142,1.0296998023986816,0.26441216468811035,1.719089150428772,0.06144721060991287,1.164373755455017,0.02969975955784321,0.26441216468811035,0
18,54,57,3,dispatch_decision_block,0.033022359013557434,0.021852442994713783,0.09768053889274597,5.963025984101478e-08,0.7925367951393127,0.524458646774292,2.344332695007324,1.431126065654098e-06,-0.18608182668685913,1.2423577308654785,3.2021312713623047,-3.809772491455078,0.6299999952316284,0.4099999964237213,0.42222222685813904,0.4000000059604645,0.972429096698761,0.26006805896759033,2.5395655632019043,-0.06629450619220734,1.1939351558685303,-0.027570921927690506,0.26006805896759033,0
19,57,60,3,dispatch_decision_block,0.04641023650765419,0.014720771461725235,0.08980223536491394,0.02007429301738739,1.1138455867767334,0.35329851508140564,2.1552534103393555,0.48178306221961975,-0.15129894018173218,0.8367411494255066,2.3320906162261963,-2.148076295852661,0.41999998688697815,0.3700000047683716,0.3695652186870575,0.37037035822868347,0.9869821667671204,0.27499544620513916,2.2463138103485107,-0.07844524085521698,0.8012919425964355,-0.013017802499234676,0.27499544620513916,0
20,60,63,3,dispatch_decision_block,0.05138400197029114,0.02137240581214428,0.09838924556970596,0.01555293332785368,1.2332160472869873,0.5129377841949463,2.361342191696167,0.3732703626155853,0.5154171586036682,1.3302288055419922,5.746587753295898,-1.5299334526062012,0.6000000238418579,0.4099999964237213,0.4576271176338196,0.3414634168148041,1.0493685007095337,0.26025646924972534,1.7447478771209717,0.6444509029388428,1.5171031951904297,0.0493684858083725,0.26025646924972534,0
21,63,66,3,dispatch_decision_block,0.03880525380373001,0.02347651496529579,0.10909555852413177,0.002436406444758177,0.931326150894165,0.5634363889694214,2.6182937622070312,0.058473747223615646,0.1317560225725174,1.1186201572418213,4.2752814292907715,-3.7544476985931396,0.6299999952316284,0.3499999940395355,0.28070175647735596,0.44186046719551086,1.000353217124939,0.21714511513710022,1.6781964302062988,0.2397928684949875,1.121774435043335,0.0003532457340043038,0.21714511513710022,0
22,66,69,3,dispatch_decision_block,0.039134420454502106,0.02321935072541237,0.09651809185743332,0.001673698192462325,0.9392262101173401,0.5572644472122192,2.316434144973755,0.040168751031160355,0.1980714052915573,1.1098028421401978,4.454216480255127,-3.221371650695801,0.6200000047683716,0.4099999964237213,0.36206895112991333,0.4761904776096344,0.9974266290664673,0.2355659306049347,1.5603991746902466,0.3043462038040161,1.1275362968444824,-0.002573434030637145,0.2355659306049347,0
23,69,72,3,dispatch_decision_block,0.052377257496118546,0.01482481975108385,0.09452415257692337,0.02134741097688675,1.257054090499878,0.355795681476593,2.2685794830322266,0.5123378038406372,0.23596040904521942,1.1757594347000122,5.912990093231201,-1.5461095571517944,0.46000000834465027,0.38999998569488525,0.41304346919059753,0.37037035822868347,1.014580249786377,0.3829207122325897,3.1490979194641113,0.3335743844509125,1.282146692276001,0.01458036433905363,0.3829207122325897,0
0,0,3,3,dispatch_decision_block,0.04570754989981651,0.01937258057296276,0.0954328253865242,0.016063565388321877,1.096981167793274,0.46494194865226746,2.2903878688812256,0.38552558422088623,0.1398732215166092,0.9505956172943115,3.712944507598877,-3.757326602935791,0.5,0.699999988079071,0.7037037014961243,0.695652186870575,1.1551631689071655,0.7102280259132385,4.858962059020996,0.2540862560272217,1.0013431310653687,0.15516316890716553,0.7102280259132385,1
1,3,6,3,dispatch_decision_block,0.03092663735151291,0.019693486392498016,0.09062349796295166,7.095714948945897e-08,0.7422392964363098,0.4726437032222748,2.174964189529419,1.7029717582772719e-06,-0.03412385284900665,1.2902425527572632,2.8733434677124023,-5.043181419372559,0.6700000166893005,0.7699999809265137,0.7543859481811523,0.7906976938247681,1.0490028858184814,0.48206907510757446,2.765852451324463,0.1235942617058754,1.2106013298034668,0.04900293052196503,0.48206907510757446,1
2,6,9,3,dispatch_decision_block,0.03454802557826042,0.02062324248254299,0.09557266533374786,7.095714948945897e-08,0.8291527032852173,0.4949578642845154,2.2937440872192383,1.7029717582772719e-06,-0.01873362623155117,1.2992910146713257,4.534395694732666,-4.523403644561768,0.7099999785423279,0.8399999737739563,0.8113207817077637,0.8723404407501221,1.1564568281173706,0.7826949954032898,5.232144355773926,0.14341618120670319,1.2700204849243164,0.15645688772201538,0.7826949954032898,1
3,9,12,3,dispatch_decision_block,0.04703371599316597,0.015826093032956123,0.10074909776449203,0.018939005210995674,1.1288093328475952,0.37982621788978577,2.417978048324585,0.4545361399650574,0.038242317736148834,0.8359903693199158,3.3810954093933105,-1.6639602184295654,0.3400000035762787,0.8500000238418579,0.8085106611251831,0.8867924809455872,0.9334935545921326,0.45392489433288574,2.8628668785095215,0.1402386873960495,0.906588077545166,-0.06650643050670624,0.45392489433288574,1
4,12,15,3,dispatch_decision_block,0.05045424401760101,0.018408747389912605,0.11513310670852661,0.01971340738236904,1.2109019756317139,0.4418099522590637,2.7631943225860596,0.4731217324733734,-0.21248607337474823,1.1281402111053467,4.189692497253418,-4.1068220138549805,0.4399999976158142,0.7099999785423279,0.5348837375640869,0.8421052694320679,0.9253699779510498,0.5005069971084595,2.9977896213531494,-0.07766244560480118,1.0984336137771606,-0.07463011145591736,0.5005069971084595,1
5,15,18,3,dispatch_decision_block,0.039437927305698395,0.022528933361172676,0.10567862540483475,7.095714948945897e-08,0.9465103149414062,0.5406944155693054,2.536287307739258,1.7029717582772719e-06,-0.18431586027145386,1.1838058233261108,3.7841620445251465,-3.9435794353485107,0.6100000143051147,0.7400000095367432,0.7169811129570007,0.7659574747085571,1.1113098859786987,1.0453190803527832,10.242467880249023,-0.03625872731208801,1.1041086912155151,0.11130990833044052,1.0453190803527832,1
6,18,21,3,dispatch_decision_block,0.036029137670993805,0.023786375299096107,0.09785763919353485,7.095714948945897e-08,0.8646994233131409,0.5708730220794678,2.348583221435547,1.7029717582772719e-06,-0.07451729476451874,1.213183045387268,4.500228404998779,-3.869558095932007,0.6399999856948853,0.7799999713897705,0.7368420958518982,0.8372092843055725,1.188921332359314,1.141909122467041,10.839344024658203,0.08157182484865189,1.1719166040420532,0.18892131745815277,1.141909122467041,1
7,21,24,3,dispatch_decision_block,0.0474935919046402,0.014727095142006874,0.08909694105386734,0.017054032534360886,1.1398462057113647,0.3534502685070038,2.138326644897461,0.40929681062698364,-0.001949142199009657,0.8662593364715576,2.7845571041107178,-3.7024271488189697,0.4300000071525574,0.7699999809265137,0.7254902124404907,0.8163265585899353,1.056759238243103,0.5004597902297974,2.7130720615386963,0.10532775521278381,0.8819579482078552,0.05675915256142616,0.5004597902297974,1
8,24,27,3,dispatch_decision_block,0.054908737540245056,0.02171454206109047,0.12112057954072952,0.01773935928940773,1.3178097009658813,0.5211490392684937,2.9068942070007324,0.4257446527481079,-0.014091353863477707,1.323672890663147,5.218763828277588,-2.5904998779296875,0.5699999928474426,0.7300000190734863,0.6590909361839294,0.7857142686843872,0.9765429496765137,0.5805200338363647,4.341097831726074,0.13927751779556274,1.4335752725601196,-0.023457007482647896,0.5805200338363647,1
9,27,30,3,dispatch_decision_block,0.03796142712235451,0.025039639323949814,0.12359875440597534,0.0001366318465443328,0.9110742211341858,0.6009514331817627,2.9663703441619873,0.003279164433479309,0.11751879751682281,1.1094356775283813,3.409680128097534,-4.002721786499023,0.6600000262260437,0.8100000023841858,0.8500000238418579,0.75,1.3529950380325317,1.309972882270813,11.913223266601562,0.25873780250549316,1.1111798286437988,0.3529949486255646,1.309972882270813,1
10,30,33,3,dispatch_decision_block,0.03743089362978935,0.024666132405400276,0.11763377487659454,0.0003466014750301838,0.8983414173126221,0.5919871926307678,2.8232107162475586,0.008318435400724411,0.016824398189783096,1.0922712087631226,3.466233730316162,-3.9328277111053467,0.6600000262260437,0.6299999952316284,0.5862069129943848,0.6904761791229248,1.1264737844467163,0.5502294301986694,3.259840488433838,0.1491427719593048,1.0456420183181763,0.1264738142490387,0.5502294301986694,1
11,33,36,3,dispatch_decision_block,0.05020489543676376,0.016345756128430367,0.09238295257091522,0.02117006480693817,1.204917550086975,0.3922981321811676,2.217190980911255,0.5080815553665161,0.14909428358078003,1.2141525745391846,5.306512832641602,-1.8765710592269897,0.4300000071525574,0.7799999713897705,0.8444444537162781,0.7272727489471436,1.0356158018112183,0.6837603449821472,3.825669765472412,0.28427234292030334,1.3527472019195557,0.035615816712379456,0.6837603449821472,1
12,36,39,3,dispatch_decision_block,0.04318413883447647,0.015838077291846275,0.0923830196261406,0.01653684489428997,1.0364192724227905,0.3801138401031494,2.2171924114227295,0.3968842923641205,0.019607344642281532,0.8910470604896545,3.7075142860412598,-2.2020645141601562,0.33000001311302185,0.8199999928474426,0.7599999904632568,0.8799999952316284,1.1667556762695312,0.8639709949493408,7.328326225280762,0.1303606480360031,0.9300708174705505,0.16675569117069244,0.8639709949493408,1
13,39,42,3,dispatch_decision_block,0.029909301549196243,0.015791891142725945,0.089912049472332,0.0009498678264208138,0.7178232669830322,0.3790053725242615,2.1578891277313232,0.022796830162405968,0.03675394877791405,1.1631594896316528,3.3227527141571045,-3.402294874191284,0.5699999928474426,0.7400000095367432,0.7540983557701111,0.7179487347602844,1.0555890798568726,0.4602417051792145,2.410356044769287,0.18245819211006165,1.1172876358032227,0.05558904632925987,0.4602417051792145,1
14,42,45,3,dispatch_decision_block,0.03438654541969299,0.017603131011128426,0.09866790473461151,0.0044294665567576885,0.8252770900726318,0.4224751889705658,2.3680295944213867,0.10630720853805542,0.05970337986946106,1.0784225463867188,4.248717784881592,-2.615497350692749,0.5299999713897705,0.7599999904632568,0.6984127163887024,0.8648648858070374,1.1035549640655518,0.5336836576461792,3.6956732273101807,0.19604900479316711,1.076765775680542,0.10355497151613235,0.5336836576461792,1
15,45,48,3,dispatch_decision_block,0.04440510272979736,0.014948851428925991,0.08539994806051254,0.016428569331765175,1.0657225847244263,0.3587724268436432,2.0495989322662354,0.3942856788635254,-0.06177014857530594,0.9295544028282166,3.920802116394043,-3.252764940261841,0.3700000047683716,0.7300000190734863,0.6585366129875183,0.7796609997749329,1.058954119682312,0.6947842240333557,3.9846866130828857,0.04445384070277214,0.9706788063049316,0.058954183012247086,0.6947842240333557,1
16,48,51,3,dispatch_decision_block,0.04999164491891861,0.02108479104936123,0.13022653758525848,0.018001843243837357,1.199799656867981,0.5060349702835083,3.125436544418335,0.43204426765441895,-0.017356008291244507,1.1965510845184326,3.7799880504608154,-3.4859700202941895,0.5,0.7200000286102295,0.7045454382896423,0.7321428656578064,1.008291482925415,0.4671540856361389,2.5064666271209717,0.13325399160385132,1.2194206714630127,0.008291516453027725,0.4671540856361389,1
17,51,54,3,dispatch_decision_block,0.03921790048480034,0.02678784728050232,0.13003505766391754,0.001823598868213594,0.9412296414375305,0.6429083943367004,3.1208417415618896,0.04376637190580368,-0.012569976039230824,1.2770136594772339,3.2860445976257324,-4.7332987785339355,0.6000000238418579,0.800000011920929,0.7599999904632568,0.8399999737739563,1.53068208694458,4.084415912628174,41.41640090942383,0.14736713469028473,1.235497236251831,0.5306820869445801,4.084415912628174,1
18,54,57,3,dispatch_decision_block,0.036540962755680084,0.026748428121209145,0.13003505766391754,0.0020951800979673862,0.876983106136322,0.6419622898101807,3.1208417415618896,0.05028431862592697,-0.0501529686152935,1.2298716306686401,2.6966159343719482,-4.910694599151611,0.6200000047683716,0.7900000214576721,0.7735849022865295,0.8085106611251831,1.0718600749969482,0.5059375166893005,2.967677116394043,0.10625322163105011,1.1798111200332642,0.07186013460159302,0.5059375166893005,1
19,57,60,3,dispatch_decision_block,0.04586556553840637,0.014405404217541218,0.08573811501264572,0.009914596565067768,1.100773572921753,0.34572967886924744,2.0577144622802734,0.23795033991336823,-0.13281883299350739,0.9581502676010132,3.816767692565918,-3.7974724769592285,0.3499999940395355,0.7200000286102295,0.6590909361839294,0.7678571343421936,0.9608331918716431,0.7042543292045593,6.791205883026123,-0.02627347968518734,0.9400432109832764,-0.03916683793067932,0.7042543292045593,1
20,60,63,3,dispatch_decision_block,0.05014743283390999,0.02251661941409111,0.10476164519786835,0.01754462718963623,1.203538417816162,0.540398895740509,2.514279365539551,0.42107105255126953,0.11321744322776794,1.2299097776412964,5.174778461456299,-3.35738205909729,0.4699999988079071,0.7300000190734863,0.6851851940155029,0.782608687877655,1.031779408454895,0.6785419583320618,5.671991348266602,0.2539982199668884,1.3179658651351929,0.03177938610315323,0.6785419583320618,1
21,63,66,3,dispatch_decision_block,0.03313259035348892,0.023245958611369133,0.10350840538740158,3.0271723517216742e-05,0.7951821684837341,0.5579030513763428,2.484201669692993,0.0007265213644132018,0.07937540113925934,1.1921474933624268,3.502530574798584,-4.621479034423828,0.6700000166893005,0.7699999809265137,0.7288135886192322,0.8292682766914368,1.0445376634597778,0.4791300892829895,2.25923490524292,0.2277824431657791,1.1746608018875122,0.04453764110803604,0.4791300892829895,1
22,66,69,3,dispatch_decision_block,0.0336882583796978,0.0232150387018919,0.0968426764011383,0.0003326474397908896,0.8085183501243591,0.5571609139442444,2.3242242336273193,0.007983539253473282,0.05226052179932594,1.1848183870315552,3.2051491737365723,-4.619635105133057,0.7300000190734863,0.7799999713897705,0.75,0.824999988079071,1.0803215503692627,0.5399330258369446,3.8088161945343018,0.2097562849521637,1.1663110256195068,0.08032155781984329,0.5399330258369446,1
23,69,72,3,dispatch_decision_block,0.04739373177289963,0.016276657581329346,0.09405625611543655,0.013988552615046501,1.1374496221542358,0.3906397819519043,2.257350206375122,0.335725337266922,0.23461009562015533,1.0255595445632935,4.115060329437256,-1.7476297616958618,0.4699999988079071,0.7699999809265137,0.7254902124404907,0.8163265585899353,1.0416247844696045,0.47415032982826233,2.895310163497925,0.3581256866455078,1.1507230997085571,0.04162481799721718,0.47415032982826233,1
0,0,3,3,dispatch_decision_block,0.04377341270446777,0.01748334802687168,0.0881725326180458,0.01616213470697403,1.0505620241165161,0.41960036754608154,2.116140842437744,0.3878912627696991,-0.036444321274757385,0.9363108277320862,2.8746156692504883,-4.207475185394287,0.5299999713897705,0.7400000095367432,0.6000000238418579,0.8799999952316284,0.9836392402648926,0.45684584975242615,3.1960134506225586,0.07205820828676224,0.9249881505966187,-0.016360851004719734,0.45684584975242615,2
1,3,6,3,dispatch_decision_block,0.03464236110448837,0.018980974331498146,0.08876965194940567,6.564467724956558e-08,0.8314166069030762,0.4555433988571167,2.13047194480896,1.575472197146155e-06,-0.10972081124782562,1.1833131313323975,4.133963108062744,-4.292142391204834,0.6000000238418579,0.7400000095367432,0.7407407164573669,0.739130437374115,1.08390474319458,0.5255231857299805,2.5485029220581055,0.030003465712070465,1.1605658531188965,0.08390477299690247,0.5255231857299805,2
2,6,9,3,dispatch_decision_block,0.03804292529821396,0.02035515569150448,0.09133303165435791,6.564467724956558e-08,0.9130302667617798,0.4885237216949463,2.191992998123169,1.575472197146155e-06,-0.15026064217090607,1.179221272468567,4.776942729949951,-3.69960355758667,0.5799999833106995,0.7799999713897705,0.7692307829856873,0.7916666865348816,1.085605502128601,0.7214376926422119,4.583845138549805,-0.010758094489574432,1.1694697141647339,0.08560540527105331,0.7214376926422119,2
3,9,12,3,dispatch_decision_block,0.049567803740501404,0.012937556020915508,0.07977885007858276,0.010876376181840897,1.1896274089813232,0.3105013370513916,1.9146924018859863,0.2610330283641815,0.06001116707921028,0.8828573822975159,3.8432109355926514,-2.934781074523926,0.3499999940395355,0.6499999761581421,0.6904761791229248,0.6206896305084229,0.99125075340271,0.5672505497932434,4.3498077392578125,0.1497553288936615,0.9438026547431946,-0.008749209344387054,0.5672505497932434,2
4,12,15,3,dispatch_decision_block,0.05087004229426384,0.01632736623287201,0.08375290036201477,0.021559501066803932,1.2208809852600098,0.39185675978660583,2.0100696086883545,0.5174279808998108,0.11360424757003784,0.9444581866264343,3.0010626316070557,-2.045396089553833,0.5,0.7200000286102295,0.6744186282157898,0.7543859481811523,0.9946743845939636,0.5957167148590088,4.442485809326172,0.22742672264575958,1.0134711265563965,-0.005325606092810631,0.5957167148590088,2
5,15,18,3,dispatch_decision_block,0.03734501451253891,0.01945185288786888,0.10314156115055084,0.004264567047357559,0.8962803483009338,0.46684446930885315,2.4753973484039307,0.10234960913658142,0.07427011430263519,1.2416799068450928,5.557431697845459,-3.6272943019866943,0.5299999713897705,0.7300000190734863,0.6964285969734192,0.7727272510528564,1.1065523624420166,1.0220293998718262,9.920235633850098,0.2190476655960083,1.290814995765686,0.10655232518911362,1.0220293998718262,2
6,18,21,3,dispatch_decision_block,0.03331803157925606,0.01992977038025856,0.10314156115055084,0.0030354908667504787,0.799632728099823,0.47831451892852783,2.4753973484039307,0.07285177707672119,-0.019774161279201508,1.2996042966842651,4.3370747566223145,-4.599932670593262,0.7200000286102295,0.7799999713897705,0.8367347121238708,0.7254902124404907,1.0348656177520752,0.5280712842941284,2.7424020767211914,0.1427898406982422,1.283669114112854,0.03486567363142967,0.5280712842941284,2
7,21,24,3,dispatch_decision_block,0.04985613375902176,0.01526719145476818,0.09476839751005173,0.020851820707321167,1.1965471506118774,0.36641258001327515,2.2744414806365967,0.500443696975708,0.06272375583648682,0.9716513752937317,2.9222137928009033,-3.4478042125701904,0.3799999952316284,0.75,0.7083333134651184,0.7884615659713745,1.0216563940048218,0.6810899376869202,5.543967247009277,0.17402197420597076,1.0004870891571045,0.02165623940527439,0.6810899376869202,2
8,24,27,3,dispatch_decision_block,0.05298576503992081,0.01870453730225563,0.10377094894647598,0.02259497158229351,1.2716583013534546,0.44890889525413513,2.4905028343200684,0.5422793030738831,0.05995446816086769,1.219933032989502,4.144869804382324,-5.423416614532471,0.6100000143051147,0.7900000214576721,0.6734693646430969,0.9019607901573181,0.968655526638031,0.47902610898017883,2.8339929580688477,0.19812282919883728,1.231432318687439,-0.03134441748261452,0.47902610898017883,2
9,27,30,3,dispatch_decision_block,0.03767969086766243,0.02300749346613884,0.12427710741758347,0.0010656137019395828,0.9043126106262207,0.5521798729896545,2.9826507568359375,0.025574730709195137,0.12740284204483032,1.1927831172943115,3.538264274597168,-4.3423991203308105,0.6000000238418579,0.75,0.688524603843689,0.8461538553237915,1.1144641637802124,0.7421120405197144,6.5056939125061035,0.2693908214569092,1.2066116333007812,0.11446408927440643,0.7421120405197144,2
10,30,33,3,dispatch_decision_block,0.03796987980604172,0.02309468761086464,0.11488178372383118,0.0008387099369429052,0.9112770557403564,0.5542725324630737,2.7571630477905273,0.020129039883613586,0.065665103495121,1.3445411920547485,3.896596670150757,-4.291592597961426,0.6700000166893005,0.800000011920929,0.7407407164573669,0.8695651888847351,1.0645049810409546,0.5672594904899597,3.482273578643799,0.2310275435447693,1.3511983156204224,0.0645049512386322,0.5672594904899597,2
