block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_adv_scale_mean,block_adv_scale_std,block_adv_scale_max,block_adv_scale_min,block_value_score_mean,block_value_score_std,block_value_score_max,block_value_score_min,block_value_scale_mean,block_value_scale_std,block_value_scale_max,block_value_scale_min,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
14,42,45,3,dispatch_decision_block,0.037129055708646774,0.0189422108232975,0.09103556722402573,0.0034300368279218674,1.021830439567566,0.12173480540513992,1.4727455377578735,0.761216938495636,-0.024585451930761337,0.18705421686172485,0.6862435340881348,-0.4651496112346649,1.021830439567566,0.12173480540513992,1.4727455377578735,0.761216938495636,0.02880779281258583,1.0899264812469482,4.353973865509033,-1.4528539180755615,0.2199999988079071,0.36000001430511475,0.3243243098258972,0.380952388048172,1.0160572528839111,0.3431060016155243,2.6612045764923096,0.12498167902231216,1.1774243116378784,0.01605726033449173,0.3431060016155243,0
15,45,48,3,dispatch_decision_block,0.05345022678375244,0.015578188933432102,0.0971730649471283,0.014721027575433254,0.7461704015731812,0.11028078198432922,1.0896869897842407,0.4860421121120453,-0.4449319541454315,0.19759491086006165,-0.0013955775648355484,-1.0200536251068115,0.7461704015731812,0.11028078198432922,1.0896869897842407,0.4860421121120453,-0.0036422586999833584,0.7608358263969421,2.8730030059814453,-0.9438138008117676,0.11999999731779099,0.38999998569488525,0.4864864945411682,0.3333333432674408,0.9704347252845764,0.20220409333705902,1.4437668323516846,0.07234933227300644,0.8060303926467896,-0.02956530638039112,0.20220409333705902,0
16,48,51,3,dispatch_decision_block,0.046873535960912704,0.020440885797142982,0.09919974207878113,0.018676839768886566,1.1710954904556274,0.12466040998697281,1.5318549871444702,0.9115688800811768,0.1684056669473648,0.1647046059370041,0.607050895690918,-0.26921406388282776,1.1710954904556274,0.12466040998697281,1.5318549871444702,0.9115688800811768,-0.023708000779151917,1.1568143367767334,3.9925310611724854,-1.6817898750305176,0.4300000071525574,0.44999998807907104,0.6486486196517944,0.3333333432674408,0.9680919051170349,0.28880447149276733,1.9701478481292725,0.09050494432449341,1.2514232397079468,-0.03190814331173897,0.28880447149276733,0
17,51,54,3,dispatch_decision_block,0.03670378029346466,0.021760234609246254,0.1029418483376503,0.004573337733745575,0.9194992780685425,0.11216991394758224,1.2037562131881714,0.641467809677124,-0.16971538960933685,0.1627580225467682,0.2610858380794525,-0.581798791885376,0.9194992780685425,0.11216991394758224,1.2037562131881714,0.641467809677124,-0.031757649034261703,0.8953605890274048,2.8157830238342285,-1.2549362182617188,0.20000000298023224,0.3100000023841858,0.37837839126586914,0.2698412835597992,0.9942417740821838,0.22548091411590576,2.011949062347412,0.05167436599731445,0.9527851939201355,-0.005758249666541815,0.22548091411590576,0
18,54,57,3,dispatch_decision_block,0.03301979601383209,0.021751469001173973,0.09678757190704346,5.954568038646357e-08,0.9569128155708313,0.10592317581176758,1.2509918212890625,0.7105981111526489,-0.11411359906196594,0.1643621325492859,0.2820875346660614,-0.5028268098831177,0.9569128155708313,0.10592317581176758,1.2509918212890625,0.7105981111526489,-0.0028900527395308018,0.9263962507247925,3.013679265975952,-1.3273236751556396,0.18000000715255737,0.3799999952316284,0.4324324429035187,0.3492063581943512,0.9955437183380127,0.2651888132095337,2.2379398345947266,0.08195937424898148,0.9878798723220825,-0.004456207621842623,0.2651888132095337,0
19,57,60,3,dispatch_decision_block,0.0467606820166111,0.014834658242762089,0.09341539442539215,0.01896331086754799,1.0193963050842285,0.13068777322769165,1.3684265613555908,0.7408614158630371,-0.0310959592461586,0.15860454738140106,0.32361117005348206,-0.3737787902355194,1.0193963050842285,0.13068777322769165,1.3684265613555908,0.7408614158630371,-0.01564057357609272,1.0014127492904663,3.34688401222229,-1.4901269674301147,0.25,0.4099999964237213,0.4054054021835327,0.4126984179019928,0.9628651142120361,0.22996942698955536,1.7288873195648193,0.08354455232620239,1.0621877908706665,-0.03713497892022133,0.22996942698955536,0
20,60,63,3,dispatch_decision_block,0.05126373469829559,0.021362170577049255,0.09652232378721237,0.01609247364103794,1.0862414836883545,0.10191349685192108,1.3505300283432007,0.7812014222145081,0.0622851625084877,0.1489126980304718,0.434406042098999,-0.5600417256355286,1.0862414836883545,0.10191349685192108,1.3505300283432007,0.7812014222145081,-0.011096067726612091,1.0544787645339966,3.361936569213867,-1.3832365274429321,0.30000001192092896,0.3799999952316284,0.3243243098258972,0.4126984179019928,0.9938923120498657,0.23229944705963135,1.7407188415527344,0.09267744421958923,1.124536395072937,-0.006107740569859743,0.23229944705963135,0
21,63,66,3,dispatch_decision_block,0.038808539509773254,0.0232748631387949,0.109340138733387,0.002161889337003231,0.8590633869171143,0.12719379365444183,1.5105857849121094,0.590417206287384,-0.2620883285999298,0.19745178520679474,0.5423657894134521,-0.7301024794578552,0.8590633869171143,0.12719379365444183,1.5105857849121094,0.590417206287384,0.023485850542783737,0.9022979736328125,2.7491815090179443,-1.2894803285598755,0.15000000596046448,0.3799999952316284,0.4054054021835327,0.3650793731212616,0.9763885736465454,0.24406155943870544,1.6304240226745605,0.10198666900396347,0.9653341174125671,-0.023611383512616158,0.24406155943870544,0
22,66,69,3,dispatch_decision_block,0.03896016255021095,0.02306273952126503,0.09507739543914795,0.0021144740749150515,0.9790633916854858,0.11027254909276962,1.3207758665084839,0.7823688983917236,-0.08300097286701202,0.165348619222641,0.4631222188472748,-0.48231375217437744,0.9790633916854858,0.11027254909276962,1.3207758665084839,0.7823688983917236,-0.005835790652781725,1.0139453411102295,3.4861669540405273,-1.4748773574829102,0.1899999976158142,0.38999998569488525,0.4864864945411682,0.3333333432674408,0.9732458591461182,0.2579938471317291,2.2350640296936035,0.08582387119531631,1.0836873054504395,-0.026754215359687805,0.2579938471317291,0
23,69,72,3,dispatch_decision_block,0.05163887143135071,0.01390447374433279,0.09679044783115387,0.020921912044286728,0.9106404185295105,0.10619374364614487,1.1796867847442627,0.5835081934928894,-0.18146656453609467,0.1811634600162506,0.31293824315071106,-0.8079318404197693,0.9106404185295105,0.10619374364614487,1.1796867847442627,0.5835081934928894,0.0189333725720644,0.9709221720695496,3.4298341274261475,-1.1201545000076294,0.18000000715255737,0.47999998927116394,0.45945945382118225,0.4920634925365448,0.9698210954666138,0.2543158233165741,1.685052514076233,0.11158932745456696,1.0400439500808716,-0.030178910121321678,0.2543158233165741,0
0,0,3,3,dispatch_decision_block,0.04589376598596573,0.019398044794797897,0.09671775251626968,0.016183797270059586,0.9774982929229736,0.060002267360687256,1.2509229183197021,0.7280688881874084,-0.6439016461372375,0.1673840582370758,0.26970770955085754,-0.8127701878547668,0.9774982929229736,0.060002267360687256,1.2509229183197021,0.7280688881874084,4.57715977972839e-05,0.9850390553474426,3.192440986633301,-1.5773992538452148,0.2199999988079071,0.8299999833106995,0.8666666746139526,0.8142856955528259,0.8613561987876892,0.47508183121681213,2.9521658420562744,0.13434390723705292,1.079032301902771,-0.13864381611347198,0.47508183121681213,1
1,3,6,3,dispatch_decision_block,0.031052714213728905,0.019743507727980614,0.08887383341789246,7.095609788621005e-08,0.9907430410385132,0.07036565244197845,1.0934983491897583,0.6803397536277771,-0.6297202110290527,0.1218486949801445,-0.10530968010425568,-0.8922111988067627,0.9907430410385132,0.07036565244197845,1.0934983491897583,0.6803397536277771,-0.0422656424343586,0.9204217195510864,2.920992612838745,-1.5564398765563965,0.2199999988079071,0.8100000023841858,0.7666666507720947,0.8285714387893677,0.9657935500144958,0.7424293160438538,6.281290531158447,0.08428484946489334,0.991769015789032,-0.03420644626021385,0.7424293160438538,1
2,6,9,3,dispatch_decision_block,0.035032887011766434,0.02079603262245655,0.09671607613563538,7.095609788621005e-08,0.9861363172531128,0.08239807188510895,1.384615421295166,0.5797264575958252,-0.6343438029289246,0.19719789922237396,0.446745902299881,-0.9736416935920715,0.9861363172531128,0.08239807188510895,1.384615421295166,0.5797264575958252,-1.4719963473908138e-05,1.020772933959961,3.729344367980957,-1.5913571119308472,0.2199999988079071,0.8399999737739563,0.8666666746139526,0.8285714387893677,0.9012059569358826,0.49175629019737244,2.81272292137146,0.13799580931663513,1.127017617225647,-0.09879400581121445,0.49175629019737244,1
3,9,12,3,dispatch_decision_block,0.045630332082509995,0.01464342325925827,0.104560986161232,0.0173659510910511,0.9913548827171326,0.05844401195645332,1.263899564743042,0.7878531813621521,-0.6267478466033936,0.1566765010356903,0.16876575350761414,-0.7638250589370728,0.9913548827171326,0.05844401195645332,1.263899564743042,0.7878531813621521,-0.006992850452661514,0.9793129563331604,3.0951685905456543,-1.5267661809921265,0.23000000417232513,0.8700000047683716,0.8999999761581421,0.8571428656578064,0.9419994950294495,0.6427786350250244,3.802121639251709,0.13225144147872925,1.072906255722046,-0.05800038203597069,0.6427786350250244,1
4,12,15,3,dispatch_decision_block,0.05008278042078018,0.01815555989742279,0.1152493953704834,0.01982060633599758,0.9979548454284668,0.09407705068588257,1.6339221000671387,0.7346528768539429,-0.6189202666282654,0.22100895643234253,0.46225428581237793,-0.8616383075714111,0.9979548454284668,0.09407705068588257,1.6339221000671387,0.7346528768539429,0.020206866785883904,1.0750081539154053,3.618234872817993,-1.6514315605163574,0.2199999988079071,0.8600000143051147,0.8999999761581421,0.8428571224212646,0.9097337126731873,0.5338957905769348,2.906315565109253,0.16554933786392212,1.1921296119689941,-0.09026631712913513,0.5338957905769348,1
5,15,18,3,dispatch_decision_block,0.03861941024661064,0.02238134853541851,0.10480790585279465,7.095609788621005e-08,0.9872137308120728,0.07234888523817062,1.2583898305892944,0.6662051677703857,-0.6335082650184631,0.14767597615718842,0.18818603456020355,-0.7761812806129456,0.9872137308120728,0.07234888523817062,1.2583898305892944,0.6662051677703857,-0.015866361558437347,0.9612265825271606,3.137070894241333,-1.6010171175003052,0.23000000417232513,0.7400000095367432,0.6666666865348816,0.7714285850524902,0.8843064904212952,0.581534743309021,3.4005560874938965,0.11265375465154648,1.0433366298675537,-0.11569349467754364,0.581534743309021,1
6,18,21,3,dispatch_decision_block,0.03620865195989609,0.02396455779671669,0.09973294287919998,7.095609788621005e-08,1.013466238975525,0.08236472308635712,1.507634162902832,0.6484896540641785,-0.6004512906074524,0.18856582045555115,0.40150943398475647,-0.7800008654594421,1.013466238975525,0.08236472308635712,1.507634162902832,0.6484896540641785,0.011734800413250923,1.043713092803955,3.6215386390686035,-1.5938774347305298,0.23000000417232513,0.8299999833106995,0.800000011920929,0.8428571224212646,0.8987647891044617,0.6128628849983215,4.804608345031738,0.15479907393455505,1.1477605104446411,-0.10123515874147415,0.6128628849983215,1
7,21,24,3,dispatch_decision_block,0.048903532326221466,0.014697846956551075,0.09731884300708771,0.013302993960678577,0.9845287799835205,0.055091943591833115,1.1839203834533691,0.7858818173408508,-0.6344618201255798,0.17568658292293549,0.40092018246650696,-0.7857404947280884,0.9845287799835205,0.055091943591833115,1.1839203834533691,0.7858818173408508,0.0005210971576161683,1.0000547170639038,3.484199047088623,-1.5185081958770752,0.2199999988079071,0.8899999856948853,0.8666666746139526,0.8999999761581421,0.9157297015190125,0.6613687872886658,4.34916877746582,0.14111900329589844,1.1003526449203491,-0.08427026867866516,0.6613687872886658,1
8,24,27,3,dispatch_decision_block,0.0553487204015255,0.02213378995656967,0.11472230404615402,0.01773909665644169,1.0068700313568115,0.06978686153888702,1.3587545156478882,0.8199101090431213,-0.6059658527374268,0.22057108581066132,0.640714168548584,-0.7706347107887268,1.0068700313568115,0.06978686153888702,1.3587545156478882,0.8199101090431213,0.024524493142962456,1.0846710205078125,4.2161126136779785,-1.6162251234054565,0.2199999988079071,0.7900000214576721,0.8666666746139526,0.7571428418159485,0.9256912469863892,0.5805472731590271,4.4147114753723145,0.1599760502576828,1.1833082437515259,-0.07430874556303024,0.5805472731590271,1
9,27,30,3,dispatch_decision_block,0.03776127099990845,0.025263119488954544,0.12664957344532013,0.00026526342844590545,1.022444248199463,0.1004696637392044,1.467236042022705,0.54288250207901,-0.5908830761909485,0.20979392528533936,0.4958021342754364,-0.990251362323761,1.022444248199463,0.1004696637392044,1.467236042022705,0.54288250207901,0.011083555407822132,1.0703603029251099,4.301257133483887,-1.6498974561691284,0.2199999988079071,0.8399999737739563,0.800000011920929,0.8571428656578064,0.7795150876045227,0.41581255197525024,1.972556710243225,0.15050272643566132,1.170499563217163,-0.2204849272966385,0.41581255197525024,1
10,30,33,3,dispatch_decision_block,0.03716907650232315,0.024763228371739388,0.1206364631652832,0.00045720304478891194,1.0076349973678589,0.06558655947446823,1.194169521331787,0.6647505164146423,-0.6064738631248474,0.18633612990379333,0.3556090295314789,-0.8751346468925476,1.0076349973678589,0.06558655947446823,1.194169521331787,0.6647505164146423,-0.003908887039870024,1.0161865949630737,3.513584613800049,-1.5676192045211792,0.23000000417232513,0.8799999952316284,0.8333333134651184,0.8999999761581421,0.9164363145828247,0.555637001991272,3.2726242542266846,0.1354527622461319,1.117241382598877,-0.08356373012065887,0.555637001991272,1
11,33,36,3,dispatch_decision_block,0.048822980374097824,0.015897510573267937,0.09835543483495712,0.016473451629281044,0.9916601777076721,0.07860963046550751,1.1527081727981567,0.5754281878471375,-0.6298044323921204,0.11839784681797028,-0.04532846808433533,-0.8823713660240173,0.9916601777076721,0.07860963046550751,1.1527081727981567,0.5754281878471375,-0.037475042045116425,0.9240578413009644,2.6353886127471924,-1.630230188369751,0.2199999988079071,0.8100000023841858,0.7333333492279053,0.8428571224212646,0.9552683234214783,0.7585024833679199,5.3350653648376465,0.08811983466148376,0.9901958107948303,-0.04473165422677994,0.7585024833679199,1
12,36,39,3,dispatch_decision_block,0.043404243886470795,0.015918951481580734,0.09418576955795288,0.017420068383216858,1.0042752027511597,0.06992606073617935,1.3022962808609009,0.6278275847434998,-0.6117734909057617,0.1591542363166809,0.12534528970718384,-0.7657703161239624,1.0042752027511597,0.06992606073617935,1.3022962808609009,0.6278275847434998,-0.005168576259166002,0.9900178909301758,2.81735897064209,-1.5745768547058105,0.2199999988079071,0.8700000047683716,0.800000011920929,0.8999999761581421,0.9266932010650635,0.6270422339439392,2.9943830966949463,0.1305500864982605,1.0806152820587158,-0.07330682128667831,0.6270422339439392,1
13,39,42,3,dispatch_decision_block,0.030226580798625946,0.015706274658441544,0.08513806015253067,0.0011281324550509453,0.9756284952163696,0.08904070407152176,1.4297384023666382,0.6441071033477783,-0.6461610198020935,0.23664559423923492,0.48600396513938904,-1.016082763671875,0.9756284952163696,0.08904070407152176,1.4297384023666382,0.6441071033477783,0.03365242853760719,1.0792009830474854,3.825491189956665,-1.6142362356185913,0.2199999988079071,0.8100000023841858,0.7666666507720947,0.8285714387893677,0.9408177137374878,0.6500106453895569,3.513605833053589,0.1694115698337555,1.1977256536483765,-0.05918223410844803,0.6500106453895569,1
14,42,45,3,dispatch_decision_block,0.03538280352950096,0.017596272751688957,0.09343203902244568,0.00482611870393157,0.9951300024986267,0.06644873321056366,1.2953593730926514,0.7697252631187439,-0.6208462119102478,0.20781761407852173,0.5023608803749084,-0.8193330764770508,0.9951300024986267,0.06644873321056366,1.2953593730926514,0.7697252631187439,0.022275246679782867,1.0624812841415405,3.843297243118286,-1.5920977592468262,0.2199999988079071,0.75,0.7333333492279053,0.7571428418159485,0.9056908488273621,0.45384830236434937,2.4071195125579834,0.15820780396461487,1.1720975637435913,-0.09430906176567078,0.45384830236434937,1
15,45,48,3,dispatch_decision_block,0.04441813379526138,0.014338468201458454,0.08702743798494339,0.019348395988345146,1.0146329402923584,0.10633255541324615,1.4287341833114624,0.5775768160820007,-0.6038951277732849,0.14742591977119446,-0.00303841196000576,-0.8746878504753113,1.0146329402923584,0.10633255541324615,1.4287341833114624,0.5775768160820007,-0.017871208488941193,0.9713741540908813,2.74068284034729,-1.6539264917373657,0.23999999463558197,0.7900000214576721,0.7333333492279053,0.8142856955528259,0.9262403249740601,0.5243769884109497,2.9673385620117188,0.1105092316865921,1.0485875606536865,-0.07375970482826233,0.5243769884109497,1
16,48,51,3,dispatch_decision_block,0.0499628446996212,0.020883509889245033,0.12418153882026672,0.01730518229305744,0.9846694469451904,0.06076034530997276,1.238640308380127,0.7320294976234436,-0.6359813213348389,0.13059622049331665,-0.11398174613714218,-0.7893421053886414,0.9846694469451904,0.06076034530997276,1.238640308380127,0.7320294976234436,-0.014381475746631622,0.9490767121315002,2.6730661392211914,-1.6107738018035889,0.2199999988079071,0.7900000214576721,0.800000011920929,0.7857142686843872,0.9378575086593628,0.6121366620063782,4.225779056549072,0.11391425132751465,1.026513695716858,-0.06214245781302452,0.6121366620063782,1
17,51,54,3,dispatch_decision_block,0.03931328281760216,0.027056466788053513,0.13003313541412354,0.0018311772728338838,1.0065394639968872,0.0836295336484909,1.2352421283721924,0.512657880783081,-0.6124430894851685,0.10426533222198486,-0.1310422569513321,-0.8917816281318665,1.0065394639968872,0.0836295336484909,1.2352421283721924,0.512657880783081,-0.04211987182497978,0.9172609448432922,2.311589479446411,-1.635282039642334,0.2199999988079071,0.7900000214576721,0.7333333492279053,0.8142856955528259,0.9103512763977051,0.5294855833053589,3.5991933345794678,0.08610177040100098,0.9885168671607971,-0.08964874595403671,0.5294855833053589,1
18,54,57,3,dispatch_decision_block,0.03602242097258568,0.02675635553896427,0.13003313541412354,0.0019327226327732205,1.0058202743530273,0.07962111383676529,1.218161702156067,0.5558764934539795,-0.6110961437225342,0.16452236473560333,0.3769465684890747,-0.973892331123352,1.0058202743530273,0.07962111383676529,1.218161702156067,0.5558764934539795,-0.014268741942942142,0.9836713075637817,3.429703712463379,-1.6040894985198975,0.2199999988079071,0.8100000023841858,0.800000011920929,0.8142856955528259,0.9833106398582458,0.9863660931587219,9.5729341506958,0.12136946618556976,1.0757944583892822,-0.016689317300915718,0.9863660335540771,1
19,57,60,3,dispatch_decision_block,0.04556376859545708,0.013989397324621677,0.08316519856452942,0.012232140637934208,1.009477972984314,0.13845081627368927,1.8693898916244507,0.7081272602081299,-0.6065478324890137,0.28328099846839905,0.7702745199203491,-0.8538321256637573,1.009477972984314,0.13845081627368927,1.8693898916244507,0.7081272602081299,0.0619368739426136,1.19296133518219,5.010243892669678,-1.5222522020339966,0.2199999988079071,0.8700000047683716,0.9333333373069763,0.8428571224212646,0.9188888072967529,0.5557394623756409,3.834582805633545,0.21107222139835358,1.3419932126998901,-0.08111120015382767,0.5557394623756409,1
