epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.5133333206176758,0.5133333206176758,12.319999694824219,2.40574312210083,0.5022043585777283,0.06620866343702414,0.07591556840470907,0.06679309455645253,0.05484132870757801
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.48625001311302185,0.48625001311302185,11.670000076293945,2.330471992492676,0.4976450800895691,0.06597777047345034,0.08511076353173042,0.08898766751205632,0.09260667768237316
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.43312501907348633,0.43312501907348633,10.394999504089355,3.1255362033843994,0.4775775372982025,0.060681462029427626,0.08718858673060471,0.09652541008994893,0.10534233003122921
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.359375,0.359375,8.625,3.359222412109375,0.43183523416519165,0.05343882812551915,0.09233336168795053,0.08886693408443297,0.12437272943179285
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.26770833134651184,0.26770833134651184,6.424999713897705,1.9632562398910522,0.3556241989135742,0.049197379165716384,0.101683585146598,0.075661438312311,0.1567948068219344
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2522916793823242,0.2522916793823242,6.054999828338623,1.48390531539917,0.3225615918636322,0.044915014246951816,0.08592742224455295,0.07271108461397877,0.15554122301461504
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.27687501907348633,0.27687501907348633,6.644999980926514,2.087815761566162,0.3337858319282532,0.040823937065146455,0.07495554781177745,0.07101860974267823,0.14458881573774224
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.26750001311302185,0.26750001311302185,6.420000076293945,1.4641036987304688,0.3242092430591583,0.037209897055439096,0.06810753814053846,0.06761831557756777,0.13748952016626823
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.26500001549720764,0.26500001549720764,6.359999656677246,1.2729493379592896,0.3178386092185974,0.03219730101925883,0.05469293768609039,0.06155197601332885,0.10857757356519106
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.2554166615009308,0.2554166615009308,6.12999963760376,1.446755051612854,0.3157985508441925,0.032350144484244815,0.05917364370626146,0.06483890473623259,0.11770742408731388
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.25333333015441895,0.25333333015441895,6.079999923706055,1.2898063659667969,0.30288225412368774,0.0311324644254287,0.05380420208436162,0.06538525618484041,0.12696035720602794
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.3243750035762787,0.3243750035762787,7.784999847412109,3.87927508354187,0.36557021737098694,0.027291210712048174,0.041902300623503475,0.0637508523079335,0.08190671154559861
