epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,1.0,4.644517659357916e-09,0.9999998211860657,2464.0,0.0,-0.005996807478368282,0.002136564813554287,0.35628312826156616,0.4247916638851166,0.006087662186473608,0.5133333206176758,0.5133333206176758
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,4.76837147544984e-09,0.9999998807907104,-3.268806558764936e-09,1.0,2334.0,0.0,0.016767485067248344,0.001950722886249423,0.1163395568728447,0.5506250262260437,0.17737789452075958,0.48625001311302185,0.48625001311302185
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.4305115314527939e-08,0.9999999403953552,-9.174356385699411e-09,0.9999999403953552,2079.0,0.0,0.00943154376000166,0.013198674656450748,1.3994168043136597,0.4595833420753479,0.24098125100135803,0.43312501907348633,0.43312501907348633
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,5.563100202721216e-09,0.9999999403953552,-8.845674415169924e-09,1.0,1725.0,0.0,0.005881973076611757,0.016500432044267654,2.8052499294281006,0.3335416615009308,0.33507245779037476,0.359375,0.359375
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,8.742015111806722e-09,0.9999999403953552,4.452954005529364e-09,0.9999999403953552,1285.0,0.0,0.005355241242796183,0.008806767873466015,1.6445107460021973,0.17729167640209198,0.3626459240913391,0.26770833134651184,0.26770833134651184
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,3.973643192267673e-09,0.9999998807907104,6.300078236876061e-09,1.0,1211.0,0.0,0.007978937588632107,0.023966839537024498,3.0037593841552734,0.12708333134651184,0.29727497696876526,0.2522916793823242,0.2522916793823242
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.357828929992593e-09,0.9999998807907104,-2.870351512029856e-09,1.0,1329.0,0.0,0.007614842616021633,0.007946014404296875,1.0434889793395996,0.12666666507720947,0.22422873973846436,0.27687501907348633,0.27687501907348633
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-7.152557657263969e-09,0.9999998807907104,2.2282109490845414e-09,1.0,1284.0,0.0,0.007405771408230066,0.009675235487520695,1.3064435720443726,0.125,0.19470404088497162,0.26750001311302185,0.26750001311302185
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-9.53674295089968e-09,1.0,-1.1995902937655956e-08,1.0,1272.0,0.0,0.001338612288236618,0.010727505199611187,8.013840675354004,0.12979167699813843,0.1588050276041031,0.26500001549720764,0.26500001549720764
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,4.76837147544984e-09,1.0,4.667247921474882e-09,1.0,1226.0,0.0,0.0026088827289640903,0.020077116787433624,7.6956467628479,0.13333334028720856,0.17210440337657928,0.2554166615009308,0.2554166615009308
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.5894572324981482e-09,1.0,-1.5685432952494693e-09,0.9999999403953552,1216.0,0.0,0.0004947328707203269,0.012891110964119434,26.056182861328125,0.11791666597127914,0.16694079339504242,0.25333333015441895,0.25333333015441895
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-2.781550101360608e-09,1.0,-4.9000608015603575e-09,1.0,1557.0,0.0,0.006447318010032177,0.024158157408237457,3.7470030784606934,0.1614583432674408,0.2825947403907776,0.3243750035762787,0.3243750035762787
