epoch,advantage_mean,advantage_std,positive_advantage_ratio,negative_advantage_ratio,delta_log_prob_selected_action_mean,delta_log_prob_selected_action_std,selected_action_prob_gain_mean,advantage_action_alignment,theta_advantage_alignment,route_advantage_alignment,theta_adv_to_route_delta_alignment,route_adv_to_theta_delta_alignment,theta_alignment_margin_over_cross,route_alignment_margin_over_cross,cross_branch_alignment_mean,theta_selected_action_prob_gain,route_selected_action_prob_gain,theta_negative_adv_prob_gain,route_negative_adv_prob_gain,theta_clip_fraction,route_clip_fraction,high_advantage_action_prob_gain,mid_advantage_action_prob_gain,low_advantage_action_prob_gain,negative_advantage_action_prob_gain,advantage_bucket_high_positive_threshold,advantage_bucket_near_zero_threshold
0,-23.44733428955078,4.845867156982422,0.0,1.0,-0.0376652292907238,0.04188648238778114,-0.03612058237195015,0.16915985941886902,0.05512803792953491,-0.04088423028588295,-0.007310777436941862,-0.0429387092590332,0.062438815366476774,0.0020544789731502533,-0.025124743347987533,-0.01596074365079403,-0.004907340742647648,-0.025932615622878075,-0.0025749746710062027,0.4247916638851166,0.006087662186473608,0.0,0.0,0.0,-0.03612058237195015,0.0,0.4845867156982422
1,-20.095422744750977,7.122188568115234,0.03999999910593033,0.9599999785423279,-0.001908439677208662,0.06185104697942734,-7.439255568897352e-06,0.006613587029278278,0.009213070385158062,0.023550746962428093,0.012020610272884369,-0.02555602416396141,-0.002807539887726307,0.049106771126389503,-0.006767706945538521,0.032620932906866074,0.0016351627418771386,0.028486406430602074,-0.0030385626014322042,0.5506250262260437,0.17737789452075958,0.04250383377075195,0.0018940329318866134,0.039140939712524414,-0.0007036803290247917,10.65624713897705,0.7122188568115235
2,-14.160761833190918,12.31971263885498,0.0949999988079071,0.9049999713897705,0.02705690823495388,0.07945457100868225,0.03062138706445694,0.1865154355764389,0.027902016416192055,-0.04405687749385834,-0.0021050062496215105,-0.019604163244366646,0.030007022665813565,-0.02445271424949169,-0.010854584746994078,0.04708889126777649,0.028621992096304893,0.03732858970761299,0.03307733312249184,0.4595833420753479,0.24098125100135803,0.01086049061268568,0.053518664091825485,0.013324111700057983,0.03002488799393177,23.16863441467285,1.231971263885498
3,-12.70429515838623,13.54825210571289,0.11499999463558197,0.8849999904632568,0.04396830499172211,0.07421614974737167,0.04776056110858917,0.29552334547042847,0.032205913215875626,-0.023129014298319817,-0.024948593229055405,-0.02595413103699684,0.05715450644493103,0.002825116738677025,-0.025451362133026123,0.0489274300634861,0.062413956969976425,0.04467125982046127,0.06118430569767952,0.3335416615009308,0.33507245779037476,0.07011446356773376,0.08112660050392151,0.08265542984008789,0.04333660379052162,27.40001106262207,1.3548252105712892
4,-9.22964096069336,14.031270027160645,0.11999999731779099,0.8799999952316284,0.052332304418087006,0.04169889912009239,0.05463329702615738,-0.14687304198741913,0.01734374277293682,0.04427780956029892,-0.021629972383379936,0.008171492256224155,0.03897371515631676,0.036106317304074764,-0.00672924006357789,0.04264102876186371,0.1027025356888771,0.042663488537073135,0.10134769231081009,0.17729167640209198,0.3626459240913391,0.02861587330698967,0.05155269801616669,0.03770101070404053,0.056123360991477966,37.684539794921875,1.4031270027160645
5,-5.391854286193848,17.164745330810547,0.17999999225139618,0.8199999928474426,0.025000303983688354,0.03725630044937134,0.026023903861641884,0.031011616811156273,-0.03554816171526909,-0.05208655074238777,-0.023180237039923668,0.04604693129658699,-0.01236792467534542,-0.09813348203897476,0.011433347128331661,0.018731635063886642,0.08081052452325821,0.022586781531572342,0.08721411228179932,0.12708333134651184,0.29727497696876526,0.039466049522161484,0.026851411908864975,-0.02484925650060177,0.02704501897096634,42.697635650634766,1.7164745330810547
6,-4.951091289520264,16.675453186035156,0.2199999988079071,0.7799999713897705,0.020725155249238014,0.042985863983631134,0.021869927644729614,0.1589236557483673,-0.03764520585536957,0.031102491542696953,-0.011574230156838894,0.054147958755493164,-0.026070975698530674,-0.02304546721279621,0.021286864299327135,0.01740189455449581,0.05821968987584114,0.020932385697960854,0.052121635526418686,0.12666666507720947,0.22422873973846436,0.03355598449707031,0.023149726912379265,0.03593333065509796,0.020003540441393852,33.71477508544922,1.6675453186035156
7,-3.1153690814971924,20.970016479492188,0.20999999344348907,0.7899999618530273,0.02390611544251442,0.033755529671907425,0.02477591298520565,-0.08576630055904388,-0.04118276759982109,0.007818125188350677,-0.007987577468156815,0.020916664972901344,-0.033195190131664276,-0.013098539784550667,0.006464543752372265,0.022676249966025352,0.0497325100004673,0.025646641850471497,0.045705221593379974,0.125,0.19470404088497162,0.012433606199920177,0.028635786846280098,0.02125866711139679,0.025058280676603317,40.904266357421875,2.097001647949219
8,0.3641763925552368,22.0456485748291,0.3400000035762787,0.6599999666213989,0.009481397457420826,0.036554206162691116,0.010194222442805767,-0.03334277495741844,0.014788401313126087,0.022295333445072174,0.020067308098077774,-0.07575271278619766,-0.005278906784951687,0.09804804623126984,-0.027842702344059944,0.0174103993922472,0.01803264394402504,0.01740076206624508,0.01940053701400757,0.12979167699813843,0.1588050276041031,0.01521376520395279,-0.007776318583637476,0.007834305055439472,0.016336537897586823,39.63764190673828,2.2045648574829104
9,0.6791569590568542,22.567041397094727,0.38999998569488525,0.6100000143051147,0.016000570729374886,0.03565036877989769,0.016771726310253143,0.06700684130191803,0.013116378337144852,-0.04592316597700119,-0.0021007233299314976,0.007406971417367458,0.01521710166707635,-0.05333013739436865,0.0026531240437179804,0.02239525318145752,0.027447791770100594,0.020025135949254036,0.03488950803875923,0.13333334028720856,0.17210440337657928,0.021044710651040077,0.024175165221095085,0.01805827207863331,0.012269726023077965,35.362083435058594,2.256704139709473
10,1.6863795518875122,20.29794692993164,0.38999998569488525,0.6100000143051147,0.0018567799124866724,0.039892785251140594,0.002642872044816613,-0.10314420610666275,0.018295513466000557,-0.0037896018475294113,-0.0012899033026769757,0.024089179933071136,0.019585416768677533,-0.027878781780600548,0.01139963831519708,0.01110759936273098,0.01811634562909603,0.010288089513778687,0.012761111371219158,0.11791666597127914,0.16694079339504242,-0.011869482696056366,0.010968135669827461,0.0006173919537104666,0.0017669165972620249,27.852615356445312,2.029794692993164
11,-2.6203131675720215,14.897632598876953,0.35999998450279236,0.6399999856948853,-0.021111104637384415,0.09028921276330948,-0.017147066071629524,-0.133912593126297,2.2172236640471965e-05,-0.025196785107254982,0.00530150905251503,0.0035621346905827522,-0.005279336815874558,-0.028758919797837734,0.004431821871548891,0.010913881473243237,-0.022555097937583923,0.009264527820050716,-0.01433433685451746,0.1614583432674408,0.2825947403907776,-0.047000765800476074,-0.02451842464506626,-0.0007259611738845706,-0.014292377047240734,19.042171478271484,1.4897632598876953
