telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.13815180764175228,76800,0,0.0,326794.375,674297.4500000019,9176430.0,93926056.0,326794.375,674297.4500000019,9176430.0,93926056.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.1026195246176093,76800,0,0.0,268758.09375,424905.90625,7642865.0,70537464.0,268758.09375,424905.90625,7642865.0,70537464.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.08799921084187501,76800,0,0.0,247001.5,402828.28125,6984484.0,69449768.0,247001.5,402828.28125,6984484.0,69449768.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.08104992104727975,76800,0,0.0,223369.046875,396580.65625,6394076.5,53237744.0,223369.046875,396580.65625,6394076.5,53237744.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,0,4,0.07553585986954968,76800,0,0.0,209251.296875,375400.125,5955739.0,50329456.0,209251.296875,375400.125,5955739.0,50329456.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,0,5,0.07174170360234093,76800,0,0.0,204155.953125,378206.0,5510842.5,52569352.0,204155.953125,378206.0,5510842.5,52569352.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,0,6,0.06929395510544324,76800,0,0.0,202650.203125,383058.15625,5536771.064999806,36439744.0,202650.203125,383058.15625,5536771.064999806,36439744.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.06799619757830866,76800,0,0.0,201162.953125,395397.46875,5489371.5,36603548.0,201162.953125,395397.46875,5489371.5,36603548.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,1,8,0.06796755458370649,76800,0,0.0,202324.53125,405847.21875,5564241.5,37059872.0,202324.53125,405847.21875,5564241.5,37059872.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,1,9,0.06624982852889395,76800,0,0.0,200309.828125,418212.59375,5516548.5,37308456.0,200309.828125,418212.59375,5516548.5,37308456.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,1,10,0.06437969192930276,76800,0,0.0,199623.125,419910.46875,5465425.869999843,38212584.0,199623.125,419910.46875,5465425.869999843,38212584.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,1,11,0.06369844803325309,76800,0,0.0,197507.21875,389007.875,5416155.474999912,37584640.0,197507.21875,389007.875,5416155.474999912,37584640.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,1,12,0.06310874764972506,76800,0,0.0,195594.9375,383635.625,5398366.5,38523636.0,195594.9375,383635.625,5398366.5,38523636.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
