block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_active_rate,epoch
0,0,3,3,dispatch_decision_block,0.0480949804186821,0.019365865737199783,0.10269323736429214,0.01652124710381031,0.5799999833106995,0
1,3,6,3,dispatch_decision_block,0.030399667099118233,0.018123166635632515,0.09755521267652512,9.448179127957701e-08,0.23999999463558197,0
2,6,9,3,dispatch_decision_block,0.03399145230650902,0.019985271617770195,0.11110084503889084,9.448179127957701e-08,0.32499998807907104,0
3,9,12,3,dispatch_decision_block,0.052779752761125565,0.01588733308017254,0.10256953537464142,0.010339097119867802,0.7549999952316284,0
4,12,15,3,dispatch_decision_block,0.04674747213721275,0.017690803855657578,0.0951012447476387,0.016233069822192192,0.550000011920929,0
5,15,18,3,dispatch_decision_block,0.03915543481707573,0.021771296858787537,0.10532441735267639,0.0037763414438813925,0.3799999952316284,0
6,18,21,3,dispatch_decision_block,0.03405045345425606,0.0209934301674366,0.11271010339260101,8.098448489590737e-08,0.3050000071525574,0
7,21,24,3,dispatch_decision_block,0.04596039652824402,0.013250662013888359,0.0835537314414978,0.016947411000728607,0.6049999594688416,0
8,24,27,3,dispatch_decision_block,0.04816025495529175,0.01997477561235428,0.11425008624792099,0.014829595573246479,0.5799999833106995,0
9,27,30,3,dispatch_decision_block,0.03388684242963791,0.022909395396709442,0.12491963803768158,0.0007987277349457145,0.3149999976158142,0
10,30,33,3,dispatch_decision_block,0.0332653634250164,0.02282024547457695,0.12724989652633667,0.0010321083245798945,0.29999998211860657,0
11,33,36,3,dispatch_decision_block,0.04997649043798447,0.015744436532258987,0.10533954948186874,0.015320898965001106,0.6899999976158142,0
12,36,39,3,dispatch_decision_block,0.04941573366522789,0.018679620698094368,0.10536933690309525,0.014694125391542912,0.6150000095367432,0
13,39,42,3,dispatch_decision_block,0.034441981464624405,0.02133720926940441,0.10233382135629654,0.00013028191460762173,0.3449999988079071,0
14,42,45,3,dispatch_decision_block,0.038483913987874985,0.02165422961115837,0.10779698193073273,0.0026061462704092264,0.38999998569488525,0
15,45,48,3,dispatch_decision_block,0.050666674971580505,0.01832173578441143,0.11545214056968689,0.007298539858311415,0.6449999809265137,0
