epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_min_theta_updates_per_epoch,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,3.5243636816493096e-06,0.005560938659722784,0.0006809534395484441,-0.002266172515062083,0.0,0.000935681205715589,0.19446805132586148,2.9225561543067253,0.3300879843041597,1.895103604255183,0.03,0.015,0,4,4,0,0,0,0,0.015,7,30,0.8108108108108109,0.010144085215870291,33,7,0.4970833361148834,0.4970833361148834,0.5,0.0
1,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0022164760999398175,0.0027338548068655657,-0.0012867114828189923,-0.0013214408085332253,0.0,0.0008771813840472273,0.2701183380669672,0.8707806557003774,0.49059520054565187,0.815007309239974,0.03,0.015,8,4,1,0,0,0,0,0.015,20,16,0.4444444444444444,0.01934168160530842,21,20,0.502916693687439,0.502916693687439,0.5,0.0
2,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0016819218819198961,0.0016204824795223477,-0.0006134578315223652,-0.000643717422223601,0.0,0.0009721614187583327,0.35255264465941116,0.6449740994191149,0.6423503686054404,0.5941476319672401,0.03,0.015,2,8,6,0,0,0,0,0.015,19,1,0.05,0.02357107321731746,11,19,0.49958333373069763,0.49958333373069763,0.5,0.0
3,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0003383212606422603,0.002506160440841793,0.0006911542099260259,-0.0016601411350873401,0.0,0.000820778904017061,0.3498849266173897,0.5819704868357276,0.6366702056027306,0.5215511687674428,0.03,0.015,0,8,8,0,0,0,0,0.015,18,0,0.0,0.022162015239397686,10,18,0.4945833384990692,0.4945833384990692,0.5,0.0
4,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,hierarchical_actor_separate_theta_route_backbones,0.0019816567735026843,0.0034884293490904383,-0.0013886865047177046,-0.0025730789766384987,0.0,0.0007319338672625071,0.2740295776609592,0.6322889406115203,0.4880114371498218,0.5688202653773424,0.03,0.015,0,9,9,0,0,0,0,0.015,16,4,0.2,0.019868294009938836,11,16,0.49041667580604553,0.49041667580604553,0.5,0.0
