block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0023987246677279472,0.3252061605453491,0.9054849147796631,-1.0606887340545654,0.25999999046325684,-0.010775130242109299,0.08301069587469101,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.007374544162303209,0.43764206767082214,1.4544700384140015,-1.2261189222335815,0.28999999165534973,0.002317551989108324,0.1147858053445816,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.013830483891069889,0.43748873472213745,1.5150152444839478,-1.1310254335403442,0.15000000596046448,-0.002817308297380805,0.08646760135889053,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0025867533404380083,0.2662752568721771,0.7014200687408447,-0.5961803197860718,0.36000001430511475,-0.015369141474366188,0.11515120416879654,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.00903370138257742,0.26318588852882385,0.7981601357460022,-0.6688880324363708,0.33000001311302185,-0.007708830758929253,0.1011292040348053,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0033929897472262383,0.4908258616924286,1.5054892301559448,-0.9906116724014282,0.1599999964237213,0.006628592032939196,0.0792781412601471,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.002153294160962105,0.4156198799610138,0.9648799300193787,-1.077540636062622,0.15000000596046448,-0.00022790610091760755,0.08350801467895508,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.006254449486732483,0.20657740533351898,0.6847519278526306,-0.5517761707305908,0.14000000059604645,-0.017637694254517555,0.08518467098474503,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.009930637665092945,0.3481229245662689,0.8867273926734924,-0.8915809392929077,0.20000000298023224,-0.008499372750520706,0.07773155719041824,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0023417139891535044,0.47402456402778625,1.6674728393554688,-1.404394507408142,0.30000001192092896,-0.004294348414987326,0.11559263616800308,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0039020252879709005,0.4781228303909302,1.6209683418273926,-1.5143404006958008,0.3499999940395355,-0.008405857719480991,0.1087503582239151,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.007882477715611458,0.20639431476593018,0.753028392791748,-0.6398937106132507,0.25,0.005601048935204744,0.08952902257442474,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0016344290925189853,0.33804991841316223,0.7837541699409485,-0.8877979516983032,0.23000000417232513,-0.01329988706856966,0.09635670483112335,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.00615482684224844,0.3539496064186096,1.1649773120880127,-1.151465892791748,0.18000000715255737,-0.013790862634778023,0.08896596729755402,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.004111300688236952,0.36414024233818054,0.9561896920204163,-1.0821497440338135,0.15000000596046448,-0.01061889436095953,0.07457023859024048,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.005323448218405247,0.16811630129814148,0.38471001386642456,-0.5201296210289001,0.23999999463558197,0.00403599813580513,0.10582700371742249,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.01403842493891716,0.28899410367012024,0.7803937196731567,-0.8325298428535461,0.23000000417232513,-0.0032323484774678946,0.09274323284626007,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0029399036429822445,0.4578125774860382,1.2225927114486694,-0.9903932809829712,0.10999999940395355,-0.004307091236114502,0.070318304002285,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.005198922008275986,0.4563455283641815,1.3896210193634033,-1.3140456676483154,0.07999999821186066,0.007900574244558811,0.08241407573223114,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0006053873803466558,0.21176712214946747,0.4930926263332367,-0.8564066886901855,0.25,-0.020111409947276115,0.09146734327077866,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0008452129550278187,0.26669010519981384,0.7485814094543457,-0.8608246445655823,0.15000000596046448,-0.009371756576001644,0.08473573625087738,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0034681642428040504,0.5247282385826111,1.3508137464523315,-1.2748827934265137,0.1899999976158142,-0.00310186087153852,0.08273591101169586,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.004384250845760107,0.46485865116119385,1.0084255933761597,-1.019213080406189,0.27000001072883606,-0.003374693915247917,0.1119813323020935,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0018002146389335394,0.21058036386966705,0.597771406173706,-0.5055327415466309,0.18000000715255737,-0.003738963045179844,0.07447401434183121,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0014033674960955977,0.29303690791130066,0.7275574207305908,-0.8883501887321472,0.6499999761581421,-0.01259660441428423,0.19229915738105774,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0032523537520319223,0.44323766231536865,1.311750888824463,-0.9537113904953003,0.5,-0.022335367277264595,0.15431071817874908,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.004982843529433012,0.4519365727901459,1.3920958042144775,-1.0214636325836182,0.5199999809265137,-0.016862832009792328,0.17886988818645477,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,0.0017652272945269942,0.22731955349445343,0.6290545463562012,-0.6687803268432617,0.5699999928474426,-0.02762979455292225,0.2002679854631424,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.008509858511388302,0.2809486985206604,0.8869524598121643,-0.8911717534065247,0.5699999928474426,-0.0023490237072110176,0.20155425369739532,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.010356293059885502,0.5280694365501404,1.4220294952392578,-1.2875231504440308,0.49000000953674316,-0.021684639155864716,0.17883548140525818,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.006710672285407782,0.5090264678001404,1.5188519954681396,-1.2513320446014404,0.47999998927116394,0.0060983700677752495,0.21152465045452118,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,4.010319753433578e-05,0.19225190579891205,0.43617215752601624,-0.5195580720901489,0.6000000238418579,0.011266818270087242,0.23406855762004852,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.012504530139267445,0.3634524345397949,0.8321589231491089,-1.1792457103729248,0.5899999737739563,-0.024860721081495285,0.21340709924697876,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_factorized_trust_region_pg_route_first_coupled_stop_alignment_gate,-0.0018499564612284303,0.567225456237793,1.411966323852539,-1.7557322978973389,0.5199999809265137,-0.0027757417410612106,0.16241364181041718,1
