telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean
0,0,0,0,0.11112430319446284,76800,36402,0.473984375,357431.21875,588355.25,9411497.0,87483448.0,5722.8125,8367.309326171875,42247.44207031202,15877741.0,1.0,1.0,0.0,0.0
1,0,0,1,0.08709080335314394,76799,31703,0.4128048542298728,287216.125,391750.21875,7820941.0,79217464.0,2432.002197265625,4853.271630859373,12239.827636718763,286464.625,1.0,1.0,0.0,0.0
2,0,0,2,0.07521144959688991,76800,30379,0.39555989583333334,253636.609375,392739.0625,7188491.0,60815196.0,2242.89453125,4264.8240234375,8536.295292968725,91851.609375,1.0,1.0,0.0,0.0
3,0,0,3,0.06944747391580719,76800,28945,0.37688802083333334,232789.4375,387388.375,6809834.5,51147672.0,2155.6767578125,3999.999755859375,7161.032006835935,50063.1953125,1.0,1.0,0.0,0.0
4,0,0,4,0.06450617892063903,76800,28375,0.3694661458333333,222211.71875,379242.375,6490442.0,49755544.0,2127.15185546875,3999.999755859375,6497.865083007807,35191.17578125,1.0,1.0,0.0,0.0
5,0,0,5,0.06275744759244704,76800,27808,0.3620833333333333,209824.734375,365931.59375,6032743.0,43178976.0,2104.185791015625,3999.999755859375,5956.342431640589,30029.1484375,1.0,1.0,0.0,0.0
6,0,0,6,0.06022422397425467,76800,25002,0.325546875,208011.109375,375116.9375,5823134.204999865,41041316.0,2025.03564453125,3999.999755859375,5409.932138671872,29584.302734375,1.0,1.0,0.0,0.0
7,0,1,7,0.06121223520979334,76800,25381,0.33048177083333335,201605.125,364225.5625,5556646.5,38802500.0,2032.6966552734375,3999.999755859375,5327.341625976561,29138.541015625,1.0,1.0,0.0,0.0
8,0,1,8,0.059759699878296324,76800,24911,0.32436197916666665,189900.234375,360000.6875,5213890.009999925,35678236.0,2023.296875,3999.999755859375,5153.070922851559,28479.0546875,1.0,1.0,0.0,0.0
9,0,1,9,0.058774337103083336,76800,25157,0.3275651041666667,186914.15625,370976.59375,5060956.0,36773236.0,2031.1429443359375,3999.999755859375,5079.593105468749,28508.01171875,1.0,1.0,0.0,0.0
10,0,1,10,0.057283438074070214,76800,25002,0.325546875,182336.0,381509.46875,5141908.5,37324972.0,2030.7724609375,3999.999755859375,4959.055512695296,27745.919921875,1.0,1.0,0.0,0.0
11,0,1,11,0.05651144177970233,76800,24717,0.3218359375,176649.03125,370883.8125,4975281.0,34744884.0,2029.350830078125,3999.999755859375,4874.910136718742,27101.8984375,1.0,1.0,0.0,0.0
12,0,1,12,0.05594957163067095,76800,24889,0.32407552083333335,175062.28125,349094.40625,4914274.0,34676580.0,2034.034423828125,3999.999755859375,4814.691782226557,25806.30859375,1.0,1.0,0.0,0.0
13,0,1,13,0.05554108261972305,76800,23363,0.30420572916666666,174842.328125,352527.46875,4914405.0,34019840.0,1994.866455078125,3999.999755859375,4660.309399414062,25612.36328125,1.0,1.0,0.0,0.0
14,0,2,14,0.05683286401047645,76800,23729,0.30897135416666666,172644.6875,355118.96875,4978102.0,32441568.0,2005.8770751953125,3999.999755859375,4648.661469726541,24069.203125,1.0,1.0,0.0,0.0
15,0,2,15,0.056875651091995834,76800,23760,0.309375,170198.609375,353125.46875,4816926.0,32072190.0,2010.745849609375,3999.999755859375,4646.964443359374,22258.40234375,1.0,1.0,0.0,0.0
16,0,2,16,0.0563896858829338,76800,23406,0.304765625,167678.125,348760.96875,4764490.5,32309090.0,2001.9620361328125,3999.999755859375,4606.027172851553,19778.935546875,1.0,1.0,0.0,0.0
17,0,2,17,0.05570491365040134,76800,23608,0.3073958333333333,167147.984375,347007.625,4763750.0,32909598.0,2009.1358642578125,3999.999755859375,4598.012021484374,18175.166015625,1.0,1.0,0.0,0.0
18,0,2,18,0.05473204209511558,76800,23827,0.31024739583333333,167280.421875,352876.21875,4858919.0,33511340.0,2016.22412109375,3999.999755859375,4619.307221679678,16327.9365234375,1.0,1.0,0.0,0.0
19,0,2,19,0.05422879143365602,76800,23569,0.30688802083333333,165101.71875,351938.3125,4723083.0,33819160.0,2015.705810546875,3999.999755859375,4584.51127929686,14915.796875,1.0,1.0,0.0,0.0
20,0,2,20,0.05417583715756467,76800,21115,0.27493489583333336,162781.0625,348551.5,4575717.5,31956636.0,1960.653076171875,3999.999755859375,4437.122299804683,14435.8681640625,1.0,1.0,0.0,0.0
21,0,3,21,0.054468421135229164,76800,21338,0.27783854166666666,161901.359375,352604.75,4516418.0,32466676.0,1969.3944091796875,3999.999755859375,4438.639672851563,12932.2880859375,1.0,1.0,0.0,0.0
22,0,3,22,0.05519937676772045,76800,21505,0.28001302083333335,161415.734375,348386.5625,4498914.374999904,32447806.0,1976.026611328125,3999.999755859375,4462.51739746093,12943.291015625,1.0,1.0,0.0,0.0
23,0,3,23,0.05438759373151008,76800,21704,0.28260416666666666,161059.0,343962.15625,4461334.209999995,32920396.0,1980.8077392578125,3999.999755859375,4464.408159179679,13013.5009765625,1.0,1.0,0.0,0.0
24,0,3,24,0.053636870789034376,76800,21479,0.27967447916666666,159807.90625,338628.1875,4490909.444999979,32988834.0,1980.7105712890625,3999.999755859375,4465.841767578124,13232.431640625,1.0,1.0,0.0,0.0
25,0,3,25,0.05311162096767581,76800,21609,0.2813671875,159560.59375,343503.59375,4467468.0,33387902.0,1985.4449462890625,3999.999755859375,4488.207534179687,12483.3037109375,1.0,1.0,0.0,0.0
26,0,3,26,0.052361064376274934,76800,21797,0.28381510416666667,160116.6875,345394.71875,4519652.0,33761124.0,1992.2593994140625,3999.999755859375,4491.4211865234365,12655.615234375,1.0,1.0,0.0,0.0
27,0,3,27,0.05178888407873403,76800,21383,0.2784244791666667,160802.765625,346193.40625,4526476.0,32240342.0,1984.4608154296875,3999.999755859375,4444.189731445302,12887.06640625,1.0,1.0,0.0,0.0
28,0,4,28,0.05233332858402263,76800,21523,0.28024739583333336,160691.40625,344811.34375,4522537.0,32458844.0,1990.127685546875,3999.999755859375,4467.645327148427,12799.5703125,1.0,1.0,0.0,0.0
29,0,4,29,0.052571562967469454,76800,21582,0.281015625,161004.234375,344790.5,4484147.0,32538914.0,1994.4666748046875,3999.999755859375,4478.325722656248,13000.4052734375,1.0,1.0,0.0,0.0
30,0,4,30,0.05195958278466728,76800,21761,0.28334635416666665,161229.796875,345127.0,4512845.0,32744792.0,2001.2664794921875,3999.999755859375,4500.6906640625,13135.4052734375,1.0,1.0,0.0,0.0
31,0,4,31,0.051654708639780125,76800,21994,0.28638020833333333,161628.15625,343084.5625,4488837.5,33099808.0,2008.755859375,3999.999755859375,4524.152456054682,12784.8369140625,1.0,1.0,0.0,0.0
32,0,4,32,0.05131000826377098,76800,22055,0.28717447916666666,161932.96875,343535.1875,4518154.0,33350784.0,2013.541259765625,3999.999755859375,4548.23559082031,11914.6650390625,1.0,1.0,0.0,0.0
33,0,4,33,0.050338919766262744,76800,22177,0.28876302083333333,161840.40625,340704.8125,4533816.194999854,33586596.0,2019.6650390625,3999.999755859375,4571.116079101562,11888.93359375,1.0,1.0,0.0,0.0
34,0,4,34,0.05094595382565918,76800,21426,0.278984375,162138.265625,342659.6875,4575676.934999997,33279460.0,2002.529541015625,3999.999755859375,4510.969462890621,11512.2470703125,1.0,1.0,0.0,0.0
35,0,5,35,0.05202907512022471,76800,21500,0.2799479166666667,162145.046875,342215.0625,4534072.879999812,33341776.0,2007.187744140625,3999.999755859375,4523.882373046874,11428.244140625,1.0,1.0,0.0,0.0
36,0,5,36,0.050562094587652144,76800,21786,0.283671875,163069.5,343176.65625,4586836.5,33606264.0,2015.7249755859375,3999.999755859375,4550.042377929684,11457.919921875,1.0,1.0,0.0,0.0
37,0,5,37,0.05071684633426718,76800,21908,0.2852604166666667,163286.875,342958.8125,4637131.0,33831944.0,2018.9879150390625,3999.999755859375,4562.903105468743,11597.2548828125,1.0,1.0,0.0,0.0
38,0,5,38,0.04954247681286027,76800,22170,0.288671875,163985.71875,344448.75,4691666.0,34122596.0,2027.2149658203125,3999.999755859375,4579.105610351562,11505.9443359375,1.0,1.0,0.0,0.0
39,0,5,39,0.048367065013141704,76800,22557,0.2937109375,164966.140625,346075.0625,4721822.5,34387852.0,2037.6671142578125,3999.999755859375,4607.541538085934,11444.4375,1.0,1.0,0.0,0.0
40,0,5,40,0.04748525723307613,76800,22870,0.29778645833333334,165972.9375,347955.40625,4722190.5,34671228.0,2046.6131591796875,3999.999755859375,4643.384838867187,11365.1953125,1.0,1.0,0.0,0.0
41,0,5,41,0.04824833233546225,76800,22295,0.29029947916666665,165888.859375,348208.84375,4710977.259999817,34154260.0,2035.57421875,3999.999755859375,4584.8460595702945,11504.4423828125,1.0,1.0,0.0,0.0
42,0,6,42,0.04813856403776932,76800,22562,0.29377604166666665,166583.359375,349293.5,4752953.839999988,34399892.0,2044.609619140625,3999.999755859375,4615.2781201171865,11504.498046875,1.0,1.0,0.0,0.0
43,0,6,43,0.047154309527891944,76800,22892,0.2980729166666667,167506.765625,352132.1875,4771614.5,34625552.0,2055.048095703125,3999.999755859375,4645.713212890623,11546.990234375,1.0,1.0,0.0,0.0
44,0,6,44,0.04594676099939326,76800,23214,0.302265625,168641.4375,354641.28125,4747676.5,34860100.0,2065.600341796875,3999.999755859375,4678.868237304686,11644.86328125,1.0,1.0,0.0,0.0
45,0,6,45,0.04539560767227267,76800,23440,0.30520833333333336,169633.3125,357567.6875,4770103.0,35115172.0,2073.2578125,3999.999755859375,4686.1163427734355,11580.4130859375,1.0,1.0,0.0,0.0
46,0,6,46,0.04407172404785078,76800,23792,0.3097916666666667,170757.734375,360458.53125,4792832.5,35365908.0,2083.5419921875,3999.999755859375,4720.8716894531235,11668.1630859375,1.0,1.0,0.0,0.0
47,0,6,47,0.043737222653966484,76800,23988,0.31234375,171704.5625,363407.5,4793483.0,35507744.0,2090.878173828125,3999.999755859375,4737.636572265625,11754.6767578125,1.0,1.0,0.0,0.0
48,0,6,48,0.042387610851206056,76800,24046,0.31309895833333334,172836.734375,366445.84375,4794006.5,35745796.0,2096.005615234375,3999.999755859375,4752.207192382802,11873.3466796875,1.0,1.0,0.0,0.0
49,0,7,49,0.04208497373852738,76800,24306,0.316484375,173864.25,369373.9375,4801353.5,35946248.0,2105.546142578125,3999.999755859375,4775.690688476555,11952.048828125,1.0,1.0,0.0,0.0
50,0,7,50,0.041141648186198275,76800,24602,0.32033854166666664,175176.984375,372622.21875,4847966.5,36111696.0,2115.9306640625,3999.999755859375,4808.414892578125,11924.671875,1.0,1.0,0.0,0.0
51,0,7,51,0.03997558208510281,76800,24971,0.32514322916666666,176411.5625,375699.75,4893628.5,36341124.0,2126.609375,3999.999755859375,4843.172412109373,11808.8193359375,1.0,1.0,0.0,0.0
52,0,7,52,0.03945859400110159,76800,25232,0.3285416666666667,177456.890625,378613.96875,4938008.5,36488168.0,2136.104736328125,3999.999755859375,4871.9501953124845,11736.6787109375,1.0,1.0,0.0,0.0
53,0,7,53,0.03827407267728431,76800,25501,0.3320442708333333,178728.046875,381720.71875,4981450.0,36710888.0,2145.989501953125,3999.999755859375,4908.051791992186,11692.7470703125,1.0,1.0,0.0,0.0
54,0,7,54,0.03742027977833935,76800,25798,0.33591145833333336,179861.03125,384844.375,5025382.0,36925028.0,2155.492431640625,3999.999755859375,4944.644438476558,11620.5224609375,1.0,1.0,0.0,0.0
55,0,7,55,0.037120810755353485,76800,25941,0.3377734375,181012.234375,387283.5625,5053163.0,37093956.0,2162.378173828125,3999.999755859375,4956.420278320309,11626.8447265625,1.0,1.0,0.0,0.0
56,0,8,56,0.0363336338893462,76800,26253,0.3418359375,182400.59375,390587.53125,5095425.5,37306036.0,2172.5419921875,3999.999755859375,4998.8288867187475,11732.9580078125,1.0,1.0,0.0,0.0
57,0,8,57,0.035525020055744295,76800,26584,0.3461458333333333,183618.1875,393569.34375,5137490.5,37481332.0,2182.78173828125,3999.999755859375,5024.966728515625,11812.6630859375,1.0,1.0,0.0,0.0
58,0,8,58,0.034525239408824744,76800,26883,0.3500390625,184851.734375,396567.125,5180381.0,37625672.0,2193.058837890625,3999.999755859375,5063.951098632806,11915.748046875,1.0,1.0,0.0,0.0
59,0,8,59,0.03382093933790708,76800,27170,0.35377604166666665,186021.671875,399562.65625,5206716.5,37801912.0,2202.23486328125,3999.999755859375,5097.479350585928,11995.5576171875,1.0,1.0,0.0,0.0
60,0,8,60,0.033385881740256446,76800,27096,0.3528125,186938.125,402411.8125,5232096.5,37935160.0,2206.465576171875,3999.999755859375,5117.843457031243,12098.150390625,1.0,1.0,0.0,0.0
61,0,8,61,0.03356295375951958,76800,27158,0.3536197916666667,188010.578125,405410.03125,5256411.5,38130316.0,2211.64892578125,3999.999755859375,5149.713154296867,12187.9833984375,1.0,1.0,0.0,0.0
62,0,8,62,0.0336836408513003,76800,27230,0.35455729166666666,189145.953125,408454.90625,5293810.0,38269148.0,2215.5673828125,3999.999755859375,5135.377822265615,12243.3359375,1.0,1.0,0.0,0.0
63,0,9,63,0.031909758849592386,76800,27407,0.3568619791666667,190466.6875,411712.75,5327564.5,38392360.0,2223.31884765625,3999.999755859375,5161.272939453114,12337.0419921875,1.0,1.0,0.0,0.0
64,0,9,64,0.03137937552811324,76800,27586,0.35919270833333333,191769.703125,414816.21875,5343796.0,38546664.0,2231.39697265625,3999.999755859375,5195.069350585935,12436.0166015625,1.0,1.0,0.0,0.0
65,0,9,65,0.030416008977103316,76800,27856,0.36270833333333335,193045.796875,418009.71875,5379668.0,38706908.0,2240.936767578125,3999.999755859375,5229.6255957031235,12526.349609375,1.0,1.0,0.0,0.0
66,0,9,66,0.029600878278595158,76800,27958,0.3640364583333333,194353.625,421174.21875,5412484.0,38830540.0,2246.891845703125,3999.999755859375,5262.919565429685,12614.810546875,1.0,1.0,0.0,0.0
67,0,9,67,0.0286050735834638,76800,28275,0.3681640625,195616.703125,424268.6875,5444136.0,39012020.0,2256.5263671875,3999.999755859375,5295.676782226555,12711.677734375,1.0,1.0,0.0,0.0
68,0,9,68,0.027658538689681766,76800,28534,0.3715364583333333,196830.140625,427164.34375,5481203.5,39170832.0,2265.884033203125,3999.999755859375,5329.360966796873,12806.1318359375,1.0,1.0,0.0,0.0
69,0,9,69,0.02723740384378157,76800,28764,0.37453125,197998.203125,429843.125,5519761.0,39279688.0,2273.603515625,4012.2180297851564,5349.864287109373,12871.6083984375,1.0,1.0,0.0,0.0
70,1,0,0,0.027080254211390223,76800,28895,0.37623697916666665,198705.25,431680.5,5540305.0,39454920.0,2279.800537109375,4028.795007324219,5381.778549804686,12942.4267578125,1.0,1.0,0.0,0.0
