epoch,layer_name,layer_active_count,layer_clipped_active_count,layer_clipped_active_fraction,layer_active_preconditioner_mean,layer_active_preconditioner_p95,layer_active_preconditioner_p99,layer_active_preconditioner_max,layer_active_preconditioner_mean_after_clip,layer_active_preconditioner_p95_after_clip,layer_active_preconditioner_p99_after_clip,layer_active_preconditioner_max_after_clip,layer_actual_param_delta_norm,layer_raw_grad_norm,layer_preconditioned_grad_norm,layer_soft_geometry_scale_factor,layer_soft_geometry_trigger_active_fraction,layer_soft_geometry_overflow_stat
0,critic_backbone.0.weight,3001599,1409884,0.46971097738238854,322972.90625,1966816.25,7270092.5,87483448.0,1677.0501708984375,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.026626974597041095,0.11476820470499141,152.68353614807128,1.0,0.0,0.0
0,critic_backbone.4.bias,8960,315,0.03515625,1361.0872802734375,3539.146472167968,4744.367036132812,39666.48046875,1322.85009765625,3539.146472167968,3999.999755859375,3999.999755859375,0.00397616732932095,0.010716431995388121,7.573995636190687,1.0,0.0,0.0
0,critic_backbone.6.weight,1146880,314006,0.27379150390625,3865.295654296875,9576.262841796875,17650.009726562497,54959136.0,2590.61328125,3999.999755859375,3999.999755859375,3999.999755859375,0.03132198892001595,0.04593334166066987,81.00350216456822,1.0,0.0,0.0
0,critic_backbone.7.bias,8960,0,0.0,1376.7412109375,3817.588232421874,7267.571127929681,33005.359375,1376.7412109375,3817.588232421874,7267.571127929681,33005.359375,0.0049835510551929476,0.011575172947985785,10.268706212724958,1.0,0.0,0.0
0,critic_backbone.7.weight,8960,4301,0.48002232142857143,11062.322265625,31086.197558593747,99746.64578124984,17483244.0,3158.852294921875,3999.999755859375,3999.999755859375,3999.999755859375,0.005349316072118069,0.005597837322524616,13.691910491670882,1.0,0.0,0.0
1,critic_backbone.0.weight,3001600,1273852,0.42439099147121534,385383.5625,2519746.25,8686936.0,43632844.0,1564.546875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.03004626694268414,0.2611297125795058,269.4877705165318,1.0,0.0,0.0
1,critic_backbone.4.bias,8960,820,0.09151785714285714,1926.018798828125,4949.704663085936,5894.4831591796865,6649.625,1833.630615234375,3999.999755859375,3999.999755859375,3999.999755859375,0.0014127763591074785,0.003966976170028959,5.629782394000462,1.0,0.0,0.0
1,critic_backbone.6.weight,1146880,457061,0.3985255650111607,4053.09326171875,8254.49716796875,10854.081455078103,20006.099609375,3215.439208984375,3999.999755859375,3999.999755859375,3999.999755859375,0.016642486370567765,0.0276206943073443,88.83882152012416,1.0,0.0,0.0
1,critic_backbone.7.bias,8960,0,0.0,1292.477783203125,2103.5912475585933,4456.342973632809,5377.4931640625,1292.477783203125,2103.5912475585933,4456.342973632809,5377.4931640625,0.0034451441614822085,0.00606730730173045,7.725760403701237,1.0,0.0,0.0
1,critic_backbone.7.weight,8960,649,0.07243303571428572,2791.169189453125,5355.0485107421855,31728.191464843723,42661.53125,2129.974365234375,3999.999755859375,3999.999755859375,3999.999755859375,0.004658462026522362,0.005177717112902818,10.49719842502049,1.0,0.0,0.0
2,critic_backbone.0.weight,3001600,596678,0.19878664712153518,393189.3125,2606420.5,8785867.0,41271616.0,1189.7496337890625,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.03020867880965982,0.2952658040182931,228.77226900373185,1.0,0.0,0.0
2,critic_backbone.4.bias,8960,645,0.07198660714285714,2070.93359375,4410.553100585937,5710.499384765625,6320.70166015625,2010.0775146484375,3999.999755859375,3999.999755859375,3999.999755859375,0.0015562941553071141,0.005567249306477606,9.041125825473241,1.0,0.0,0.0
2,critic_backbone.6.weight,1146880,336258,0.29319370814732143,3552.441162109375,5639.7923583984375,7278.852075195311,15299.6474609375,3257.617431640625,3999.999755859375,3999.999755859375,3999.999755859375,0.020503235342247145,0.041209386555211884,132.53692120143344,1.0,0.0,0.0
2,critic_backbone.7.bias,8960,0,0.0,1405.34033203125,1987.8242065429686,2954.2414941406187,5465.85205078125,1405.34033203125,1987.8242065429686,2954.2414941406187,5465.85205078125,0.002234952385853311,0.005688094922308145,8.09251218863896,1.0,0.0,0.0
2,critic_backbone.7.weight,8960,280,0.03125,2409.3359375,3352.222216796874,11676.805117187487,37551.42578125,2125.9482421875,3352.222216796874,3999.999755859375,3999.999755859375,0.002810375954556678,0.004228461151277381,8.923745701994214,1.0,0.0,0.0
3,critic_backbone.0.weight,3001600,387452,0.12908182302771856,388038.625,2649333.0,8219997.5,37652068.0,1083.552490234375,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.026062064112297126,0.2673207512391465,195.23291789463588,1.0,0.0,0.0
3,critic_backbone.4.bias,8960,362,0.040401785714285716,1978.98974609375,3844.7073852539056,4758.086850585937,5655.51318359375,1951.112060546875,3844.7073852539056,3999.999755859375,3999.999755859375,0.0018344527484649526,0.006193247109851135,9.309976526669093,1.0,0.0,0.0
3,critic_backbone.6.weight,1146880,115687,0.10087105887276786,3114.7001953125,4349.9771484375,5431.2816796874995,10621.6279296875,3052.785888671875,3999.999755859375,3999.999755859375,3999.999755859375,0.018596292712858745,0.04118376223902617,122.78674479893276,1.0,0.0,0.0
3,critic_backbone.7.bias,8960,0,0.0,1468.5228271484375,1995.6679321289062,2283.063283691406,4745.1748046875,1468.5228271484375,1995.6679321289062,2283.063283691406,4745.1748046875,0.001459395680493409,0.004808974646896656,7.087899150167193,1.0,0.0,0.0
3,critic_backbone.7.weight,8960,229,0.025558035714285714,2368.91796875,3240.52138671875,5034.427172851551,20599.3984375,2267.061279296875,3240.52138671875,3999.999755859375,3999.999755859375,0.001322095003810578,0.002871479090702321,6.479336295809064,1.0,0.0,0.0
4,critic_backbone.0.weight,3001600,367024,0.12227611940298508,404929.375,2786914.25,8804131.069999753,33460202.0,1086.3428955078125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.022272467400346482,0.20871362313628197,161.56680886404854,1.0,0.0,0.0
4,critic_backbone.4.bias,8960,420,0.046875,2039.432373046875,3834.0549926757812,4784.074345703125,5583.6767578125,2011.3143310546875,3834.0549926757812,3999.999755859375,3999.999755859375,0.0013279621144257753,0.0054389441086511526,8.810035276412965,1.0,0.0,0.0
4,critic_backbone.6.weight,1146880,100872,0.08795340401785715,3133.867431640625,4245.103344726563,5185.50485351561,8594.275390625,3088.343017578125,3999.999755859375,3999.999755859375,3999.999755859375,0.016271125245839357,0.03750853847180094,112.57816331045969,1.0,0.0,0.0
4,critic_backbone.7.bias,8960,0,0.0,1536.3359375,1990.0290954589839,2177.2880566406247,3758.632080078125,1536.3359375,1990.0290954589839,2177.2880566406247,3758.632080078125,0.0014861120091934157,0.0053019918393277165,8.184316153185708,1.0,0.0,0.0
4,critic_backbone.7.weight,8960,109,0.012165178571428572,2408.599609375,3139.796386718749,4361.756162109374,13716.55859375,2363.568603515625,3139.796386718749,3999.999755859375,3999.999755859375,0.001691971902203347,0.003764923637832648,8.948805253846304,1.0,0.0,0.0
5,critic_backbone.0.weight,3001596,339919,0.11324608641536037,417466.65625,2869250.0,8727009.0,33029312.0,1098.9022216796875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.021279987346913134,0.1664879874459335,141.16834645952497,1.0,0.0,0.0
5,critic_backbone.4.bias,8960,370,0.041294642857142856,2051.13427734375,3943.8598388671867,4622.642817382812,5577.61181640625,2031.6761474609375,3943.8598388671867,3999.999755859375,3999.999755859375,0.0012453060426716029,0.005184398347046227,8.60427988086428,1.0,0.0,0.0
5,critic_backbone.6.weight,1146880,96883,0.08447527204241072,3154.906982421875,4202.891455078126,5064.919716796873,8177.98583984375,3116.526611328125,3999.999755859375,3999.999755859375,3999.999755859375,0.01457933921233884,0.03363669336374317,100.48536412375314,1.0,0.0,0.0
5,critic_backbone.7.bias,8960,0,0.0,1583.240966796875,2018.0369689941404,2179.2456982421872,3080.451904296875,1583.240966796875,2018.0369689941404,2179.2456982421872,3080.451904296875,0.0010417948200483807,0.004824205883778632,7.576285251549312,1.0,0.0,0.0
5,critic_backbone.7.weight,8960,70,0.0078125,2474.279052734375,3104.964562988281,3709.9598803710933,8054.08349609375,2452.41796875,3104.964562988281,3709.9598803710933,3999.999755859375,0.0011907516352948732,0.0028254783138566253,6.923229771000998,1.0,0.0,0.0
6,critic_backbone.0.weight,3001569,334834,0.11155299111897811,433573.75,3033502.75,8864824.0,32182476.0,1121.6981201171875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.020592230132647923,0.1547513230570725,137.86430399758476,1.0,0.0,0.0
6,critic_backbone.4.bias,8960,526,0.05870535714285714,2086.96484375,4071.7632324218744,4782.000209960936,5461.79931640625,2061.912109375,3999.999755859375,3999.999755859375,3999.999755859375,0.0013087672083721762,0.004672059168972607,7.907046105180468,1.0,0.0,0.0
6,critic_backbone.6.weight,1146880,135477,0.11812656947544643,3246.924560546875,4351.059643554688,5069.576215820312,7649.53759765625,3197.196533203125,3999.999755859375,3999.999755859375,3999.999755859375,0.013726303590062473,0.030090801251520003,90.66053221566337,1.0,0.0,0.0
6,critic_backbone.7.bias,8960,0,0.0,1649.9383544921875,2076.5920532226555,2229.7504589843747,2693.875732421875,1649.9383544921875,2076.5920532226555,2229.7504589843747,2693.875732421875,0.0010470818416381787,0.004020903188003493,6.530007031985692,1.0,0.0,0.0
6,critic_backbone.7.weight,8960,70,0.0078125,2596.81787109375,3172.9785644531235,3658.3983447265623,6516.5419921875,2580.30810546875,3172.9785644531235,3658.3983447265623,3999.999755859375,0.0010967111749258557,0.0023617064808994265,6.093431094714574,1.0,0.0,0.0
7,critic_backbone.0.weight,3001581,356531,0.11878106904328085,448969.46875,3164797.75,9260678.8,32465552.0,1147.2003173828125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.022636168583163193,0.14854600562580994,138.19612208775112,1.0,0.0,0.0
7,critic_backbone.4.bias,8960,511,0.05703125,2136.296875,4094.0879272460934,4935.126713867187,5445.5615234375,2102.693115234375,3999.999755859375,3999.999755859375,3999.999755859375,0.0013732694031205028,0.0050415678016309225,8.7220486334392,1.0,0.0,0.0
7,critic_backbone.6.weight,1146880,192462,0.1678135463169643,3357.739501953125,4554.21787109375,5248.975634765625,7529.5029296875,3281.930908203125,3999.999755859375,3999.999755859375,3999.999755859375,0.01546178043686918,0.03364033554015415,104.03083828517369,1.0,0.0,0.0
7,critic_backbone.7.bias,8960,0,0.0,1713.103271484375,2176.2851440429686,2310.823352050781,2576.67333984375,1713.103271484375,2176.2851440429686,2310.823352050781,2576.67333984375,0.0009824938028551904,0.004567128574542169,7.627733073915754,1.0,0.0,0.0
7,critic_backbone.7.weight,8960,70,0.0078125,2709.12548828125,3217.577233886718,3595.8264355468746,6047.58740234375,2696.788330078125,3217.577233886718,3595.8264355468746,3999.999755859375,0.0011420329841452517,0.0028287593050793348,7.63355359349932,1.0,0.0,0.0
8,critic_backbone.0.weight,3001600,361869,0.12055870202558636,458366.1875,3251268.75,9436046.0,32849882.0,1166.248046875,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.02397804149825658,0.1662070995462792,151.9172534942627,1.0,0.0,0.0
8,critic_backbone.4.bias,8960,420,0.046875,2075.28955078125,3715.1571044921875,4769.479125976562,5358.4658203125,2053.539306640625,3715.1571044921875,3999.999755859375,3999.999755859375,0.0018097676062357746,0.006900820162679468,11.777710325377328,1.0,0.0,0.0
8,critic_backbone.6.weight,1146880,179089,0.15615321568080356,3319.67041015625,4516.182348632813,5142.376430664062,6932.498046875,3251.0166015625,3999.999755859375,3999.999755859375,3999.999755859375,0.019206771600459305,0.04219877576189382,132.3083124433245,1.0,0.0,0.0
8,critic_backbone.7.bias,8960,0,0.0,1749.1258544921875,2205.7717895507812,2335.516672363281,2465.805908203125,1749.1258544921875,2205.7717895507812,2335.516672363281,2465.805908203125,0.001108733648600589,0.005105604384360569,8.90196316923414,1.0,0.0,0.0
8,critic_backbone.7.weight,8960,70,0.0078125,2781.758544921875,3220.3666015625,3629.4233666992186,5458.61865234375,2772.88623046875,3220.3666015625,3629.4233666992186,3999.999755859375,0.0011802235011210932,0.0029595459769812546,8.225907613549914,1.0,0.0,0.0
9,critic_backbone.0.weight,3001600,343598,0.11447161513859275,466219.65625,3340579.75,9465940.0,33109336.0,1167.7861328125,1999.9998779296875,1999.9998779296875,1999.9998779296875,0.022519965350095716,0.17235739672822611,155.9179462977818,1.0,0.0,0.0
9,critic_backbone.4.bias,8960,238,0.0265625,2020.06982421875,3693.656396484375,4327.825947265625,4777.58984375,2009.8758544921875,3693.656396484375,3999.999755859375,3999.999755859375,0.0014132170813224677,0.0057764860252583665,9.504423746040889,1.0,0.0,0.0
9,critic_backbone.6.weight,1146880,149762,0.1305821010044643,3252.25146484375,4414.849194335938,5001.0936376953105,6432.7734375,3198.75732421875,3999.999755859375,3999.999755859375,3999.999755859375,0.014900780628834452,0.03845934805327228,114.93257130214147,1.0,0.0,0.0
9,critic_backbone.7.bias,8960,0,0.0,1793.864501953125,2223.3527343749997,2375.0054931640625,2541.061279296875,1793.864501953125,2223.3527343749997,2375.0054931640625,2541.061279296875,0.0008403983270649665,0.004115171017058726,7.200654092856816,1.0,0.0,0.0
9,critic_backbone.7.weight,8960,70,0.0078125,2870.302734375,3301.5271484375,3674.63966796875,5049.37548828125,2863.53662109375,3301.5271484375,3674.63966796875,3999.999755859375,0.0008835014417335125,0.0024199170409701766,6.903534741061074,1.0,0.0,0.0
