epoch,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_fallback_trigger_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_candidate_score_mean,theta_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_candidate_score_mean,route_candidate_score_std,route_expected_score_mean,route_selected_score_mean,theta_ratio_mean,route_ratio_mean,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,advantage_action_alignment,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,conditional_policy_consistency_score
0,0.5024999976158142,0.5024999976158142,0.48770835995674133,0.48770835995674133,0.5024999976158142,2412.0,0,1.0,0.0,1.0,1.0,-0.0037495240103453398,0.002791316481307149,-0.006540841422975063,0.9920514822006226,-3.725290298461914e-09,0.9974848628044128,-0.0384620763361454,0.987191379070282,-7.102763106558996e-07,0.9964475035667419,-0.002511923899874091,-0.04097399488091469,1.0010075569152832,0.999774694442749,0.01917113922536373,0.001008235733024776,0.5262500047683716,0.002487562131136656,-0.031698279082775116,0.4975000023841858,0.0,0.501884400844574,0.4792703092098236,0.4825636148452759,0.5232036113739014,0.5042853653430939
1,0.4972916841506958,0.4972916841506958,0.491875022649765,0.491875022649765,0.4972916841506958,2387.0,0,1.0,0.0,1.0,1.0,0.005416846368461847,-0.0028195930644869804,0.00823644082993269,0.9411729574203491,-1.5397867425548384e-09,0.9974847435951233,0.011125393211841583,0.9640948176383972,-7.354943249993084e-07,0.99653559923172,-0.0027982050087302923,0.008327183313667774,1.0180065631866455,0.9956845045089722,0.011231111362576485,0.01395708043128252,0.5535416603088379,0.14327608048915863,-0.1644553691148758,0.5020833611488342,0.0,0.4969620704650879,0.5039798617362976,0.5039028525352478,0.49548810720443726,0.5310124158859253
2,0.4283333420753479,0.4283333420753479,0.5012500286102295,0.5012500286102295,0.4283333420753479,2056.0,0,1.0,0.0,1.0,1.0,0.14374755322933197,0.04653645306825638,0.097211092710495,0.8452869653701782,7.947286162490741e-10,0.9974852204322815,-0.014513351954519749,0.9174082279205322,4.204794663564826e-07,0.9970942735671997,-0.013214812614023685,-0.027728162705898285,1.051652193069458,1.0264090299606323,-0.025987084954977036,-0.008855750784277916,0.47208333015441895,0.27383267879486084,0.15619498491287231,0.5720833539962769,1.0,0.42794302105903625,0.48638132214546204,0.4859218895435333,0.5137711763381958,0.5924046337604523
3,0.39645835757255554,0.39645835757255554,0.5112500190734863,0.5112500190734863,0.39645835757255554,1903.0,0,1.0,0.0,1.0,1.0,0.20374703407287598,0.09377141296863556,0.10997561365365982,0.7567506432533264,-5.364418242947977e-09,0.9974817633628845,-0.04382764548063278,0.8478073477745056,-2.788545145904209e-07,0.9977372884750366,-0.023958230391144753,-0.06778587400913239,1.043723225593567,1.0355556011199951,-0.020994173362851143,-0.015095028094947338,0.3774999976158142,0.3042564392089844,0.051640696823596954,0.6027083396911621,0.375,0.39684873819351196,0.4676826000213623,0.4795180857181549,0.5446009635925293,0.6417600810527802
4,0.32229167222976685,0.32229167222976685,0.5143750309944153,0.5143750309944153,0.32229167222976685,1547.0,0,1.0,0.0,1.0,1.0,0.3295691907405853,0.18298739194869995,0.14658179879188538,0.6491892337799072,2.0422041302481375e-07,0.9974541664123535,-0.03859644755721092,0.7398266792297363,2.6922268148155126e-07,0.995948851108551,-0.05126532167196274,-0.08986177295446396,1.0533671379089355,1.0764379501342773,-0.03652673959732056,-0.05367768928408623,0.26895833015441895,0.3380737006664276,0.05759374052286148,0.6647917032241821,0.2876712381839752,0.32246220111846924,0.45313510298728943,0.47493404150009155,0.5649935603141785,0.7222180068492889
5,0.2693749964237213,0.2693749964237213,0.5383333563804626,0.5383333563804626,0.2693749964237213,1293.0,0,1.0,0.0,1.0,1.0,0.3171134293079376,0.22366608679294586,0.09344734996557236,0.5715858936309814,1.927198354678694e-06,0.9972941279411316,-0.007782759610563517,0.6038819551467896,-4.0552362179369084e-07,0.9979025721549988,-0.07581824064254761,-0.08360100537538528,1.0322293043136597,1.0891001224517822,-0.021503189578652382,-0.0613771490752697,0.15520833432674408,0.307037889957428,0.09666230529546738,0.6600000262260437,0.10854503512382507,0.2857471704483032,0.4578499495983124,0.4702093303203583,0.5532234311103821,0.7920948565006256
6,0.25312501192092896,0.25312501192092896,0.5595833659172058,0.5595833659172058,0.25312501192092896,1215.0,0,1.0,0.0,1.0,1.0,0.25457748770713806,0.18808138370513916,0.0664961040019989,0.5224075317382812,-1.3299286649726128e-07,0.9974234104156494,0.009952233172953129,0.5197679400444031,6.891817747600726e-07,0.996995747089386,-0.03466271981596947,-0.024710487574338913,1.0110961198806763,1.061866283416748,-0.0033406587317585945,-0.03780939057469368,0.12395833432674408,0.23374485969543457,-0.08959334343671799,0.628333330154419,0.07218044996261597,0.28216978907585144,0.4888888895511627,0.4554140269756317,0.47758620977401733,0.8188232779502869
7,0.2641666829586029,0.2641666829586029,0.5629166960716248,0.5629166960716248,0.2641666829586029,1268.0,0,1.0,0.0,1.0,1.0,0.26210159063339233,0.18221540749073029,0.07988621294498444,0.5070542097091675,-4.489285458930681e-07,0.9973887205123901,0.00909368321299553,0.4518936276435852,1.813052961097128e-07,0.9974046945571899,-0.10058190673589706,-0.09148821979761124,1.0204720497131348,1.0524921417236328,-0.013592968694865704,-0.03181423619389534,0.11395833641290665,0.20189274847507477,0.1080021858215332,0.6322916746139526,0.06172839179635048,0.2915181815624237,0.4550473392009735,0.4607087969779968,0.5530179738998413,0.8413992822170258
8,0.25958335399627686,0.25958335399627686,0.5512500405311584,0.5512500405311584,0.25958335399627686,1246.0,0,1.0,0.0,1.0,1.0,0.24124345183372498,0.18055586516857147,0.0606875866651535,0.47974738478660583,1.6885499576346774e-07,0.9974086880683899,-0.0035624695010483265,0.4048756957054138,1.8799859446971823e-08,0.998720109462738,-0.06623254716396332,-0.06979501992464066,1.0214463472366333,1.0231232643127441,-0.014267497695982456,-0.0003607981198001653,0.11708333343267441,0.1556982398033142,0.07759616523981094,0.6225000023841858,0.05079365149140358,0.2920887768268585,0.4646869897842407,0.45305514335632324,0.5209789872169495,0.8565653562545776
9,0.25854167342185974,0.25854167342185974,0.5581250190734863,0.5581250190734863,0.25854167342185974,1241.0,0,1.0,0.0,1.0,1.0,0.28791821002960205,0.2070104032754898,0.08090780675411224,0.48067012429237366,-8.625412988294556e-07,0.9973881840705872,0.00478041497990489,0.41241535544395447,-1.050453761308745e-06,0.9953709244728088,-0.06759613752365112,-0.06281573325395584,1.0183067321777344,1.0254275798797607,-0.010756364092230797,-0.0040298644453287125,0.12270833551883698,0.18694600462913513,0.1960623562335968,0.6450000405311584,0.08288288116455078,0.2814498841762543,0.46978244185447693,0.4446153938770294,0.5051724314689636,0.8523042500019073
