epoch,episode_reward,episode_cost,episode_queue_penalty,episode_delay,episode_local_delay_cost,episode_uplink_delay_cost,episode_backhaul_delay_cost,episode_bs_compute_delay_cost,episode_energy,episode_uplink_energy,episode_local_compute_energy,episode_bs_compute_energy,avg_total_backlog,avg_theta,num_steps,actor_loss,critic_loss,entropy
0.0,-803.2020351450458,375.02449783632886,428.17753730871704,374.9405431747804,236.19875681643984,10.671275372545296,0.43603751714255073,127.63447346865287,83.9546615481384,1.3704701568007047,31.25746188116269,51.326729510175014,4281775373.0871677,0.5060899712846118,100.0,-0.07887357690682013,13957.82177734375,33.083033879597984
1.0,-916.7189080696562,438.9874154979296,477.7314925717261,438.8943672992989,289.4213280615777,11.748906794239277,0.46566819906963697,137.25846424441227,93.0481986308869,1.4368083420070936,35.29154953580444,56.31984075307532,4777314925.717261,0.49890098544457884,100.0,-0.05135878128930926,18383.898111979168,33.08412535985311
2.0,-851.3732355838499,408.57740398351785,442.7958316003318,408.49164561855275,263.58445606779395,10.8350583609498,0.42480812115088695,133.6473230686585,85.75836496491524,1.3149134124326505,33.526307245497414,50.91714430698519,4427958316.00332,0.4997306284251192,100.0,-0.055594569188542664,14849.59375,33.067294915517174
3.0,-971.0281079358982,480.51828750439137,490.509820431507,480.4234663765324,317.7663653802362,12.672846427990592,0.5424673017561272,149.44178726654937,94.82112785915227,1.496344330807706,36.99336998522603,56.33141354311851,4905098204.315066,0.49996355389901614,100.0,-0.008963733135412136,20258.131103515625,33.054049809773765
4.0,-880.6685026249355,418.43060031145535,462.2379023134803,418.3423635842746,284.2385948550643,10.316738650296795,0.41462324554672036,123.3724068333669,88.23672718084117,1.3135717633292558,35.185959971398475,51.737195446113425,4622379023.134805,0.49459135869430276,100.0,-0.07980836539839704,16272.785522460938,33.058840115865074
5.0,-881.2185965119417,417.96203149190234,463.2565650200392,417.871712102072,273.0062255948733,11.290391909428875,0.4566730971428337,133.1184215006271,90.3193898302624,1.3673888628661806,34.26977237922492,54.682228588171284,4632565650.200391,0.49664854984813145,100.0,-0.0047102988076706724,17180.951416015625,33.06683890024821
6.0,-902.9835934818694,432.2808150458964,470.70277843597273,432.1898637069445,281.71205277513985,11.682989194510318,0.5172566687843635,138.27756506850994,90.95133895216982,1.437524012519223,34.8115074022767,54.70230753737394,4707027784.359729,0.5026242410289317,100.0,-0.016252155881375074,17945.87109375,33.081567446390785
7.0,-893.2212540132911,423.8786290243282,469.34262498896254,423.78714154570747,271.7287956997664,11.735023745659937,0.4921317597393668,139.83119034054155,91.4874786209468,1.4216260106664544,34.43233854157554,55.63351406870482,4693426249.889628,0.5045058805199588,100.0,-0.07415880099870265,17022.2646484375,33.09022315343221
8.0,-921.3434265736112,436.60534752595873,484.7380790476519,436.5115572193628,284.53571334560274,11.769777732305329,0.5199337302545285,139.68613241120022,93.79030659610645,1.4381720845761792,35.364748023642086,56.98738648788813,4847380790.47652,0.5096370027352483,100.0,-0.008405940529579917,18172.957641601562,33.097514629364014
9.0,-968.6613391213674,476.57576597357894,492.08557314778835,476.4800072609693,306.5123791302633,14.157313781837667,0.6220539605798395,155.1882603882885,95.75871260960767,1.5785153474708047,36.17888763367652,58.00130962846032,4920855731.477884,0.5073690556738287,100.0,-0.07588213697696726,19122.031087239582,33.097705364227295
