epoch,policy_surrogate_mode,actor_structure_mode,theta_only_step_kl,route_only_step_kl,theta_only_step_prob_gain,route_only_step_prob_gain,theta_after_route_shift,route_after_theta_shift,theta_head_grad_norm,route_head_grad_norm,theta_backbone_grad_norm,route_backbone_grad_norm,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_dual_optimizer_alternating_branch_pg,hierarchical_actor_separate_theta_route_backbones,0.00022803669580753194,0.0010338771618989995,0.00047005771398289653,-8.548134483135072e-05,0.0,0.0009174584469292313,0.19660945274905378,0.5210382800280629,0.33867765157813917,0.35878712937332574,0.4970833361148834,0.4970833361148834
1,hierarchical_actor_dual_optimizer_alternating_branch_pg,hierarchical_actor_separate_theta_route_backbones,0.0023340808098510023,0.002919985195603658,-0.0017231379435543204,-0.002377066800272587,0.0,0.0007731326055363752,0.2702582224805158,0.4611524279917446,0.458316035844528,0.41021893988583874,0.4908333420753479,0.4908333420753479
2,hierarchical_actor_dual_optimizer_alternating_branch_pg,hierarchical_actor_separate_theta_route_backbones,0.0018783234918373637,0.0019629249552963303,-0.0012985454337467671,-0.0014937718338842386,0.0,0.0007710647842031904,0.27065014814276345,0.5140545100902318,0.45053651665941424,0.44994271470835556,0.4945833384990692,0.4945833384990692
3,hierarchical_actor_dual_optimizer_alternating_branch_pg,hierarchical_actor_separate_theta_route_backbones,0.002113088251280715,0.0014397158194697113,-0.0016620712602161802,-0.0009289520055972389,0.0,0.0006788430393498857,0.28974817316711243,0.5261358686289282,0.4729352340586265,0.43813152099236197,0.4820833206176758,0.4820833206176758
4,hierarchical_actor_dual_optimizer_alternating_branch_pg,hierarchical_actor_separate_theta_route_backbones,0.002110214602362248,0.002535336564324098,-0.0016871125286343157,-0.0020515826658083825,0.0,0.0007310578403121326,0.2883223166255293,0.5660474359734132,0.447434546236514,0.4699075077451534,0.4650000035762787,0.4650000035762787
