epoch,ratio_mean,ratio_std,ratio_min,ratio_max,clip_fraction,positive_adv_clip_fraction,negative_adv_clip_fraction,approx_kl,entropy_loss,policy_loss,ratio_by_adv_sign
0,0.9785241484642029,0.03874882310628891,0.8824369311332703,1.0818206071853638,0.0,0.0,0.0,0.022492453455924988,-0.030163580551743507,0.0001319687580689788,"{""negative"": {""count"": 200, ""max"": 1.0818206071853638, ""mean"": 0.9785241484642029, ""min"": 0.8824369311332703, ""std"": 0.03874882310628891}, ""positive"": {""count"": 0, ""max"": 0.0, ""mean"": 0.0, ""min"": 0.0, ""std"": 0.0}}"
1,0.991308867931366,0.06372768431901932,0.8369478583335876,1.1542655229568481,0.0,0.0,0.0,0.010817528702318668,-0.030163580551743507,0.008391311392188072,"{""negative"": {""count"": 190, ""max"": 1.1542655229568481, ""mean"": 0.9920760989189148, ""min"": 0.8369478583335876, ""std"": 0.06455143541097641}, ""positive"": {""count"": 10, ""max"": 1.059762954711914, ""mean"": 0.9767336249351501, ""min"": 0.9124134182929993, ""std"": 0.04277675971388817}}"
2,1.0419738292694092,0.07461222261190414,0.8236280679702759,1.1922391653060913,0.0,0.0,0.0,-0.038488611578941345,-0.030163580551743507,0.008642434142529964,"{""negative"": {""count"": 186, ""max"": 1.1922391653060913, ""mean"": 1.0433290004730225, ""min"": 0.8236280679702759, ""std"": 0.07514923065900803}, ""positive"": {""count"": 14, ""max"": 1.1221145391464233, ""mean"": 1.0239711999893188, ""min"": 0.9059956073760986, ""std"": 0.0644206777215004}}"
3,1.0539392232894897,0.07840824127197266,0.7678635716438293,1.204653024673462,0.014999999664723873,0.0,0.016483517363667488,-0.04962996020913124,-0.030163580551743507,-0.003907268401235342,"{""negative"": {""count"": 182, ""max"": 1.204653024673462, ""mean"": 1.0557323694229126, ""min"": 0.7678635716438293, ""std"": 0.0785672515630722}, ""positive"": {""count"": 18, ""max"": 1.141916036605835, ""mean"": 1.03580904006958, ""min"": 0.8855838775634766, ""std"": 0.07439268380403519}}"
4,1.0579853057861328,0.05231654644012451,0.834865391254425,1.213732123374939,0.004999999888241291,0.0,0.005988024175167084,-0.055116571485996246,-0.030163580551743507,0.0047702481970191,"{""negative"": {""count"": 167, ""max"": 1.213732123374939, ""mean"": 1.0579007863998413, ""min"": 0.834865391254425, ""std"": 0.05203595384955406}, ""positive"": {""count"": 33, ""max"": 1.1789929866790771, ""mean"": 1.058412790298462, ""min"": 0.9169764518737793, ""std"": 0.05371200665831566}}"
5,1.0439192056655884,0.047429099678993225,0.8812246918678284,1.1884139776229858,0.0,0.0,0.0,-0.04194025695323944,-0.030163580551743507,0.014358734712004662,"{""negative"": {""count"": 171, ""max"": 1.1884139776229858, ""mean"": 1.043647050857544, ""min"": 0.8812246918678284, ""std"": 0.0476546585559845}, ""positive"": {""count"": 29, ""max"": 1.1363195180892944, ""mean"": 1.0455244779586792, ""min"": 0.9514710903167725, ""std"": 0.046043895184993744}}"
6,1.0158793926239014,0.03984513506293297,0.8229957818984985,1.1129143238067627,0.0,0.0,0.0,-0.014974400401115417,-0.030163580551743507,0.014778144657611847,"{""negative"": {""count"": 164, ""max"": 1.1129143238067627, ""mean"": 1.0159913301467896, ""min"": 0.8229957818984985, ""std"": 0.04081058129668236}, ""positive"": {""count"": 36, ""max"": 1.0875451564788818, ""mean"": 1.0153694152832031, ""min"": 0.9480597972869873, ""std"": 0.03510814905166626}}"
7,1.0215847492218018,0.04193143919110298,0.8135504722595215,1.1289225816726685,0.0,0.0,0.0,-0.02048814296722412,-0.030163580551743507,0.01174472738057375,"{""negative"": {""count"": 141, ""max"": 1.1289225816726685, ""mean"": 1.023142695426941, ""min"": 0.8135504722595215, ""std"": 0.04460171237587929}, ""positive"": {""count"": 59, ""max"": 1.0951957702636719, ""mean"": 1.0178617238998413, ""min"": 0.9442468881607056, ""std"": 0.034443844109773636}}"
8,1.0169212818145752,0.038548629730939865,0.8081634044647217,1.1288191080093384,0.0,0.0,0.0,-0.016034716740250587,-0.030163580551743507,0.004467271734029055,"{""negative"": {""count"": 144, ""max"": 1.1288191080093384, ""mean"": 1.0180938243865967, ""min"": 0.8081634044647217, ""std"": 0.03982129320502281}, ""positive"": {""count"": 56, ""max"": 1.0865830183029175, ""mean"": 1.0139062404632568, ""min"": 0.8768947124481201, ""std"": 0.03488408774137497}}"
9,1.0136432647705078,0.03513942286372185,0.8781217336654663,1.1031684875488281,0.0,0.0,0.0,-0.012943814508616924,-0.030163580551743507,0.008915305137634277,"{""negative"": {""count"": 127, ""max"": 1.1031684875488281, ""mean"": 1.0113089084625244, ""min"": 0.9025946259498596, ""std"": 0.03541281074285507}, ""positive"": {""count"": 73, ""max"": 1.081860065460205, ""mean"": 1.0177048444747925, ""min"": 0.8781217336654663, ""std"": 0.03428185358643532}}"
