epoch,policy_surrogate_mode,actor_structure_mode,theta_backbone_grad_norm,route_backbone_grad_norm,theta_route_feature_correlation,theta_head_grad_norm,route_head_grad_norm,theta_route_head_correlation,route_mask_mean,route_mask_active_fraction,offload_rate_mean
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0724159197568803,0.05701634965476505,0.04806996509432793,0.08034027324304227,0.08461142852496993,0.05047857016324997,0.4975000023841858,0.4975000023841858,0.4994763433933258
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.09408479752540669,0.09282207649836217,0.01586897484958172,0.06710082355134565,0.08935822092470391,0.0646461769938469,0.49145835638046265,0.49145835638046265,0.49718090891838074
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.1000333186442094,0.11900689814722375,0.0322519913315773,0.06345397558936401,0.09535818877447297,0.028972625732421875,0.42770835757255554,0.42770835757255554,0.47627687454223633
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.09396206119842021,0.12157967897233175,0.017502257600426674,0.05623743913687314,0.08991598993982586,0.04218707233667374,0.37437501549720764,0.37437501549720764,0.4480511546134949
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.0861122949306193,0.15078464992906088,0.006178262177854776,0.0497980753433218,0.09655884813977642,0.02120823785662651,0.3135416805744171,0.3135416805744171,0.39502692222595215
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.07453302714167179,0.14610968597446122,0.014182946644723415,0.04389219465924832,0.08488734201816137,0.034910496324300766,0.26895833015441895,0.26895833015441895,0.3469487130641937
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.07047512623563397,0.13635449135538336,0.020908840000629425,0.03970482444816243,0.06921605319815262,-0.01350601390004158,0.2643750011920929,0.2643750011920929,0.3190735876560211
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.06875872322770533,0.1269526898365103,0.03746747970581055,0.0388389884990248,0.06476675313155049,0.03156161680817604,0.25854167342185974,0.25854167342185974,0.3213018476963043
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.06379947641234929,0.11072871753447522,0.011234721168875694,0.03423185073566011,0.05432948070583368,0.02763226628303528,0.2581250071525574,0.2581250071525574,0.315342515707016
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.06612209922740024,0.11840480426076776,0.0169873908162117,0.03322465234408944,0.05181778254723645,0.01074657216668129,0.2564583420753479,0.2564583420753479,0.3143337666988373
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.06420438244629999,0.09124949815417392,0.026575148105621338,0.029895931851438816,0.04434307267585995,0.029932908713817596,0.26645833253860474,0.26645833253860474,0.3121762275695801
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.06950310116850078,0.07644578940414941,0.020078154280781746,0.027990743104557576,0.0453843099863365,-0.02603042498230934,0.3658333420753479,0.3658333420753479,0.3923672139644623
