block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,block_advantage_mean,block_advantage_std,block_advantage_max,block_advantage_min,block_clip_fraction,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0036003359127789736,0.253152072429657,0.8615180253982544,-0.7027695178985596,0.29999998211860657,-0.10470223426818848,0.4639844000339508,0
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.004026805050671101,0.4588688015937805,1.53682541847229,-1.6104161739349365,0.08500000089406967,-0.06056817248463631,0.3745555281639099,0
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.001468459377065301,0.45813262462615967,1.4284131526947021,-1.8164865970611572,0.8899999856948853,-0.18660759925842285,0.636009693145752,0
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,2.7298479835735634e-05,0.21594609320163727,0.8186782598495483,-0.4661470353603363,0.5049999952316284,-0.12773755192756653,0.5076436996459961,0
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0020229278597980738,0.26761338114738464,1.1932883262634277,-0.7999669909477234,0.14000000059604645,-0.06124897673726082,0.5317228436470032,0
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.002102112164720893,0.5040936470031738,1.7711492776870728,-1.7742621898651123,0.9749999642372131,-0.16879042983055115,0.6037338972091675,0
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0011857599020004272,0.500300943851471,2.0855982303619385,-1.9359787702560425,0.6150000095367432,-0.2175527960062027,0.49340370297431946,0
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0021001503337174654,0.22089239954948425,0.7789682149887085,-0.6093822717666626,0.05999999865889549,-0.11419913917779922,0.3949882984161377,0
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0007551949820481241,0.31116101145744324,0.9564006328582764,-0.8969073295593262,0.9149999618530273,-0.21998943388462067,0.44717270135879517,0
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.005329236388206482,0.49180686473846436,1.4723730087280273,-1.5682213306427002,0.17999999225139618,-0.20531456172466278,0.3979867994785309,0
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.005818841978907585,0.4957388937473297,1.5197277069091797,-1.427361249923706,0.3499999940395355,-0.10189588367938995,0.5158264636993408,0
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0007106435368768871,0.2364598512649536,0.8645835518836975,-0.6986444592475891,0.7899999618530273,-0.1768183708190918,0.5267612934112549,0
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.00046443878090940416,0.2704707384109497,0.7224705219268799,-0.8728018999099731,0.8100000023841858,-0.1922193169593811,0.5751655697822571,0
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.005136493127793074,0.40076160430908203,1.1162936687469482,-1.2363024950027466,0.014999999664723873,-0.03878667578101158,0.29855668544769287,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.005890795961022377,0.41907045245170593,1.1913557052612305,-1.2779178619384766,0.9599999785423279,-0.09637346118688583,0.7833023071289062,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0019257399253547192,0.17478641867637634,0.5200346112251282,-0.4430505633354187,0.3649999797344208,-0.18000994622707367,0.4375137388706207,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004791622515767813,0.24647782742977142,0.6997054815292358,-0.7260814309120178,0.07000000029802322,-0.12147253006696701,0.41540029644966125,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.006295996718108654,0.4398171007633209,1.1763195991516113,-1.1452404260635376,0.9249999523162842,-0.2234618067741394,0.5692991614341736,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.007401897106319666,0.45079123973846436,1.2918193340301514,-1.2132211923599243,0.3400000035762787,-0.08321190625429153,0.4896599054336548,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0005033916095271707,0.21447402238845825,0.501971960067749,-0.7059308290481567,0.4050000011920929,-0.17846767604351044,0.5634836554527283,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0012554010609164834,0.2846492528915405,0.8118491172790527,-0.9389175772666931,0.9799999594688416,-0.12175475060939789,0.6959514021873474,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0005774628953076899,0.5194470286369324,1.3360533714294434,-2.083428382873535,0.2750000059604645,-0.08401138335466385,0.47976261377334595,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0007002264028415084,0.5167188048362732,1.3420093059539795,-1.8953622579574585,0.5299999713897705,-0.1303177773952484,0.5242654085159302,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004034106153994799,0.22059912979602814,0.7462686896324158,-0.8214175701141357,0.9449999928474426,-0.1572621464729309,0.654039740562439,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0032248818315565586,0.26694273948669434,0.7957303524017334,-0.8938109874725342,0.6349999904632568,-0.10250401496887207,1.765416145324707,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.004696565214544535,0.4519720673561096,1.3785779476165771,-1.2588160037994385,0.44999998807907104,-0.1361701786518097,0.7041316628456116,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.002384813269600272,0.4731427729129791,1.500553846359253,-1.266853928565979,0.8650000095367432,-0.3061913549900055,0.8658207058906555,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.00687565840780735,0.23955415189266205,0.6971428394317627,-0.5869446396827698,0.6200000047683716,-0.2907785177230835,0.5346964001655579,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.00020266503270249814,0.28344613313674927,0.802187979221344,-0.8925853967666626,0.4949999749660492,-0.23783166706562042,0.48614588379859924,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0013851565308868885,0.4866925776004791,1.3518521785736084,-1.3174809217453003,0.824999988079071,-0.3790450990200043,0.7026980519294739,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0030587278306484222,0.5189167857170105,1.531793475151062,-1.258793830871582,0.6150000095367432,-0.19054068624973297,0.8774767518043518,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0009137916495092213,0.27761778235435486,0.911183774471283,-0.6462182998657227,0.35499998927116394,-0.07637474685907364,0.6684063673019409,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.00497539434581995,0.36327266693115234,1.0183742046356201,-1.22378408908844,0.7599999904632568,-0.2938448190689087,0.6690284013748169,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.003554261289536953,0.5171829462051392,1.446019172668457,-1.7329390048980713,0.5999999642372131,-0.14783208072185516,0.850906491279602,1
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.000363309372914955,0.5119067430496216,1.3862769603729248,-1.4802463054656982,0.4749999940395355,-0.13937796652317047,0.5880469679832458,1
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0016825338825583458,0.2477189004421234,0.6335166692733765,-0.599983811378479,0.7450000047683716,-0.25786522030830383,0.5875703692436218,1
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0007724430761300027,0.22429509460926056,0.7474262714385986,-0.5562462210655212,0.6349999904632568,-0.2564936578273773,0.5619934797286987,1
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0005665755015797913,0.3892575800418854,1.298133373260498,-1.2529281377792358,0.4449999928474426,-0.16704191267490387,0.5376660823822021,1
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0004356211284175515,0.3995415270328522,1.404717206954956,-1.0429887771606445,0.75,-0.26029643416404724,0.6215029954910278,1
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0004323500907048583,0.22642649710178375,0.6323577761650085,-0.5719342827796936,0.7099999785423279,-0.28727859258651733,0.5409581661224365,1
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0005589601350948215,0.27580028772354126,0.826633095741272,-0.7505192756652832,0.5249999761581421,-0.19031085073947906,0.5854970216751099,1
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.006729888264089823,0.4940492808818817,1.5812797546386719,-1.3956115245819092,0.7799999713897705,-0.33542105555534363,0.6355090737342834,1
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.009917721152305603,0.5188218951225281,1.4816758632659912,-1.812302589416504,0.48499998450279236,-0.17843300104141235,0.5895422101020813,1
19,57,60,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.00014018057845532894,0.2295808345079422,0.5372127294540405,-0.5800908803939819,0.375,-0.14580091834068298,0.5948004126548767,1
20,60,63,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004613877739757299,0.30624186992645264,0.8153993487358093,-0.8640228509902954,0.6200000047683716,-0.2849816381931305,0.5766874551773071,1
21,63,66,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.002373166847974062,0.4712999165058136,1.3185534477233887,-1.4515609741210938,0.550000011920929,-0.27563801407814026,0.5104014873504639,1
22,66,69,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0008767687832005322,0.4638672173023224,1.1829466819763184,-1.4872629642486572,0.39499998092651367,-0.11715944111347198,0.6290595531463623,1
23,69,72,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0035657286643981934,0.26914182305336,0.7686609625816345,-0.6824344396591187,0.7299999594688416,-0.30545976758003235,0.5985044836997986,1
0,0,3,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0006014024838805199,0.28768059611320496,0.7311275601387024,-0.9065893888473511,0.6100000143051147,-0.28600338101387024,0.8678941130638123,2
1,3,6,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0011596435215324163,0.43081721663475037,1.2200170755386353,-1.2147928476333618,0.429999977350235,-0.19369249045848846,0.5980260968208313,2
2,6,9,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0004311680677346885,0.4479290843009949,1.1714248657226562,-1.2091641426086426,0.824999988079071,-0.48450446128845215,0.5066050291061401,2
3,9,12,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.002401981968432665,0.2666078805923462,0.9669593572616577,-0.7024707198143005,0.5399999618530273,-0.30551907420158386,0.5101439356803894,2
4,12,15,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0009545762441121042,0.28091755509376526,0.836350679397583,-0.6534961462020874,0.35499998927116394,-0.2237929105758667,0.48877814412117004,2
5,15,18,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0007777523715049028,0.4756500720977783,1.9512516260147095,-2.2741427421569824,0.6649999618530273,-0.37356629967689514,0.6359672546386719,2
6,18,21,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0026702957693487406,0.4916819930076599,1.8187302350997925,-2.0929818153381348,0.5149999856948853,-0.27138638496398926,0.6292400360107422,2
7,21,24,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0024503159802407026,0.25547006726264954,0.635658860206604,-0.6935707330703735,0.39499998092651367,-0.13845232129096985,0.6760926246643066,2
8,24,27,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0012035530526190996,0.3203224539756775,0.8253015875816345,-0.878317654132843,0.7799999713897705,-0.31366974115371704,0.7003269195556641,2
9,27,30,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.005447461269795895,0.5055781006813049,1.6790733337402344,-1.4004193544387817,0.5699999928474426,-0.30876845121383667,0.5025256276130676,2
10,30,33,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.006556842941790819,0.5069978833198547,1.6854116916656494,-1.5623550415039062,0.41499999165534973,-0.22202587127685547,0.5157932639122009,2
11,33,36,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0002376300108153373,0.27094724774360657,1.011076807975769,-0.8426727652549744,0.7899999618530273,-0.27732399106025696,0.6837254762649536,2
12,36,39,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.00042217192822135985,0.2707434594631195,0.7689694166183472,-0.9654132723808289,0.574999988079071,-0.2752265930175781,0.574436604976654,2
13,39,42,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.0013536256738007069,0.4523203670978546,1.3713433742523193,-1.5136351585388184,0.29999998211860657,-0.16676759719848633,0.4416709840297699,2
14,42,45,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.005487767513841391,0.44169744849205017,1.3310487270355225,-1.3200360536575317,0.8499999642372131,-0.35075560212135315,0.7038173079490662,2
15,45,48,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.004052497446537018,0.23877602815628052,0.6987236738204956,-0.7014958262443542,0.6100000143051147,-0.30934497714042664,0.5864725112915039,2
16,48,51,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,0.0016143243992701173,0.2486812174320221,0.6900464296340942,-0.8651292324066162,0.3449999988079071,-0.20655062794685364,0.5533999800682068,2
17,51,54,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.007584878243505955,0.46467161178588867,1.3181285858154297,-1.3003756999969482,0.7649999856948853,-0.3842634856700897,0.8319470882415771,2
18,54,57,3,dispatch_decision_block,hierarchical_actor_joint_reward_aligned_credit,-0.010377748869359493,0.4664078950881958,1.2002578973770142,-1.2785725593566895,0.4949999749660492,-0.32379579544067383,0.5604246258735657,2
