epoch,policy_surrogate_mode,actor_structure_mode,theta_ratio_mean,theta_ratio_std,theta_ratio_max,route_ratio_mean,route_ratio_std,route_ratio_max,offload_active_fraction,route_logprob_active_fraction,theta_positive_fraction,route_credit_gate_fraction,route_credit_effective_fraction,route_credit_effective_count,route_credit_weight_mean,route_credit_weight_std,route_credit_weight_min,route_credit_weight_max,theta_candidate_score_mean,theta_candidate_score_std,theta_selected_score_mean,theta_expected_score_mean,theta_residual_credit_mean,theta_residual_credit_std,theta_residual_credit_min,theta_residual_credit_max,route_candidate_score_mean,route_candidate_score_std,route_residual_credit_mean,route_residual_credit_std,route_residual_credit_min,route_residual_credit_max,route_expected_score_mean,route_selected_score_mean,route_decision_agreement_ratio,actual_bs1_rate_when_route_true_gap_positive,actual_bs1_rate_when_route_true_gap_negative,route_score_vector_mean_abs,route_score_vector_std,route_credit_fallback_trigger_count,route_credit_fallback_rate,theta_old_logprob_mean,theta_new_logprob_mean,route_old_logprob_mean,route_new_logprob_mean,joint_old_logprob_mean,joint_new_logprob_mean,joint_ratio_mean,joint_approx_kl,joint_clip_fraction,joint_selected_score_mean,joint_expected_score_mean,joint_residual_credit_mean,joint_residual_credit_std,joint_residual_credit_min,joint_residual_credit_max,joint_action_decision_agreement_ratio_under_reward_aligned,actual_local_rate_when_reward_aligned_best_is_local,actual_bs1_rate_when_reward_aligned_best_is_bs1,actual_bs2_rate_when_reward_aligned_best_is_bs2,offload_decision_agreement_ratio,actual_offload_rate_when_theta_true_gap_positive,actual_offload_rate_when_theta_true_gap_negative,theta_approx_kl,route_approx_kl,theta_clip_fraction,route_clip_fraction,conditional_policy_consistency_score,theta_only_step_kl,route_only_step_kl,theta_kl_target,route_kl_target,theta_early_stop_count,route_early_stop_count,coupled_stop_trigger_count,coupled_stop_blocked_by_theta_floor_count,coupled_stop_blocked_by_severity_gate_count,coupled_stop_min_theta_updates_per_epoch,coupled_stop_severity_factor,coupled_stop_severity_freeze_kl_threshold,route_update_cap_trigger_count,route_update_cap_per_epoch,route_alignment_gate_threshold,route_alignment_gate_accept_count,route_alignment_gate_reject_count,route_alignment_gate_reject_rate,route_alignment_gate_score_mean,route_step_alignment_mean,route_step_alignment_min,route_step_alignment_max,route_step_accept_count,route_step_reject_count,route_step_accept_rate,route_step_reject_rate,theta_update_count,route_update_count,route_mask_mean,route_mask_active_fraction,route_mask_threshold,route_confident_mask_margin
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,0.998906672000885,0.19677825272083282,1.3054938316345215,0.9976951479911804,0.04082369804382324,1.2085251808166504,0.4975000023841858,0.4975000023841858,0.5016666650772095,0.5016666650772095,0.4975000023841858,2388.0,1.0,0.0,1.0,1.0,6.9042047634582104e-09,0.9974852800369263,0.006249889265745878,0.0023110732436180115,0.0039388155564665794,0.99014812707901,-1.1151583194732666,1.1258842945098877,3.6193347341395565e-07,0.9969696998596191,0.046486545354127884,0.9859390258789062,-1.143773078918457,1.1489671468734741,-0.0008422679384239018,0.04564427584409714,0.5217755436897278,0.5612722039222717,0.5084226727485657,0.9946339130401611,0.9971319437026978,0,0.0,-0.6857490539550781,-0.7066710591316223,-0.6831438541412354,-0.6863004565238953,-1.0256130695343018,-1.0481055974960327,0.9978788495063782,0.022492453455924988,0.546875,0.12937311828136444,0.1241246834397316,0.005248446483165026,1.031287670135498,-1.665629267692566,1.6760951280593872,0.41958335041999817,0.5049034953117371,0.28333333134651184,0.23595505952835083,0.502916693687439,1.0,0.4970674514770508,0.020922040566802025,0.0031566049437969923,0.5170833468437195,0.0012562813935801387,0.5040952563285828,0.00023772456296293446,0.0004695409145564814,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,4.242016529393108e-05,4.242016529393108e-05,-0.0016125929541885853,0.0020268852822482586,70,0,1.0,0.0,70,70,0.4975000023841858,0.4975000023841858,0.5,0.0
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0235968828201294,0.23403741419315338,1.6211055517196655,0.9994732141494751,0.14358018338680267,1.6156502962112427,0.49145835638046265,0.49145835638046265,0.49770835041999817,0.49770835041999817,0.49145835638046265,2359.0,1.0,0.0,1.0,1.0,1.862645149230957e-09,0.9974846839904785,0.016666637733578682,0.005141765810549259,0.011524871923029423,0.9437729120254517,-1.297374963760376,1.3459655046463013,6.341110747598577e-07,0.9965382218360901,-0.03670492768287659,0.9657341837882996,-1.2834563255310059,1.4216309785842896,-0.005664544180035591,-0.042369477450847626,0.4785926342010498,0.484769344329834,0.5271966457366943,0.9947253465652466,0.9972220659255981,0,0.0,-0.6399452686309814,-0.6452943086624146,-0.6630276441574097,-0.6741546988487244,-0.9657956957817078,-0.9766132831573486,1.0270267724990845,0.010817528702318668,0.690416693687439,0.277532160282135,0.17327383160591125,0.10425829887390137,0.9751774668693542,-1.7740613222122192,1.682739496231079,0.47208333015441895,0.5574730038642883,0.3016476631164551,0.2859008014202118,0.5077083706855774,0.25,0.4911912679672241,0.005349074490368366,0.011126993224024773,0.543749988079071,0.15896566212177277,0.5318652093410492,-1.569949613440258e-05,0.0007484503405878837,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,1.4183898796155908e-05,1.4183898796155908e-05,-0.0026812423020601273,0.0035547998268157244,70,0,1.0,0.0,70,70,0.49145835638046265,0.49145835638046265,0.5,0.0
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0560708045959473,0.21314160525798798,1.6979784965515137,1.0335924625396729,0.17672975361347198,1.5995959043502808,0.42770835757255554,0.42770835757255554,0.5039583444595337,0.5039583444595337,0.42770835757255554,2053.0,1.0,0.0,1.0,1.0,-7.947286162490741e-10,0.9974850416183472,0.1445806473493576,0.04962756484746933,0.09495307505130768,0.8439781665802002,-1.401444435119629,1.4440033435821533,2.380440491833724e-06,0.9975218772888184,-0.03461979329586029,0.9301865696907043,-1.3722652196884155,1.42392897605896,-0.021833550184965134,-0.05645335093140602,0.4705309271812439,0.45136919617652893,0.5065990090370178,0.994727373123169,0.9972251653671265,0,0.0,-0.5499444603919983,-0.5189204216003418,-0.6266939043998718,-0.6092416048049927,-0.8179866671562195,-0.7794981002807617,1.0737375020980835,-0.038488611578941345,0.6293750405311584,0.5185569524765015,0.27505382895469666,0.243503138422966,0.843490481376648,-1.762188196182251,1.681498408317566,0.5793750286102295,0.6873648762702942,0.33898305892944336,0.3744911849498749,0.5729166865348816,1.0,0.42761367559432983,-0.031024081632494926,-0.017452383413910866,0.46666666865348816,0.28397467732429504,0.5918750762939453,-0.0004617898268666717,-0.001358984439762675,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,2.551484927347961e-05,2.551484927347961e-05,-0.0026728983502835035,0.003138741245493293,70,0,1.0,0.0,70,70,0.42770835757255554,0.42770835757255554,0.5,0.0
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0536777973175049,0.19423776865005493,1.7165433168411255,1.0643885135650635,0.18778689205646515,1.720595121383667,0.37437501549720764,0.37437501549720764,0.5085417032241821,0.5085417032241821,0.37437501549720764,1797.0,1.0,0.0,1.0,1.0,-1.5166898492680048e-07,0.9974672794342041,0.2516665756702423,0.10701353847980499,0.14465302228927612,0.731804609298706,-1.4743738174438477,1.4513508081436157,-5.688479021159765e-09,0.997552216053009,-0.04120331630110741,0.8439238667488098,-1.5104577541351318,1.5338268280029297,-0.048415977507829666,-0.08961929380893707,0.45631611347198486,0.4731903672218323,0.5580057501792908,0.994679868221283,0.9971787333488464,0,0.0,-0.45589688420295715,-0.42316582798957825,-0.543075442314148,-0.4979364275932312,-0.659210741519928,-0.6095808148384094,1.0794516801834106,-0.04962996020913124,0.5118750333786011,0.6130144596099854,0.3599161207675934,0.2530983090400696,0.7204298377037048,-1.865221619606018,1.6693094968795776,0.6227083206176758,0.7583203315734863,0.358638733625412,0.3373934328556061,0.6266666650772095,0.5999999642372131,0.37339508533477783,-0.03273105248808861,-0.04513897746801376,0.36500000953674316,0.33388984203338623,0.6582551002502441,-0.0006246104182667166,-0.0031630962952996404,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.00010845643552914096,0.00010845643552914096,-0.004210906568914652,0.0058561405166983604,70,0,1.0,0.0,70,70,0.37437501549720764,0.37437501549720764,0.5,0.0
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0505818128585815,0.16207243502140045,1.6699249744415283,1.087480068206787,0.2122018188238144,1.980956792831421,0.3135416805744171,0.3135416805744171,0.5143750309944153,0.5143750309944153,0.3135416805744171,1505.0,1.0,0.0,1.0,1.0,-5.6835514072872684e-08,0.9974530339241028,0.346652090549469,0.19820697605609894,0.14844508469104767,0.6443698406219482,-1.4707096815109253,1.4410020112991333,-5.072137128081522e-07,0.99814373254776,-0.051569148898124695,0.7506934404373169,-1.5270620584487915,1.4577172994613647,-0.08797658979892731,-0.1395457535982132,0.4305647611618042,0.4301075339317322,0.570105791091919,0.994733989238739,0.9972306489944458,0,0.0,-0.3801719844341278,-0.34443581104278564,-0.45486465096473694,-0.39305341243743896,-0.5227910280227661,-0.46767446398735046,1.0794780254364014,-0.055116571485996246,0.3737500011920929,0.6938587427139282,0.442843496799469,0.25101521611213684,0.6084108352661133,-1.8143272399902344,1.7314496040344238,0.6695833206176758,0.847690761089325,0.3567318916320801,0.35990890860557556,0.674791693687439,0.33908045291900635,0.31312471628189087,-0.03573617339134216,-0.06181124225258827,0.2422916740179062,0.3727574646472931,0.7226713597774506,-0.000860212830801694,-0.004617629705379451,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.00039662654363123044,0.00039662654363123044,-0.01097170077264309,0.007455953396856785,70,0,1.0,0.0,70,70,0.3135416805744171,0.3135416805744171,0.5,0.0
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0345064401626587,0.13917112350463867,1.8194868564605713,1.0910732746124268,0.20007672905921936,2.1212804317474365,0.26895833015441895,0.26895833015441895,0.5410416722297668,0.5410416722297668,0.26895833015441895,1291.0,1.0,0.0,1.0,1.0,-2.2731100557393802e-07,0.9974203109741211,0.327084481716156,0.21811150014400482,0.10897299647331238,0.568312406539917,-1.4452009201049805,1.4044169187545776,-1.048949434334645e-05,0.9980949759483337,-0.04389691725373268,0.604345440864563,-1.3830046653747559,1.4949358701705933,-0.17371739447116852,-0.2176143229007721,0.3919442296028137,0.4202626645565033,0.6291390657424927,0.994228720664978,0.9967714548110962,0,0.0,-0.3102339208126068,-0.2863823473453522,-0.3240445852279663,-0.25679001212120056,-0.39738842844963074,-0.3554481565952301,1.060653567314148,-0.04194025695323944,0.27666667103767395,0.7045146822929382,0.4913131296634674,0.21320155262947083,0.5104448795318604,-1.8083350658416748,1.7824770212173462,0.6664583683013916,0.9193892478942871,0.3454759120941162,0.27890557050704956,0.6654166579246521,0.1149144321680069,0.2841767966747284,-0.023851582780480385,-0.06725457310676575,0.16291667520999908,0.2927962839603424,0.7901245653629303,-0.00048735562546166225,-0.004811338276236451,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,6.4445374456616785e-06,6.4445374456616785e-06,-0.0032202922739088535,0.008159222081303596,70,0,1.0,0.0,70,70,0.26895833015441895,0.26895833015441895,0.5,0.0
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.010593295097351,0.1197899654507637,1.6726083755493164,1.0623466968536377,0.1770312339067459,2.154071092605591,0.2643750011920929,0.2643750011920929,0.5662500262260437,0.5662500262260437,0.2643750011920929,1269.0,1.0,0.0,1.0,1.0,3.5133834330736136e-07,0.997360110282898,0.2437410056591034,0.17800460755825043,0.06573636829853058,0.5293532609939575,-1.4689322710037231,1.3960678577423096,2.8613987979042577e-07,0.9983534216880798,-0.018413446843624115,0.5257852673530579,-1.6111986637115479,1.406809687614441,-0.16203302145004272,-0.18044647574424744,0.4105595052242279,0.40248966217041016,0.58620685338974,0.994350790977478,0.9968600869178772,0,0.0,-0.2686798870563507,-0.265575110912323,-0.25523898005485535,-0.21034200489521027,-0.3361586630344391,-0.32118430733680725,1.028809666633606,-0.014974400401115417,0.2122916728258133,0.6759145855903625,0.509608268737793,0.1663063019514084,0.46876391768455505,-1.6963454484939575,1.8974597454071045,0.6533333659172058,0.926214337348938,0.33571431040763855,0.281868577003479,0.6235416531562805,0.10787172615528107,0.2911980450153351,-0.0031047682277858257,-0.04489696025848389,0.12020833790302277,0.21276596188545227,0.8141297101974487,-0.00010479277721710137,-0.0034399174983263947,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,2.788914381588776e-05,2.788914381588776e-05,-0.005151376593858004,0.0034396019764244556,70,0,1.0,0.0,70,70,0.2643750011920929,0.2643750011920929,0.5,0.0
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.018080711364746,0.1177922785282135,1.8089122772216797,1.0595993995666504,0.19273154437541962,2.8280768394470215,0.25854167342185974,0.25854167342185974,0.5739583373069763,0.5739583373069763,0.25854167342185974,1241.0,1.0,0.0,1.0,1.0,-7.284184277978056e-08,0.9973678588867188,0.25499287247657776,0.1748117059469223,0.08018115907907486,0.5134990811347961,-1.3661627769470215,1.3791954517364502,-2.3318335706790094e-08,0.9971230626106262,-0.012600176967680454,0.4304382801055908,-1.3306952714920044,1.5138401985168457,-0.17273160815238953,-0.185331791639328,0.4069298803806305,0.3996598422527313,0.5866872668266296,0.9940356612205505,0.9965871572494507,0,0.0,-0.2595943212509155,-0.2488589733839035,-0.18386688828468323,-0.14614444971084595,-0.3071315586566925,-0.2866434156894684,1.0343921184539795,-0.02048814296722412,0.19104167819023132,0.7092161178588867,0.5395997762680054,0.16961632668972015,0.4407540261745453,-1.8108431100845337,1.7242083549499512,0.6700000166893005,0.9392470717430115,0.3454894423484802,0.3125581443309784,0.6285417079925537,0.07255520671606064,0.2868179678916931,-0.010735321789979935,-0.03772243857383728,0.11895833909511566,0.18936342000961304,0.8463906645774841,-0.0002495466171499824,-0.003181929438869702,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,-1.8942652410000196e-05,-1.8942652410000196e-05,-0.010300752706825733,0.01633438654243946,70,0,1.0,0.0,70,70,0.25854167342185974,0.25854167342185974,0.5,0.0
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0210421085357666,0.11445321142673492,1.7290273904800415,1.0295941829681396,0.1822468638420105,2.254692316055298,0.2581250071525574,0.2581250071525574,0.5614583492279053,0.5614583492279053,0.2581250071525574,1239.0,1.0,0.0,1.0,1.0,-2.6221698590234155e-07,0.9973999857902527,0.23373128473758698,0.1713954359292984,0.062335867434740067,0.48781490325927734,-1.403501272201538,1.4051034450531006,1.1959414791817835e-07,0.9979425668716431,-0.023609653115272522,0.3895808756351471,-1.5177711248397827,1.4760668277740479,-0.2217455953359604,-0.2453552633523941,0.3769168555736542,0.3707664906978607,0.6181277632713318,0.9945554733276367,0.9970552325248718,0,0.0,-0.23808996379375458,-0.22398455440998077,-0.15139909088611603,-0.14392481744289398,-0.2771698832511902,-0.26113516092300415,1.029721736907959,-0.016034716740250587,0.1704166680574417,0.7389111518859863,0.5760176181793213,0.16289354860782623,0.4069039225578308,-1.889493703842163,1.677897334098816,0.6877083778381348,0.9431450366973877,0.3576233386993408,0.3197519779205322,0.6183333396911621,0.0806223526597023,0.28926026821136475,-0.01410541869699955,-0.007474273908883333,0.11604166775941849,0.15173526108264923,0.8597173392772675,-0.0003740016676569472,-0.0017835825318668088,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,2.7128879004781734e-05,2.7128879004781734e-05,-0.004954444710165262,0.009914927184581757,70,0,1.0,0.0,70,70,0.2581250071525574,0.2581250071525574,0.5,0.0
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.0168355703353882,0.11821722984313965,1.6363146305084229,1.0326199531555176,0.1776747703552246,2.1342782974243164,0.2564583420753479,0.2564583420753479,0.57833331823349,0.57833331823349,0.2564583420753479,1231.0,1.0,0.0,1.0,1.0,1.6098221067295526e-07,0.9973991513252258,0.2666530907154083,0.1967649608850479,0.06988810747861862,0.48156535625457764,-1.4521784782409668,1.3233721256256104,3.643582147105917e-08,0.996710479259491,-0.007754642050713301,0.37645620107650757,-1.416516661643982,1.4968860149383545,-0.17663811147212982,-0.1843927651643753,0.40942323207855225,0.38745981454849243,0.5723793506622314,0.9923452138900757,0.9957109093666077,0,0.0,-0.23391298949718475,-0.22457702457904816,-0.14338356256484985,-0.12931564450263977,-0.2706849277019501,-0.2577410936355591,1.0259203910827637,-0.012943814508616924,0.171875,0.7037103176116943,0.5616664290428162,0.1420438438653946,0.3984070122241974,-1.8495638370513916,1.5738211870193481,0.6672917008399963,0.945067286491394,0.31208372116088867,0.3224603831768036,0.6347916722297668,0.10213414579629898,0.28131067752838135,-0.009335982613265514,-0.01406790316104889,0.11666666716337204,0.1551584154367447,0.8628975749015808,-0.00020893905906892282,-0.0017380110282569409,0.03,0.015,0,0,0,0,0,0,1.0,0.015,0,0,0.0,70,0,0.0,0.0005062372913276444,0.0005062372913276444,-0.004241662099957466,0.013204860500991344,70,0,1.0,0.0,70,70,0.2564583420753479,0.2564583420753479,0.5,0.0
