epoch,policy_surrogate_mode,actor_structure_mode,theta_adv_norm_mean,theta_adv_norm_std,route_adv_norm_mean,route_adv_norm_std,route_adv_norm_active_count,route_adv_norm_used_fallback,theta_loss_mean,route_loss_mean,theta_route_loss_ratio,theta_clip_fraction,route_clip_fraction,route_mask_mean,route_mask_active_fraction
0,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-6.755193293628281e-09,0.9999998807907104,8.186902711315724e-09,0.9999997615814209,2388.0,0.0,0.0015506085474044085,-0.0012866710312664509,0.8297792077064514,0.5170833468437195,0.0012562813935801387,0.4975000023841858,0.4975000023841858
1,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.1789144649962964e-09,0.9999998807907104,9.702493919405697e-09,0.9999998211860657,2359.0,0.0,0.010292312130331993,0.006490311119705439,0.6305973529815674,0.543749988079071,0.15896566212177277,0.49145835638046265,0.49145835638046265
2,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,7.947286162490741e-10,1.0,-3.7162175559046773e-09,0.9999998807907104,2053.0,0.0,0.006349862553179264,0.010935005731880665,1.7220827341079712,0.46666666865348816,0.28397467732429504,0.42770835757255554,0.42770835757255554
3,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,2.582867919542764e-09,0.9999998807907104,-3.1842215530986095e-09,1.0,1797.0,0.0,-0.009457082487642765,0.001642545685172081,0.1736840009689331,0.36500000953674316,0.33388984203338623,0.37437501549720764,0.37437501549720764
4,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.2715657859985185e-08,0.9999999403953552,2.851517688640115e-09,0.9999999403953552,1505.0,0.0,-0.0001892280561150983,0.009729724377393723,51.41526412963867,0.2422916740179062,0.3727574646472931,0.3135416805744171,0.3135416805744171
5,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.390775050680304e-09,0.9999998807907104,-1.6990323814525254e-08,1.0,1291.0,0.0,0.0091588469222188,0.019558623433113098,2.1354873180389404,0.16291667520999908,0.2927962839603424,0.26895833015441895,0.26895833015441895
6,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-2.2252400810884865e-08,0.9999998807907104,4.509098427973868e-09,0.9999998807907104,1269.0,0.0,0.008918938226997852,0.020637350156903267,2.3138771057128906,0.12020833790302277,0.21276596188545227,0.2643750011920929,0.2643750011920929
7,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-4.76837147544984e-09,0.9999999403953552,-5.763543420300721e-09,1.0,1241.0,0.0,0.0063575501553714275,0.017131904140114784,2.6947295665740967,0.11895833909511566,0.18936342000961304,0.25854167342185974,0.25854167342185974
8,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-7.152557657263969e-09,1.0,1.5394258090495327e-09,1.0,1239.0,0.0,0.0008941146079450846,0.008040429092943668,8.992514610290527,0.11604166775941849,0.15173526108264923,0.2581250071525574,0.2581250071525574
9,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-3.1789144649962964e-09,1.0,-1.549430250769035e-09,1.0,1231.0,0.0,0.003763477085158229,0.014067132957279682,3.7377922534942627,0.11666666716337204,0.1551584154367447,0.2564583420753479,0.2564583420753479
10,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,1.907348590179936e-08,0.9999999403953552,1.2675890559421532e-08,1.0,1279.0,0.0,0.004319327883422375,0.007830532267689705,1.8129011392593384,0.1145833358168602,0.1352619230747223,0.26645833253860474,0.26645833253860474
11,hierarchical_actor_joint_reward_aligned_credit,hierarchical_actor_separate_theta_route_backbones,-1.1920929132713809e-08,1.0,2.172378943399167e-09,0.9999999403953552,1756.0,0.0,0.007195398211479187,0.011919108219444752,1.6564881801605225,0.19062501192092896,0.24202734231948853,0.3658333420753479,0.3658333420753479
