telemetry_step,train_epoch,update_epoch,minibatch_id,final_critic_backbone_delta_norm,backbone_active_count,backbone_clipped_active_count,backbone_clipped_active_fraction,backbone_active_preconditioner_mean,backbone_active_preconditioner_p95,backbone_active_preconditioner_p99,backbone_active_preconditioner_max,backbone_active_preconditioner_mean_after_clip,backbone_active_preconditioner_p95_after_clip,backbone_active_preconditioner_p99_after_clip,backbone_active_preconditioner_max_after_clip,backbone_soft_geometry_scale_factor_mean,backbone_soft_geometry_scale_factor_p50,backbone_soft_geometry_scale_factor_p95,backbone_soft_geometry_scale_factor_min,backbone_soft_geometry_trigger_active_fraction,backbone_soft_geometry_overflow_stat_mean,backbone_soft_geometry_overflow_stat_p95
0,0,0,0,0.13822718223634584,76800,0,0.0,265281.1875,584032.0,6265571.0,83243000.0,265281.1875,584032.0,6265571.0,83243000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1,0,0,1,0.1024028523538464,76800,0,0.0,218509.1875,371009.8125,5652420.5,74702192.0,218509.1875,371009.8125,5652420.5,74702192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0,0,2,0.08900160653833142,76800,0,0.0,196295.828125,390023.5625,5514032.024999473,46849388.0,196295.828125,390023.5625,5514032.024999473,46849388.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3,0,0,3,0.08132322762095379,76800,0,0.0,187074.625,365758.8125,5495010.0,50288576.0,187074.625,365758.8125,5495010.0,50288576.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
4,0,0,4,0.07740471431613016,76800,0,0.0,185010.234375,360195.59375,5463458.129999894,41844952.0,185010.234375,360195.59375,5463458.129999894,41844952.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,0,0,5,0.07374854114404318,76800,0,0.0,177329.78125,355218.625,5065067.5,43820024.0,177329.78125,355218.625,5065067.5,43820024.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,0,0,6,0.07024594783144512,76800,0,0.0,179775.84375,374097.3125,5197965.5,45677536.0,179775.84375,374097.3125,5197965.5,45677536.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,0,1,7,0.06967688774242244,76800,0,0.0,180100.90625,381814.46875,5331161.5,46986360.0,180100.90625,381814.46875,5331161.5,46986360.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
8,0,1,8,0.06805960320431352,76800,0,0.0,177488.453125,387797.4375,5157724.0,47973404.0,177488.453125,387797.4375,5157724.0,47973404.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
9,0,1,9,0.0672227149449162,76800,0,0.0,174309.015625,388395.28125,5014063.0,44238728.0,174309.015625,388395.28125,5014063.0,44238728.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10,0,1,10,0.06691851340875024,76800,0,0.0,169185.703125,389766.21875,4946701.0,41656648.0,169185.703125,389766.21875,4946701.0,41656648.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
11,0,1,11,0.06511224718055798,76800,0,0.0,167918.703125,391361.28125,4751855.5,41711588.0,167918.703125,391361.28125,4751855.5,41711588.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,0,1,12,0.0640829641609371,76800,0,0.0,163780.5,384429.5,4552606.0,40706380.0,163780.5,384429.5,4552606.0,40706380.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
13,0,1,13,0.06319536242049552,76800,0,0.0,163178.5,381978.6875,4622608.0,36775564.0,163178.5,381978.6875,4622608.0,36775564.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14,0,2,14,0.06369324539505151,76800,0,0.0,161057.90625,370754.09375,4465899.0,34333800.0,161057.90625,370754.09375,4465899.0,34333800.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15,0,2,15,0.06375096806766703,76800,0,0.0,162272.765625,376223.78125,4380258.5,34951104.0,162272.765625,376223.78125,4380258.5,34951104.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16,0,2,16,0.06333237382613698,76800,0,0.0,161543.796875,378324.78125,4336470.0,34734396.0,161543.796875,378324.78125,4336470.0,34734396.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17,0,2,17,0.06316811721139609,76800,0,0.0,159039.53125,371515.375,4417167.5,35344864.0,159039.53125,371515.375,4417167.5,35344864.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
18,0,2,18,0.0629764787566819,76800,0,0.0,158284.171875,368871.15625,4301040.0,35816460.0,158284.171875,368871.15625,4301040.0,35816460.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
19,0,2,19,0.062133211961852695,76800,0,0.0,157856.3125,364603.125,4286238.5,36409404.0,157856.3125,364603.125,4286238.5,36409404.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
20,0,2,20,0.06202588718970348,76800,0,0.0,156059.109375,368159.5,4336556.5,36681848.0,156059.109375,368159.5,4336556.5,36681848.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
21,0,3,21,0.061882003640262424,76800,0,0.0,156167.046875,371596.8125,4266647.0,36964140.0,156167.046875,371596.8125,4266647.0,36964140.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
22,0,3,22,0.061716017036466286,76800,0,0.0,156374.1875,371993.71875,4190714.5,37179332.0,156374.1875,371993.71875,4190714.5,37179332.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
23,0,3,23,0.061616307854911546,76800,0,0.0,156663.03125,372955.34375,4223272.0,37164732.0,156663.03125,372955.34375,4223272.0,37164732.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24,0,3,24,0.06113526877853656,76800,0,0.0,157105.515625,371144.25,4235491.5,37373396.0,157105.515625,371144.25,4235491.5,37373396.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
25,0,3,25,0.06082013113947442,76800,0,0.0,157013.890625,366419.3125,4279346.0,36978700.0,157013.890625,366419.3125,4279346.0,36978700.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
26,0,3,26,0.060671807991888496,76800,0,0.0,156605.21875,363418.25,4263418.0,34635036.0,156605.21875,363418.25,4263418.0,34635036.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
27,0,3,27,0.060713124496872335,76800,0,0.0,157493.046875,363957.6875,4279475.0,33060600.0,157493.046875,363957.6875,4279475.0,33060600.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
28,0,4,28,0.06130454120309702,76800,0,0.0,157398.953125,361138.125,4266849.0,33071668.0,157398.953125,361138.125,4266849.0,33071668.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29,0,4,29,0.06038672729748436,76800,0,0.0,157796.71875,359754.46875,4279400.0,32044832.0,157796.71875,359754.46875,4279400.0,32044832.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30,0,4,30,0.06046599337601345,76800,0,0.0,158107.125,361802.875,4321387.5,31219302.0,158107.125,361802.875,4321387.5,31219302.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
31,0,4,31,0.0595710520418716,76800,0,0.0,159098.296875,361647.53125,4372226.0,30935444.0,159098.296875,361647.53125,4372226.0,30935444.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
32,0,4,32,0.058765173917449724,76800,0,0.0,158711.078125,358925.15625,4366201.0,29090264.0,158711.078125,358925.15625,4366201.0,29090264.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
33,0,4,33,0.057929780263685914,76800,0,0.0,159303.296875,359014.5625,4337016.0,28448330.0,159303.296875,359014.5625,4337016.0,28448330.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
34,0,4,34,0.05771569006892319,76800,0,0.0,160632.921875,361723.78125,4389009.0,28343562.0,160632.921875,361723.78125,4389009.0,28343562.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35,0,5,35,0.05787451539951208,76800,0,0.0,161313.171875,363083.78125,4448969.5,27687644.0,161313.171875,363083.78125,4448969.5,27687644.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36,0,5,36,0.057562979491301715,76800,0,0.0,162101.9375,363830.5625,4508098.0,27583660.0,162101.9375,363830.5625,4508098.0,27583660.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
37,0,5,37,0.05719774936797239,76800,0,0.0,162877.3125,365131.84375,4539023.5,27053220.0,162877.3125,365131.84375,4539023.5,27053220.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
38,0,5,38,0.05585091883148491,76800,0,0.0,163892.015625,367266.9375,4570030.0,27053872.0,163892.015625,367266.9375,4570030.0,27053872.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
39,0,5,39,0.05529052515810156,76800,0,0.0,164385.21875,367705.90625,4601283.5,27139014.0,164385.21875,367705.90625,4601283.5,27139014.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
40,0,5,40,0.054184783039271,76800,0,0.0,165304.046875,368872.25,4644831.0,27182744.0,165304.046875,368872.25,4644831.0,27182744.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
41,0,5,41,0.05444898654446945,76800,0,0.0,166059.3125,371617.125,4691306.0,27426664.0,166059.3125,371617.125,4691306.0,27426664.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
42,0,6,42,0.0532121744468145,76800,0,0.0,167423.75,373745.1875,4743901.5,27593240.0,167423.75,373745.1875,4743901.5,27593240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
43,0,6,43,0.05278182444080891,76800,0,0.0,168612.203125,376761.375,4790293.5,27810598.0,168612.203125,376761.375,4790293.5,27810598.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
44,0,6,44,0.05177616030907451,76800,0,0.0,169708.90625,380597.4375,4839919.5,27910440.0,169708.90625,380597.4375,4839919.5,27910440.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
45,0,6,45,0.05072445593857889,76800,0,0.0,170653.390625,384088.40625,4881443.5,27975498.0,170653.390625,384088.40625,4881443.5,27975498.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
46,0,6,46,0.04951680159774653,76800,0,0.0,171802.75,387961.5,4924172.0,28104492.0,171802.75,387961.5,4924172.0,28104492.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
47,0,6,47,0.04808931721310153,76799,0,0.0,173128.6875,391914.1875,4973478.5,28164284.0,173128.6875,391914.1875,4973478.5,28164284.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
48,0,6,48,0.04654734113199954,76800,0,0.0,174568.34375,395947.40625,5021640.5,28378430.0,174568.34375,395947.40625,5021640.5,28378430.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
49,0,7,49,0.04519965886765858,76800,0,0.0,175941.9375,399906.375,5069892.0,28413296.0,175941.9375,399906.375,5069892.0,28413296.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
50,0,7,50,0.04414079230766256,76800,0,0.0,177253.828125,403748.09375,5117016.0,28587840.0,177253.828125,403748.09375,5117016.0,28587840.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
51,0,7,51,0.04346320041606136,76800,0,0.0,178349.796875,407500.90625,5153416.0,28484298.0,178349.796875,407500.90625,5153416.0,28484298.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
52,0,7,52,0.04217625489135109,76800,0,0.0,179785.578125,411351.4375,5199008.5,28660200.0,179785.578125,411351.4375,5199008.5,28660200.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
53,0,7,53,0.04158112380003783,76800,0,0.0,181164.96875,415174.21875,5246417.5,28755072.0,181164.96875,415174.21875,5246417.5,28755072.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
54,0,7,54,0.04054717512341643,76800,0,0.0,182538.40625,418951.75,5290063.5,28894102.0,182538.40625,418951.75,5290063.5,28894102.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
55,0,7,55,0.03903094404528622,76800,0,0.0,183941.53125,422790.90625,5336646.0,29027632.0,183941.53125,422790.90625,5336646.0,29027632.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
56,0,8,56,0.03819326112165647,76800,0,0.0,185317.671875,426598.0625,5381734.5,29135306.0,185317.671875,426598.0625,5381734.5,29135306.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
57,0,8,57,0.037039493383405495,76800,0,0.0,186585.515625,430301.03125,5426093.5,29090008.0,186585.515625,430301.03125,5426093.5,29090008.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
58,0,8,58,0.03617736208676746,76800,0,0.0,187902.109375,434017.40625,5468109.0,29198240.0,187902.109375,434017.40625,5468109.0,29198240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
59,0,8,59,0.03567472582901628,76800,0,0.0,189022.90625,437595.09375,5492739.0,29350208.0,189022.90625,437595.09375,5492739.0,29350208.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
60,0,8,60,0.03458780945625564,76800,0,0.0,190318.15625,441276.25,5515001.5,29445916.0,190318.15625,441276.25,5515001.5,29445916.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
61,0,8,61,0.034773952902610095,76800,0,0.0,191374.234375,444839.9375,5506110.5,29486472.0,191374.234375,444839.9375,5506110.5,29486472.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
62,0,8,62,0.03539236583836286,76800,0,0.0,192606.0625,448485.15625,5547145.5,29638928.0,192606.0625,448485.15625,5547145.5,29638928.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
63,0,9,63,0.03827747585028992,76800,0,0.0,193412.046875,451991.84375,5500347.5,29722892.0,193412.046875,451991.84375,5500347.5,29722892.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
64,0,9,64,0.03608714114016605,76800,0,0.0,194758.5625,455591.0625,5540264.0,29852566.0,194758.5625,455591.0625,5540264.0,29852566.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
65,0,9,65,0.034621425640950866,76800,0,0.0,196060.234375,459139.0,5577073.5,29939996.0,196060.234375,459139.0,5577073.5,29939996.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
66,0,9,66,0.0330304784917124,76800,0,0.0,197384.03125,462676.46875,5613320.0,30080610.0,197384.03125,462676.46875,5613320.0,30080610.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
67,0,9,67,0.031011640665307254,76800,0,0.0,198706.25,466153.375,5648225.5,30177260.0,198706.25,466153.375,5648225.5,30177260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
