step,bs_id,q,candidate_user_count,candidate_users,user_pressures,sorted_candidates,quantile_threshold,oma_users,noma_users,noma_clusters,cluster_sizes,oma_cluster_count,noma_cluster_count,users_in_noma_clusters,max_cluster_size_seen,top_pressure_1,top_pressure_2,top_pressure_3,top_pressure_4
4,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 306924.5582001575, ""S6"": 472098.17592837417, ""S7"": 679888.2066040135, ""S8"": 363039.58135917154}","[{""pressure"": 679888.2066040135, ""user_id"": ""S7""}, {""pressure"": 472098.17592837417, ""user_id"": ""S6""}, {""pressure"": 363039.58135917154, ""user_id"": ""S8""}, {""pressure"": 306924.5582001575, ""user_id"": ""S5""}]",555214.18819863,"[""S7""]","[""S6"", ""S8"", ""S5""]","[[""S6"", ""S8""], [""S5""]]","[1, 2, 1]",1,2,3,2,679888.2066040135,472098.17592837417,363039.58135917154,306924.5582001575
5,BS1,0.65,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",518663.9696803659,"[""S1"", ""S4""]","[""S3"", ""S2""]","[[""S3"", ""S2""]]","[1, 1, 2]",2,1,2,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
5,BS2,0.65,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 315554.905917689, ""S6"": 438557.15022419585, ""S7"": 328458.2619824117, ""S8"": 595082.640780184}","[{""pressure"": 595082.640780184, ""user_id"": ""S8""}, {""pressure"": 438557.15022419585, ""user_id"": ""S6""}, {""pressure"": 328458.2619824117, ""user_id"": ""S7""}, {""pressure"": 315554.905917689, ""user_id"": ""S5""}]",433052.20581210667,"[""S6"", ""S8""]","[""S7"", ""S5""]","[[""S7"", ""S5""]]","[1, 1, 2]",2,1,2,2,595082.640780184,438557.15022419585,328458.2619824117,315554.905917689
5,BS1,0.7,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",536847.5904441033,"[""S1""]","[""S4"", ""S3"", ""S2""]","[[""S4"", ""S3""], [""S2""]]","[1, 2, 1]",1,2,3,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
5,BS2,0.7,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 315554.905917689, ""S6"": 438557.15022419585, ""S7"": 328458.2619824117, ""S8"": 595082.640780184}","[{""pressure"": 595082.640780184, ""user_id"": ""S8""}, {""pressure"": 438557.15022419585, ""user_id"": ""S6""}, {""pressure"": 328458.2619824117, ""user_id"": ""S7""}, {""pressure"": 315554.905917689, ""user_id"": ""S5""}]",454209.6992797946,"[""S8""]","[""S6"", ""S7"", ""S5""]","[[""S6"", ""S7""], [""S5""]]","[1, 2, 1]",1,2,3,2,595082.640780184,438557.15022419585,328458.2619824117,315554.905917689
5,BS1,0.75,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",560961.5029217906,"[""S1""]","[""S4"", ""S3"", ""S2""]","[[""S4"", ""S3""], [""S2""]]","[1, 2, 1]",1,2,3,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
5,BS2,0.75,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 315554.905917689, ""S6"": 438557.15022419585, ""S7"": 328458.2619824117, ""S8"": 595082.640780184}","[{""pressure"": 595082.640780184, ""user_id"": ""S8""}, {""pressure"": 438557.15022419585, ""user_id"": ""S6""}, {""pressure"": 328458.2619824117, ""user_id"": ""S7""}, {""pressure"": 315554.905917689, ""user_id"": ""S5""}]",477688.5228631929,"[""S8""]","[""S6"", ""S7"", ""S5""]","[[""S6"", ""S7""], [""S5""]]","[1, 2, 1]",1,2,3,2,595082.640780184,438557.15022419585,328458.2619824117,315554.905917689
5,BS1,0.8,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",585075.4153994778,"[""S1""]","[""S4"", ""S3"", ""S2""]","[[""S4"", ""S3""], [""S2""]]","[1, 2, 1]",1,2,3,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
5,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 315554.905917689, ""S6"": 438557.15022419585, ""S7"": 328458.2619824117, ""S8"": 595082.640780184}","[{""pressure"": 595082.640780184, ""user_id"": ""S8""}, {""pressure"": 438557.15022419585, ""user_id"": ""S6""}, {""pressure"": 328458.2619824117, ""user_id"": ""S7""}, {""pressure"": 315554.905917689, ""user_id"": ""S5""}]",501167.34644659114,"[""S8""]","[""S6"", ""S7"", ""S5""]","[[""S6"", ""S7""], [""S5""]]","[1, 2, 1]",1,2,3,2,595082.640780184,438557.15022419585,328458.2619824117,315554.905917689
6,BS1,0.65,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 562274.5106091237, ""S2"": 261035.749227156, ""S3"": 201695.13185322046, ""S4"": 665014.0118101703}","[{""pressure"": 665014.0118101703, ""user_id"": ""S4""}, {""pressure"": 562274.5106091237, ""user_id"": ""S1""}, {""pressure"": 261035.749227156, ""user_id"": ""S2""}, {""pressure"": 201695.13185322046, ""user_id"": ""S3""}]",547212.5725400255,"[""S1"", ""S4""]","[""S2"", ""S3""]","[[""S2"", ""S3""]]","[1, 1, 2]",2,1,2,2,665014.0118101703,562274.5106091237,261035.749227156,201695.13185322046
