block_index,block_start,block_stop_exclusive,block_size,block_semantic,block_weight_mean,block_weight_std,block_weight_max,block_weight_min,block_active_rate,block_clip_fraction,block_positive_adv_clip_fraction,block_negative_adv_clip_fraction,block_ratio_mean,block_ratio_std,block_ratio_max,block_surrogate_mean,block_surrogate_std,per_block_selected_action_prob_gain_mean,per_block_selected_action_prob_gain_std,epoch
15,45,48,3,dispatch_decision_block,0.05267278105020523,0.015441610477864742,0.0962449386715889,0.014354276470839977,0.6899999976158142,0.4099999964237213,0.0,0.4099999964237213,1.014154076576233,0.26233842968940735,2.093806743621826,0.0937802791595459,1.0640406608581543,0.014154115691781044,0.26233842968940735,0
16,48,51,3,dispatch_decision_block,0.04657761752605438,0.02024327591061592,0.09911736845970154,0.01921645924448967,0.5099999904632568,0.30000001192092896,0.0,0.30000001192092896,0.9635765552520752,0.21475918591022491,1.5311181545257568,0.09016186743974686,1.066685676574707,-0.03642342612147331,0.21475918591022491,0
17,51,54,3,dispatch_decision_block,0.036085352301597595,0.02154069021344185,0.09891805052757263,0.004139136988669634,0.3499999940395355,0.3700000047683716,0.0,0.3700000047683716,1.0184937715530396,0.241815447807312,1.848111629486084,0.08367310464382172,1.078797698020935,0.018493633717298508,0.241815447807312,0
18,54,57,3,dispatch_decision_block,0.033022359013557434,0.021852442994713783,0.09768053889274597,5.963025984101478e-08,0.3400000035762787,0.3199999928474426,0.0,0.3199999928474426,0.9929382801055908,0.2920532822608948,2.576328992843628,0.07154270261526108,1.0358127355575562,-0.007061649113893509,0.2920532822608948,0
19,57,60,3,dispatch_decision_block,0.04641023650765419,0.014720771461725235,0.08980223536491394,0.02007429301738739,0.6299999952316284,0.3400000035762787,0.0,0.3400000035762787,0.9917321801185608,0.20323540270328522,1.570743203163147,0.07633036375045776,1.0586118698120117,-0.0082679009065032,0.20323540270328522,0
20,60,63,3,dispatch_decision_block,0.05138400197029114,0.02137240581214428,0.09838924556970596,0.01555293332785368,0.5600000023841858,0.4699999988079071,0.0,0.4699999988079071,0.9850866198539734,0.29412758350372314,1.9690717458724976,0.10269245505332947,1.0866122245788574,-0.01491339411586523,0.29412758350372314,0
21,63,66,3,dispatch_decision_block,0.03880525380373001,0.02347651496529579,0.10909555852413177,0.002436406444758177,0.36000001430511475,0.5099999904632568,0.0,0.5099999904632568,1.004642128944397,0.3417198657989502,2.7714345455169678,0.10920825600624084,1.0828903913497925,0.004642205312848091,0.3417198657989502,0
22,66,69,3,dispatch_decision_block,0.039134420454502106,0.02321935072541237,0.09651809185743332,0.001673698192462325,0.38999998569488525,0.550000011920929,0.0,0.550000011920929,0.9920815229415894,0.25196099281311035,1.6341984272003174,0.10094447433948517,1.0786019563674927,-0.0079184640198946,0.25196099281311035,0
23,69,72,3,dispatch_decision_block,0.052377257496118546,0.01482481975108385,0.09452415257692337,0.02134741097688675,0.75,0.33000001311302185,0.0,0.33000001311302185,1.0096112489700317,0.45621511340141296,5.011620998382568,0.0928797647356987,1.0608547925949097,0.009611249901354313,0.45621511340141296,0
0,0,3,3,dispatch_decision_block,0.04568907618522644,0.019362740218639374,0.09545629471540451,0.016093851998448372,0.550000011920929,0.9100000262260437,1.0,0.907216489315033,0.9138340950012207,0.6027578711509705,3.4565207958221436,0.1417263001203537,1.0893880128860474,-0.08616594970226288,0.6027578711509705,1
1,3,6,3,dispatch_decision_block,0.030854370445013046,0.019669001922011375,0.0903063416481018,7.095714948945897e-08,0.2800000011920929,0.7300000190734863,1.0,0.7216494679450989,0.9888033866882324,0.5911252498626709,4.006618976593018,0.12585462629795074,1.092598557472229,-0.011196539737284184,0.5911252498626709,1
2,6,9,3,dispatch_decision_block,0.03443073853850365,0.020535903051495552,0.09514320641756058,7.095714948945897e-08,0.36000001430511475,0.7400000095367432,0.6666666865348816,0.7422680258750916,0.9535958766937256,0.5190893411636353,3.261598825454712,0.1264951378107071,1.0817067623138428,-0.046404141932725906,0.5190893411636353,1
3,9,12,3,dispatch_decision_block,0.0470472015440464,0.01582118310034275,0.10099463164806366,0.019181333482265472,0.6100000143051147,0.8799999952316284,1.0,0.876288652420044,1.0608601570129395,0.9781867861747742,6.347743988037109,0.1415698081254959,1.0895075798034668,0.06086020916700363,0.9781867861747742,1
4,12,15,3,dispatch_decision_block,0.05046413838863373,0.01839984767138958,0.11409216374158859,0.01985033042728901,0.7200000286102295,0.7900000214576721,0.6666666865348816,0.7938144207000732,0.9121463894844055,0.5474565029144287,3.206226110458374,0.13340197503566742,1.0840271711349487,-0.08785361051559448,0.5474565029144287,1
5,15,18,3,dispatch_decision_block,0.03938060253858566,0.022517642006278038,0.10587538778781891,7.095714948945897e-08,0.4300000071525574,0.800000011920929,1.0,0.7938144207000732,0.8886800408363342,0.4563332498073578,2.4125497341156006,0.1323399692773819,1.0920041799545288,-0.11131992191076279,0.4563332498073578,1
6,18,21,3,dispatch_decision_block,0.03617559373378754,0.023869309574365616,0.09810648113489151,7.095714948945897e-08,0.3400000035762787,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.8812495470046997,0.47177597880363464,2.360475778579712,0.13345375657081604,1.0905530452728271,-0.11875047534704208,0.47177597880363464,1
7,21,24,3,dispatch_decision_block,0.04764256998896599,0.014851303771138191,0.09008129686117172,0.017089825123548508,0.6200000047683716,0.8100000023841858,0.3333333432674408,0.8247422575950623,0.9201696515083313,0.5375568270683289,2.9218220710754395,0.14106163382530212,1.0793575048446655,-0.07983037084341049,0.5375568270683289,1
8,24,27,3,dispatch_decision_block,0.05512019619345665,0.02183191478252411,0.12321112304925919,0.01773935928940773,0.6800000071525574,0.8100000023841858,1.0,0.8041236996650696,1.002231478691101,0.9536702036857605,8.860865592956543,0.14027464389801025,1.0879603624343872,0.002231550170108676,0.9536702036857605,1
9,27,30,3,dispatch_decision_block,0.038021620362997055,0.02512316405773163,0.1241513341665268,0.0001963375398190692,0.4399999976158142,0.7300000190734863,1.0,0.7216494679450989,0.9761775732040405,0.625187873840332,3.9004106521606445,0.13191580772399902,1.0853925943374634,-0.023822426795959473,0.625187873840332,1
10,30,33,3,dispatch_decision_block,0.03749125823378563,0.024753807112574577,0.11825182288885117,0.0003394139639567584,0.4099999964237213,0.7300000190734863,1.0,0.7216494679450989,0.9372870922088623,0.4865918755531311,2.676487684249878,0.12980350852012634,1.0824048519134521,-0.06271293014287949,0.4865918755531311,1
11,33,36,3,dispatch_decision_block,0.050203874707221985,0.016431773081421852,0.09146197885274887,0.021119697019457817,0.6800000071525574,0.9300000071525574,1.0,0.9278350472450256,0.9492630958557129,0.7672674655914307,5.2564921379089355,0.14062270522117615,1.0818027257919312,-0.05073700472712517,0.7672674655914307,1
12,36,39,3,dispatch_decision_block,0.043136101216077805,0.01586863398551941,0.09207066148519516,0.01659313030540943,0.4300000071525574,0.9100000262260437,0.6666666865348816,0.9175257682800293,0.8472120761871338,0.5254756808280945,3.3905417919158936,0.14184820652008057,1.084852695465088,-0.15278802812099457,0.5254756808280945,1
13,39,42,3,dispatch_decision_block,0.029904566705226898,0.01586087979376316,0.09043116867542267,0.000853555800858885,0.17000000178813934,0.8399999737739563,1.0,0.8350515365600586,0.9155831933021545,0.6045509576797485,4.457233428955078,0.12458181381225586,1.0747144222259521,-0.08441691100597382,0.6045509576797485,1
14,42,45,3,dispatch_decision_block,0.03429809957742691,0.017652150243520737,0.09953679889440536,0.004389667417854071,0.30000001192092896,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.9915329217910767,0.7964236736297607,6.777009010314941,0.12867558002471924,1.085170865058899,-0.008467107079923153,0.7964236736297607,1
15,45,48,3,dispatch_decision_block,0.044481050223112106,0.014928385615348816,0.0852268859744072,0.016916630789637566,0.47999998927116394,0.8500000238418579,1.0,0.8453608155250549,0.9005285501480103,0.5630509853363037,4.496495723724365,0.14170430600643158,1.088944911956787,-0.09947150945663452,0.5630509853363037,1
16,48,51,3,dispatch_decision_block,0.05005218833684921,0.021062083542346954,0.12943649291992188,0.018055792897939682,0.5699999928474426,0.7699999809265137,1.0,0.7628865838050842,0.9499800205230713,0.9065657258033752,7.4662628173828125,0.13658590614795685,1.0871745347976685,-0.05001996085047722,0.9065657258033752,1
17,51,54,3,dispatch_decision_block,0.03933227062225342,0.026752108708024025,0.13003505766391754,0.0018484271131455898,0.4099999964237213,0.7400000095367432,0.6666666865348816,0.7422680258750916,0.9619522094726562,0.597337543964386,3.5084304809570312,0.12458653748035431,1.0819977521896362,-0.03804770112037659,0.597337543964386,1
18,54,57,3,dispatch_decision_block,0.03640798479318619,0.02675941027700901,0.13003505766391754,0.0018957059364765882,0.3400000035762787,0.8199999928474426,1.0,0.8144329786300659,0.9047743082046509,0.5136703848838806,2.626431941986084,0.10314580798149109,1.0651490688323975,-0.09522558003664017,0.5136703848838806,1
19,57,60,3,dispatch_decision_block,0.045765675604343414,0.01432450395077467,0.08539236336946487,0.00990718137472868,0.5699999928474426,0.7699999809265137,0.6666666865348816,0.7731958627700806,0.8812105655670166,0.4945785701274872,3.4004781246185303,0.1406167447566986,1.0846670866012573,-0.11878940463066101,0.4945785701274872,1
20,60,63,3,dispatch_decision_block,0.049984272569417953,0.02249521017074585,0.10389923304319382,0.01770784519612789,0.5099999904632568,0.8600000143051147,1.0,0.8556700944900513,0.8340401649475098,0.6003960371017456,4.167018413543701,0.14136114716529846,1.0877140760421753,-0.16595984995365143,0.6003960371017456,1
21,63,66,3,dispatch_decision_block,0.03312261402606964,0.023266533389687538,0.10315397381782532,3.836979522020556e-05,0.3100000023841858,0.7400000095367432,1.0,0.7319587469100952,0.9262726306915283,0.45709502696990967,2.6001079082489014,0.12858302891254425,1.0891472101211548,-0.07372736930847168,0.45709502696990967,1
22,66,69,3,dispatch_decision_block,0.033643465489149094,0.023198353126645088,0.09648928791284561,0.0003402207512408495,0.33000001311302185,0.699999988079071,1.0,0.6907216310501099,0.9397910833358765,0.49479272961616516,3.181898593902588,0.11868477612733841,1.0947989225387573,-0.060208920389413834,0.49479272961616516,1
23,69,72,3,dispatch_decision_block,0.04735046252608299,0.01628025621175766,0.09326864778995514,0.01395112182945013,0.6299999952316284,0.8500000238418579,1.0,0.8453608155250549,0.9928430914878845,0.8090591430664062,4.692827224731445,0.1383107751607895,1.0858947038650513,-0.007156880106776953,0.8090591430664062,1
0,0,3,3,dispatch_decision_block,0.04378337413072586,0.017391717061400414,0.08767755329608917,0.016172144562005997,0.49000000953674316,0.7699999809265137,0.9090909361839294,0.7528089880943298,0.9652220010757446,0.6870638132095337,6.209348678588867,0.1337541788816452,1.0410395860671997,-0.0347779281437397,0.6870638132095337,2
1,3,6,3,dispatch_decision_block,0.03460804745554924,0.01890661008656025,0.08902933448553085,6.564467724956558e-08,0.3499999940395355,0.7900000214576721,0.9090909361839294,0.7752808928489685,1.041925072669983,0.8114485740661621,6.5670037269592285,0.12367847561836243,1.0415648221969604,0.041925180703401566,0.8114485740661621,2
2,6,9,3,dispatch_decision_block,0.03803195431828499,0.020250985398888588,0.09169814735651016,6.564467724956558e-08,0.38999998569488525,0.7699999809265137,0.9090909361839294,0.7528089880943298,1.040880560874939,1.042738676071167,8.697286605834961,0.1295919269323349,1.0389480590820312,0.04088059440255165,1.042738676071167,2
3,9,12,3,dispatch_decision_block,0.04969078674912453,0.012878304347395897,0.08024612814188004,0.010876376181840897,0.7699999809265137,0.8199999928474426,0.8181818127632141,0.8202247023582458,1.0135657787322998,0.9298401474952698,7.785655975341797,0.13556969165802002,1.0378401279449463,0.013565821573138237,0.9298401474952698,2
4,12,15,3,dispatch_decision_block,0.05095290020108223,0.01638929918408394,0.08366498351097107,0.021735001355409622,0.6399999856948853,0.8399999737739563,0.9090909361839294,0.8314606547355652,0.9374236464500427,0.47865867614746094,3.146841526031494,0.13479699194431305,1.0404465198516846,-0.06257633119821548,0.47865867614746094,2
5,15,18,3,dispatch_decision_block,0.037623144686222076,0.01944185420870781,0.10314156115055084,0.004472097381949425,0.3199999928474426,0.6600000262260437,0.9090909361839294,0.6292135119438171,0.9914126396179199,0.596488356590271,4.745052337646484,0.11810193955898285,1.037056803703308,-0.008587331511080265,0.596488356590271,2
6,18,21,3,dispatch_decision_block,0.033298321068286896,0.019977886229753494,0.10314156115055084,0.002960776910185814,0.33000001311302185,0.7300000190734863,1.0,0.6966292262077332,0.9562548995018005,0.5915217995643616,4.530398845672607,0.11232513189315796,1.0392231941223145,-0.043745022267103195,0.5915217995643616,2
7,21,24,3,dispatch_decision_block,0.04982585832476616,0.01522676832973957,0.09468724578619003,0.020655764266848564,0.6899999976158142,0.8199999928474426,0.8181818127632141,0.8202247023582458,0.904461145401001,0.5285354256629944,2.719269037246704,0.12965624034404755,1.0199635028839111,-0.09553882479667664,0.5285354256629944,2
8,24,27,3,dispatch_decision_block,0.05296124145388603,0.01875264383852482,0.10349259525537491,0.02271506004035473,0.6600000262260437,0.8600000143051147,1.0,0.8426966071128845,0.8829566240310669,0.5277063250541687,3.259718894958496,0.14094887673854828,1.0431923866271973,-0.11704336106777191,0.5277063250541687,2
9,27,30,3,dispatch_decision_block,0.037622977048158646,0.022952048107981682,0.12435055524110794,0.0010187177686020732,0.36000001430511475,0.7599999904632568,0.9090909361839294,0.7415730357170105,0.9241728782653809,0.42328235507011414,2.2699756622314453,0.12303375452756882,1.0404350757598877,-0.07582709193229675,0.42328235507011414,2
10,30,33,3,dispatch_decision_block,0.037902530282735825,0.023037659004330635,0.11484254896640778,0.000833560770843178,0.41999998688697815,0.75,1.0,0.7191011309623718,0.9055458307266235,0.40099719166755676,2.409691333770752,0.12161840498447418,1.0484120845794678,-0.09445422887802124,0.40099719166755676,2
11,33,36,3,dispatch_decision_block,0.048434093594551086,0.015445605851709843,0.0870295986533165,0.01945357583463192,0.6399999856948853,0.8199999928474426,0.9090909361839294,0.8089887499809265,0.914150059223175,0.46277570724487305,3.066524028778076,0.13881933689117432,1.0416933298110962,-0.0858498215675354,0.46277570724487305,2
12,36,39,3,dispatch_decision_block,0.0471377894282341,0.017908349633216858,0.09941628575325012,0.016898244619369507,0.550000011920929,0.7599999904632568,0.9090909361839294,0.7415730357170105,0.9444635510444641,0.5424307584762573,3.914599657058716,0.13139711320400238,1.0426850318908691,-0.05553640052676201,0.5424307584762573,2
13,39,42,3,dispatch_decision_block,0.0313502699136734,0.020121872425079346,0.10375106334686279,6.217605550773442e-05,0.23999999463558197,0.6899999976158142,0.8181818127632141,0.6741573214530945,0.9134216904640198,0.508155107498169,3.1785495281219482,0.1250428706407547,1.0361287593841553,-0.08657829463481903,0.508155107498169,2
14,42,45,3,dispatch_decision_block,0.03743880242109299,0.02090013027191162,0.11552809923887253,0.0033197863958775997,0.36000001430511475,0.7799999713897705,1.0,0.7528089880943298,0.9371123313903809,0.6044188141822815,5.326750755310059,0.13172338902950287,1.0476382970809937,-0.06288766860961914,0.6044188141822815,2
15,45,48,3,dispatch_decision_block,0.04666345193982124,0.016817325726151466,0.09695183485746384,0.020199494436383247,0.5299999713897705,0.8500000238418579,0.9090909361839294,0.8426966071128845,0.922885000705719,0.5790966749191284,3.368401527404785,0.1348225623369217,1.0412663221359253,-0.0771150290966034,0.5790966749191284,2
16,48,51,3,dispatch_decision_block,0.04539264366030693,0.017785780131816864,0.09376305341720581,0.016920283436775208,0.49000000953674316,0.8100000023841858,0.8181818127632141,0.8089887499809265,0.9555818438529968,0.4942103326320648,2.4793148040771484,0.13399602472782135,1.0399631261825562,-0.04441818222403526,0.4942103326320648,2
17,51,54,3,dispatch_decision_block,0.03304116055369377,0.02144024893641472,0.08687669783830643,6.564467724956558e-08,0.3199999928474426,0.7099999785423279,0.7272727489471436,0.7078651785850525,0.9379169344902039,0.4738102853298187,2.879472017288208,0.11560109257698059,1.0271093845367432,-0.06208307296037674,0.4738102853298187,2
18,54,57,3,dispatch_decision_block,0.032785918563604355,0.021342311054468155,0.08132950961589813,6.564467724956558e-08,0.3499999940395355,0.6800000071525574,0.9090909361839294,0.6516854166984558,0.9625489711761475,0.4203251600265503,2.673171043395996,0.11904048919677734,1.0444209575653076,-0.03745092451572418,0.4203251600265503,2
19,57,60,3,dispatch_decision_block,0.050435010343790054,0.015255892649292946,0.08627146482467651,0.00997005682438612,0.6899999976158142,0.7300000190734863,0.8181818127632141,0.7191011309623718,0.9788602590560913,0.5732845664024353,4.831300258636475,0.12535706162452698,1.0421479940414429,-0.02113979123532772,0.5732845664024353,2
20,60,63,3,dispatch_decision_block,0.0476367361843586,0.018331551924347878,0.10242465883493423,0.019788144156336784,0.5400000214576721,0.7900000214576721,0.9090909361839294,0.7752808928489685,0.9379256367683411,0.6043649315834045,3.8463358879089355,0.13021919131278992,1.039677619934082,-0.06207430362701416,0.6043649315834045,2
21,63,66,3,dispatch_decision_block,0.03301488980650902,0.021567389369010925,0.10386542230844498,0.0007695035892538726,0.27000001072883606,0.7599999904632568,0.8181818127632141,0.7528089880943298,0.9017263650894165,0.4351084530353546,2.792853593826294,0.12089716643095016,1.0392146110534668,-0.09827359020709991,0.4351084530353546,2
22,66,69,3,dispatch_decision_block,0.03241321071982384,0.021758930757641792,0.09503624588251114,0.000305503373965621,0.28999999165534973,0.7400000095367432,0.8181818127632141,0.7303370833396912,0.9430322051048279,0.4147430658340454,2.397731304168701,0.10862138122320175,1.0521328449249268,-0.05696780979633331,0.4147430658340454,2
23,69,72,3,dispatch_decision_block,0.047954872250556946,0.01585528813302517,0.09621990472078323,0.02164865843951702,0.6499999761581421,0.8299999833106995,1.0,0.8089887499809265,1.0097897052764893,1.0192592144012451,9.299837112426758,0.1367362141609192,1.0423564910888672,0.00978977233171463,1.0192592144012451,2
0,0,3,3,dispatch_decision_block,0.04763759672641754,0.016357706859707832,0.09709949791431427,0.016507431864738464,0.6100000143051147,0.8600000143051147,0.8947368264198303,0.8518518805503845,1.1456400156021118,0.6438897252082825,4.203228950500488,0.12751376628875732,0.9523400068283081,0.14564001560211182,0.6438897252082825,3
1,3,6,3,dispatch_decision_block,0.031925350427627563,0.018479570746421814,0.08461957424879074,0.0002386576816206798,0.28999999165534973,0.699999988079071,0.8947368264198303,0.654321014881134,1.0414118766784668,0.5289512872695923,3.62656831741333,0.09439821541309357,0.995278000831604,0.04141192138195038,0.5289512872695923,3
2,6,9,3,dispatch_decision_block,0.037442468106746674,0.019011661410331726,0.08355434238910675,0.003111947560682893,0.3499999940395355,0.699999988079071,0.8421052694320679,0.6666666865348816,1.1246874332427979,0.5191683173179626,3.735846996307373,0.1137218102812767,0.9776598811149597,0.12468744069337845,0.5191683173179626,3
3,9,12,3,dispatch_decision_block,0.043047353625297546,0.010718967765569687,0.07048305124044418,0.017522508278489113,0.5099999904632568,0.8100000023841858,0.8947368264198303,0.790123462677002,1.149526834487915,0.6361390352249146,4.070805072784424,0.13522304594516754,0.9540901780128479,0.14952689409255981,0.6361390352249146,3
4,12,15,3,dispatch_decision_block,0.04398756101727486,0.017242297530174255,0.10014091432094574,0.02038349211215973,0.4699999988079071,0.6700000166893005,0.7368420958518982,0.654321014881134,1.1805884838104248,0.8324838876724243,7.021439552307129,0.11416354775428772,0.9315077662467957,0.1805885285139084,0.8324838876724243,3
5,15,18,3,dispatch_decision_block,0.033909011632204056,0.022578828036785126,0.09370891749858856,1.0353421231457105e-07,0.30000001192092896,0.6800000071525574,0.7368420958518982,0.6666666865348816,1.1211069822311401,0.5742972493171692,4.094602584838867,0.10123870521783829,0.9498422145843506,0.12110698968172073,0.5742972493171692,3
6,18,21,3,dispatch_decision_block,0.03248211741447449,0.021710088476538658,0.0931503027677536,1.0353421231457105e-07,0.3100000023841858,0.7300000190734863,0.7368420958518982,0.7283950448036194,1.102904200553894,0.47841209173202515,2.516467571258545,0.12327125668525696,0.9522939324378967,0.10290415585041046,0.47841209173202515,3
7,21,24,3,dispatch_decision_block,0.048334721475839615,0.015818605199456215,0.10077280551195145,0.015761978924274445,0.6700000166893005,0.8399999737739563,0.7368420958518982,0.8641975522041321,1.1072653532028198,0.6254860758781433,4.292105197906494,0.1240704134106636,0.9438113570213318,0.10726537555456161,0.6254860758781433,3
8,24,27,3,dispatch_decision_block,0.05888259783387184,0.019687199965119362,0.10668104141950607,0.020868321880698204,0.800000011920929,0.8100000023841858,0.9473684430122375,0.7777777910232544,1.1351821422576904,0.5387704372406006,3.5335443019866943,0.13104566931724548,0.951352059841156,0.13518212735652924,0.5387704372406006,3
9,27,30,3,dispatch_decision_block,0.04258763790130615,0.023894507437944412,0.11218010634183884,6.672252084172214e-08,0.46000000834465027,0.7599999904632568,0.8947368264198303,0.7283950448036194,1.1700966358184814,0.7605955600738525,6.555020809173584,0.12904146313667297,0.9532278776168823,0.17009657621383667,0.7605955600738525,3
10,30,33,3,dispatch_decision_block,0.04211001843214035,0.02404475025832653,0.1115267425775528,0.00018744422413874418,0.4399999976158142,0.7099999785423279,0.6842105388641357,0.7160493731498718,1.1785191297531128,0.5818881392478943,2.9804439544677734,0.12242429703474045,0.9504879713058472,0.17851907014846802,0.5818881392478943,3
11,33,36,3,dispatch_decision_block,0.04760831966996193,0.015543800778687,0.08753929287195206,0.011531607247889042,0.6100000143051147,0.75,0.8947368264198303,0.7160493731498718,1.1536993980407715,0.5825064182281494,3.479271173477173,0.12318606674671173,0.9504838585853577,0.1536993384361267,0.5825064182281494,3
12,36,39,3,dispatch_decision_block,0.0469437874853611,0.018249591812491417,0.10353431105613708,0.01984248124063015,0.550000011920929,0.8299999833106995,1.0,0.790123462677002,1.0884851217269897,0.5289067029953003,2.5598278045654297,0.13370873034000397,0.9525765776634216,0.08848509192466736,0.5289067029953003,3
13,39,42,3,dispatch_decision_block,0.0344848558306694,0.01883906126022339,0.07954208552837372,0.0003729931195266545,0.3400000035762787,0.699999988079071,0.8947368264198303,0.654321014881134,1.1349847316741943,0.5191621780395508,3.1442668437957764,0.12270879745483398,0.962443470954895,0.13498468697071075,0.5191621780395508,3
14,42,45,3,dispatch_decision_block,0.040690936148166656,0.01928221620619297,0.08922512084245682,0.004086007829755545,0.44999998807907104,0.6899999976158142,0.7368420958518982,0.6790123581886292,1.1263083219528198,0.5304785370826721,2.757814407348633,0.12172399461269379,0.9384838342666626,0.12630821764469147,0.5304785370826721,3
15,45,48,3,dispatch_decision_block,0.047538794577121735,0.014137350022792816,0.08900027722120285,0.018269294872879982,0.6100000143051147,0.7099999785423279,0.6315789222717285,0.7283950448036194,1.0483745336532593,0.5159357786178589,2.5111141204833984,0.12158182263374329,0.9399714469909668,0.0483744777739048,0.5159357786178589,3
16,48,51,3,dispatch_decision_block,0.04566674679517746,0.018586160615086555,0.10353431105613708,0.017098834738135338,0.5099999904632568,0.7300000190734863,0.9473684430122375,0.6790123581886292,1.1775938272476196,0.5789495706558228,3.2693052291870117,0.12839621305465698,0.9541788101196289,0.17759385704994202,0.5789495706558228,3
