epoch,policy_surrogate_mode,actor_structure_mode,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm
0,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4870436489582062,0.09082290530204773,0.21728189289569855,0.7850005030632019,0.4387499988079071,0.4870436489582062,0.04809328113988311,0.16252117887579776
1,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4950934946537018,0.09776957333087921,0.15725912153720856,0.8159862756729126,0.47833332419395447,0.4950934946537018,0.04026915980127112,0.08983865015331347
2,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4963429868221283,0.09993725270032883,0.19993747770786285,0.8077574372291565,0.4858333468437195,0.4963429868221283,0.03947459464075514,0.09034869539463841
3,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.49661967158317566,0.10481966286897659,0.19918912649154663,0.7891424298286438,0.4866666793823242,0.49661967158317566,0.04621476639815594,0.09780742718741119
4,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.49531158804893494,0.10768676549196243,0.18300595879554749,0.8518495559692383,0.4841666519641876,0.49531158804893494,0.04205704258025737,0.07999447899761199
