block_index,block_start,block_stop_exclusive,block_size,block_semantic,policy_surrogate_mode,theta_advantage_mean,theta_advantage_std,theta_advantage_max,theta_advantage_min,route_advantage_mean,route_advantage_std,route_advantage_max,route_advantage_min,route_gate_mean,route_gate_std,route_gate_min,route_gate_max,route_gate_active_fraction,route_mask_mean,route_mask_active_fraction,theta_selected_action_prob_gain_mean,theta_selected_action_prob_gain_std,route_selected_action_prob_gain_mean,route_selected_action_prob_gain_std,theta_clip_fraction,route_clip_fraction,offload_vs_local_value_gap_mean,offload_vs_local_value_gap_std,bs1_vs_bs2_value_gap_mean,bs1_vs_bs2_value_gap_std,epoch
13,39,42,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.014438196085393429,0.37774670124053955,2.0661935806274414,-1.2860959768295288,0.00018309593724552542,0.3580235540866852,0.9511150121688843,-1.1340017318725586,0.5298059582710266,0.08600661903619766,0.32444676756858826,0.7063400745391846,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.016672255471348763,0.23624904453754425,0.021266303956508636,0.26816996932029724,0.3100000023841858,0.36000001430511475,0.3079037070274353,0.21967439353466034,0.11285144090652466,0.2958723306655884,0
14,42,45,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0047930385917425156,0.2767276167869568,0.5978679656982422,-0.8427180647850037,-0.013636517338454723,0.33945000171661377,0.7542102336883545,-1.0211840867996216,0.4956677258014679,0.09490307420492172,0.29384687542915344,0.7850005030632019,0.5,0.5,0.5,-0.037617843598127365,0.16220882534980774,-0.0015983753837645054,0.20372742414474487,0.14000000059604645,0.15000000596046448,0.11691682785749435,0.21637700498104095,0.7737547159194946,0.2783276438713074,0
15,45,48,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.0035618424881249666,0.27718472480773926,0.7868117094039917,-1.0082387924194336,-0.021100061014294624,0.32268813252449036,0.7914267778396606,-0.9851480722427368,0.49064114689826965,0.09505875408649445,0.2651567757129669,0.7313231229782104,0.46000000834465027,0.46000000834465027,0.46000000834465027,-0.017832228913903236,0.09627600014209747,0.001443336601369083,0.13730347156524658,0.07999999821186066,0.1599999964237213,0.25973284244537354,0.2703370451927185,1.1243891716003418,0.2452082484960556,0
16,48,51,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00817482266575098,0.2896180748939514,0.7670680284500122,-0.8704019784927368,-0.011508597992360592,0.4272550344467163,1.2709213495254517,-1.5260745286941528,0.47397705912590027,0.09114896506071091,0.2739645540714264,0.6459165811538696,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.015998156741261482,0.16961301863193512,0.053875163197517395,0.27654677629470825,0.2199999988079071,0.3199999928474426,0.031216291710734367,0.23285768926143646,0.5230843424797058,0.30647093057632446,0
17,51,54,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.0025805295445024967,0.33425530791282654,1.3476393222808838,-0.7562415599822998,0.018006466329097748,0.2968289256095886,0.8345024585723877,-0.56226646900177,0.5155659317970276,0.09458830207586288,0.301957368850708,0.7174606919288635,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.007745914626866579,0.14035199582576752,-0.002624297747388482,0.11822427064180374,0.15000000596046448,0.10000000149011612,0.39436477422714233,0.27901431918144226,-0.510735273361206,0.2374396175146103,0
18,54,57,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008035656064748764,0.27478131651878357,0.5965768098831177,-0.7115309834480286,-0.007794322445988655,0.3575296401977539,0.8838796615600586,-1.0356520414352417,0.4703391194343567,0.09458549320697784,0.2556643486022949,0.707176923751831,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.026484888046979904,0.2390923947095871,-0.011165449395775795,0.1926756054162979,0.27000001072883606,0.28999999165534973,0.17816312611103058,0.19685690104961395,0.4819773733615875,0.2693658173084259,0
19,57,60,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.007565843872725964,0.2720118761062622,0.6550593376159668,-0.6490753293037415,-0.007107217330485582,0.2175370305776596,0.559605598449707,-0.48757204413414,0.4929267466068268,0.0838804841041565,0.3342645466327667,0.6653391718864441,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.00218469207175076,0.13238947093486786,0.00272517092525959,0.15855391323566437,0.11999999731779099,0.11999999731779099,-0.5445253252983093,0.21695876121520996,0.3556928336620331,0.1852717101573944,0
20,60,63,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.004760719370096922,0.18103539943695068,0.4923999309539795,-0.45799776911735535,-0.022263851016759872,0.3590530455112457,1.1132755279541016,-1.1025296449661255,0.46779537200927734,0.09337431192398071,0.21728189289569855,0.69313645362854,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.02144981548190117,0.12691831588745117,0.01938588358461857,0.25250667333602905,0.12999999523162842,0.25999999046325684,-0.13532748818397522,0.2196560651063919,1.1090269088745117,0.3317244350910187,0
21,63,66,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.004076778888702393,0.3225971460342407,0.9125323295593262,-0.7552495002746582,0.0050830719992518425,0.31397801637649536,1.0343577861785889,-0.7799193859100342,0.4546950161457062,0.08694235980510712,0.2417692095041275,0.6725928783416748,0.3199999928474426,0.3199999928474426,0.3199999928474426,-0.04820459708571434,0.16476315259933472,-0.060072313994169235,0.2325141727924347,0.23000000417232513,0.46000000834465027,0.2739929258823395,0.25282105803489685,-0.08615779876708984,0.23462754487991333,0
22,66,69,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.011882432736456394,0.29141056537628174,0.7966246604919434,-0.8990439176559448,-0.000331352959619835,0.32208526134490967,0.882261335849762,-0.7367785573005676,0.5081716775894165,0.09017790853977203,0.2921769917011261,0.7072932124137878,0.5799999833106995,0.5799999833106995,0.5799999833106995,0.005611130967736244,0.11563930660486221,0.018365968018770218,0.21853524446487427,0.10000000149011612,0.20999999344348907,-0.9314646124839783,0.2352786809206009,-0.2853585183620453,0.2593739628791809,0
23,69,72,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.01736246794462204,0.28517478704452515,0.6443235278129578,-0.8905932903289795,-0.0204722099006176,0.39409664273262024,1.151598334312439,-1.0308244228363037,0.4971100687980652,0.08727970719337463,0.3145929276943207,0.689142644405365,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.0035086756106466055,0.17410260438919067,-0.013160581700503826,0.19526085257530212,0.20999999344348907,0.23000000417232513,0.6753502488136292,0.23516015708446503,1.0970709323883057,0.3328597843647003,0
0,0,3,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.01736518368124962,0.2991335988044739,1.4184517860412598,-0.9521893262863159,0.0310930535197258,0.37724193930625916,1.7393053770065308,-1.5075057744979858,0.5084438323974609,0.09109004586935043,0.25304675102233887,0.7194933891296387,0.5299999713897705,0.5299999713897705,0.5299999713897705,-0.01866760291159153,0.26487377285957336,0.013877294026315212,0.39523908495903015,0.3499999940395355,0.5400000214576721,0.7635066509246826,0.34457218647003174,-1.4953231811523438,0.4959922134876251,1
1,3,6,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.008563291281461716,0.16198386251926422,0.4779255986213684,-0.4521588087081909,0.006146697327494621,0.15720784664154053,0.7347224950790405,-0.4116746187210083,0.4868689775466919,0.09713280200958252,0.23204128444194794,0.7110790014266968,0.4099999964237213,0.4099999964237213,0.4099999964237213,-0.020179130136966705,0.3220613896846771,0.03856225311756134,0.28668278455734253,0.33000001311302185,0.4000000059604645,-0.43298813700675964,0.14603351056575775,-0.3332238793373108,0.1262381672859192,1
2,6,9,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.02017626352608204,0.2090453803539276,0.8671367168426514,-0.7864624857902527,-0.011967060156166553,0.21260179579257965,0.5858577489852905,-0.8244540095329285,0.5118253231048584,0.10633382946252823,0.23958462476730347,0.7635251879692078,0.5400000214576721,0.5400000214576721,0.5400000214576721,-0.009096639230847359,0.28300461173057556,0.09220527857542038,0.5699273347854614,0.33000001311302185,0.46000000834465027,0.7271491885185242,0.2434249222278595,0.5810236930847168,0.22896499931812286,1
3,9,12,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.009927840903401375,0.2492404729127884,0.9236947298049927,-0.8367875814437866,0.0009861645521596074,0.20230811834335327,0.8261092305183411,-0.559748649597168,0.4836846888065338,0.09585040807723999,0.22212865948677063,0.711214542388916,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.04219135642051697,0.3747745454311371,0.027981849387288094,0.2576218545436859,0.27000001072883606,0.28999999165534973,-0.4279325604438782,0.16938947141170502,-0.047906771302223206,0.1690112203359604,1
4,12,15,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.015264570713043213,0.30405256152153015,0.9440059661865234,-1.1353795528411865,0.00011310011177556589,0.2219821959733963,0.7370098829269409,-1.0980031490325928,0.505251407623291,0.08431646972894669,0.26958227157592773,0.6725446581840515,0.5400000214576721,0.5400000214576721,0.5400000214576721,-0.014817514456808567,0.2383277714252472,-0.017805809155106544,0.3133988380432129,0.3799999952316284,0.3700000047683716,-0.5585154891014099,0.2944324016571045,-0.023454563692212105,0.16576147079467773,1
5,15,18,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00019441336917225271,0.17871205508708954,0.4851611852645874,-0.5647584199905396,-0.013996349647641182,0.2061012238264084,0.6691563129425049,-0.837346076965332,0.5050748586654663,0.09141157567501068,0.3176654577255249,0.7152295112609863,0.5,0.5,0.5,-0.014216618612408638,0.2694002091884613,0.04561343789100647,0.3674086034297943,0.30000001192092896,0.33000001311302185,-0.28401362895965576,0.20655904710292816,0.6884233951568604,0.21404185891151428,1
6,18,21,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.008748579770326614,0.2251942753791809,0.740474283695221,-0.7662537097930908,-0.006523939315229654,0.2312849462032318,0.9237349629402161,-1.0532236099243164,0.5054920315742493,0.09668666124343872,0.29462292790412903,0.7372729182243347,0.4699999988079071,0.4699999988079071,0.4699999988079071,-0.03638755902647972,0.30390045046806335,0.05091111361980438,0.3941074311733246,0.36000001430511475,0.550000011920929,-0.5229928493499756,0.19776543974876404,0.288459837436676,0.1676298826932907,1
7,21,24,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.005559199023991823,0.2127656787633896,0.8316392302513123,-0.6686834096908569,0.021385326981544495,0.31297042965888977,1.1505322456359863,-1.1563470363616943,0.5348143577575684,0.09284169226884842,0.332288533449173,0.7768541574478149,0.6299999952316284,0.6299999952316284,0.6299999952316284,-0.020358877256512642,0.27047285437583923,-0.04487265646457672,0.3489901125431061,0.3100000023841858,0.4699999988079071,-0.5268996953964233,0.25785592198371887,-0.9650201201438904,0.3297571837902069,1
8,24,27,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.0043160379864275455,0.16825048625469208,0.6921022534370422,-0.497624009847641,0.007014610804617405,0.2236240953207016,1.0063579082489014,-1.2970170974731445,0.4911002218723297,0.09748871624469757,0.3101513683795929,0.7579585313796997,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.01431954838335514,0.3135353922843933,0.06467871367931366,0.37258151173591614,0.36000001430511475,0.46000000834465027,0.009728170931339264,0.13315285742282867,-0.35086262226104736,0.16440267860889435,1
9,27,30,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0028394265100359917,0.19706080853939056,0.665317952632904,-0.6878124475479126,-0.001649048295803368,0.2203519195318222,0.7956075668334961,-0.9489561319351196,0.4777408540248871,0.10009502619504929,0.21248507499694824,0.7193302512168884,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.018968550488352776,0.3832457363605499,0.02178637497127056,0.6349221467971802,0.38999998569488525,0.6399999856948853,-0.18713243305683136,0.11110321432352066,0.03247235715389252,0.14919880032539368,1
10,30,33,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008199503645300865,0.28132906556129456,1.0468555688858032,-0.7548442482948303,-0.004705240949988365,0.1921129822731018,0.7049908638000488,-1.1463711261749268,0.45559942722320557,0.10164836049079895,0.15725912153720856,0.7117788195610046,0.3100000023841858,0.3100000023841858,0.3100000023841858,-0.016686785966157913,0.31450679898262024,-0.02983960323035717,0.24981440603733063,0.3700000047683716,0.3799999952316284,0.019588613882660866,0.18023373186588287,0.21576620638370514,0.142309308052063,1
11,33,36,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.013466417789459229,0.22969596087932587,0.9114021062850952,-1.0129642486572266,-0.007614183239638805,0.17204372584819794,0.8620675802230835,-0.6204568147659302,0.4876837432384491,0.09123488515615463,0.2266092300415039,0.6639970541000366,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.011473398655653,0.3476482331752777,-0.00031550644780509174,0.31354546546936035,0.3400000035762787,0.4300000071525574,-0.7865417003631592,0.17188411951065063,0.3633744716644287,0.1208714172244072,1
12,36,39,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0020847423002123833,0.183304101228714,0.7402319312095642,-0.6508978009223938,-0.0144331194460392,0.3118177354335785,1.4090380668640137,-1.4320932626724243,0.49197709560394287,0.09748131036758423,0.26755425333976746,0.7164769768714905,0.49000000953674316,0.49000000953674316,0.49000000953674316,-0.022689862176775932,0.3823443651199341,-0.01596861332654953,0.3732732832431793,0.47999998927116394,0.4399999976158142,-0.07276123762130737,0.172574982047081,0.6929528117179871,0.2529807984828949,1
13,39,42,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.00957376230508089,0.3191285729408264,1.058142066001892,-1.0909638404846191,0.0009679829818196595,0.1863885521888733,0.6024103760719299,-0.7266997694969177,0.5250564813613892,0.09983710199594498,0.3105177581310272,0.7302203178405762,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.016081172972917557,0.31138744950294495,0.1630323976278305,0.9829077124595642,0.38999998569488525,0.44999998807907104,0.4099985957145691,0.21252374351024628,-0.038872502744197845,0.13809974491596222,1
14,42,45,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.003669368103146553,0.21057818830013275,0.8558910489082336,-0.8966576457023621,-0.01719816029071808,0.23146334290504456,1.1994932889938354,-1.1255189180374146,0.48665347695350647,0.09360608458518982,0.2610998749732971,0.6979501247406006,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.009939596988260746,0.30801475048065186,0.008164215832948685,0.30816686153411865,0.36000001430511475,0.4099999964237213,-0.12204241007566452,0.18274079263210297,0.8390292525291443,0.2220744639635086,1
15,45,48,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.005357073619961739,0.18742403388023376,0.6012858748435974,-0.6404784917831421,-0.025700217112898827,0.31018126010894775,1.3692482709884644,-1.7383499145507812,0.49312958121299744,0.1021689772605896,0.2670477032661438,0.7481286525726318,0.5099999904632568,0.5099999904632568,0.5099999904632568,-0.011177027598023415,0.3192048966884613,0.020842699334025383,0.40681758522987366,0.2800000011920929,0.4099999964237213,0.5007476210594177,0.20272886753082275,1.210324764251709,0.3327358067035675,1
16,48,51,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.006566718686372042,0.17675000429153442,0.5141094923019409,-0.6452859044075012,-0.012821922078728676,0.26806244254112244,0.9516986608505249,-1.0794321298599243,0.488956481218338,0.0870734304189682,0.2774585485458374,0.7207988500595093,0.47999998927116394,0.47999998927116394,0.47999998927116394,0.040343690663576126,0.39293214678764343,-0.00336875906214118,0.43693801760673523,0.3100000023841858,0.4699999988079071,0.17996065318584442,0.21523118019104004,0.6174370050430298,0.25293412804603577,1
17,51,54,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.008282867260277271,0.2719477415084839,1.2344326972961426,-1.0243985652923584,0.016368864104151726,0.29242023825645447,1.3049814701080322,-1.0793626308441162,0.5089686512947083,0.09116138517856598,0.25390011072158813,0.8159862756729126,0.5699999928474426,0.5699999928474426,0.5699999928474426,0.0207756906747818,0.3354136645793915,0.041952069848775864,0.5090543031692505,0.27000001072883606,0.550000011920929,0.35638049244880676,0.24454116821289062,-0.7933834195137024,0.3207817077636719,1
18,54,57,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.005484662018716335,0.22377215325832367,1.1249314546585083,-0.4205765724182129,-0.010181917808949947,0.31569135189056396,1.086147665977478,-1.4362797737121582,0.4798705279827118,0.10753431171178818,0.22849886119365692,0.7476263642311096,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.006316870450973511,0.354844868183136,-0.030702972784638405,0.3643137514591217,0.36000001430511475,0.4300000071525574,-0.25070205330848694,0.15666422247886658,0.5357319116592407,0.20229019224643707,1
19,57,60,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.018570322543382645,0.3562016785144806,1.1502790451049805,-1.4988256692886353,-0.0064927684143185616,0.16169610619544983,0.956592321395874,-0.5055176019668579,0.49358412623405457,0.0971781313419342,0.29971155524253845,0.7412299513816833,0.44999998807907104,0.44999998807907104,0.44999998807907104,-0.02001769281923771,0.3676994740962982,0.10220742225646973,0.6775055527687073,0.4099999964237213,0.4699999988079071,-1.0120692253112793,0.3748440742492676,0.30592846870422363,0.13362079858779907,1
20,60,63,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0013534999452531338,0.2068501114845276,0.5365405678749084,-0.8686964511871338,-0.026757055893540382,0.30918943881988525,0.8221962451934814,-1.3081064224243164,0.4818729758262634,0.09655804187059402,0.2411113679409027,0.6911960244178772,0.4300000071525574,0.4300000071525574,0.4300000071525574,-0.08320657908916473,0.38863202929496765,0.10418307036161423,0.9274032115936279,0.44999998807907104,0.5799999833106995,-0.3975287973880768,0.2780781388282776,1.3040852546691895,0.3792632520198822,1
21,63,66,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.010241609066724777,0.20494747161865234,0.702540934085846,-0.8045520782470703,0.006225839257240295,0.2064511477947235,0.6035908460617065,-1.0443445444107056,0.463389128446579,0.08160374313592911,0.3097606897354126,0.6573822498321533,0.3400000035762787,0.3400000035762787,0.3400000035762787,-0.03937108814716339,0.2770466208457947,-0.0094581488519907,0.3729216754436493,0.38999998569488525,0.4699999988079071,0.2982248365879059,0.16257554292678833,-0.3299262225627899,0.1460529863834381,1
22,66,69,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.02435583434998989,0.26568153500556946,0.9532166719436646,-1.1361620426177979,-0.001745780697092414,0.24549223482608795,1.282160997390747,-0.9109172224998474,0.510680615901947,0.09288987517356873,0.2855386734008789,0.7151898741722107,0.5,0.5,0.5,-0.0021613789722323418,0.2340361326932907,0.006568448152393103,0.3709852397441864,0.28999999165534973,0.38999998569488525,-1.3473739624023438,0.2597883939743042,0.060764241963624954,0.199802428483963,1
23,69,72,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.01607448048889637,0.27021217346191406,1.1364800930023193,-1.293111801147461,-0.02894826978445053,0.2775626480579376,1.0820348262786865,-1.0849121809005737,0.5045241713523865,0.10935375839471817,0.2232779562473297,0.7182095646858215,0.550000011920929,0.550000011920929,0.550000011920929,-0.000874282093718648,0.456638902425766,-0.019415652379393578,0.3015429973602295,0.4000000059604645,0.41999998688697815,0.5750557780265808,0.31928738951683044,1.4175825119018555,0.29797402024269104,1
0,0,3,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,-0.021377036347985268,0.23347854614257812,0.6653012037277222,-0.9384576678276062,0.035668350756168365,0.3133223056793213,1.5846226215362549,-0.9668844938278198,0.5131391286849976,0.10598322749137878,0.23556184768676758,0.7327027320861816,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.045767270028591156,0.47234421968460083,0.06608591973781586,0.39446571469306946,0.3499999940395355,0.4000000059604645,0.8166715502738953,0.44948646426200867,-1.5934373140335083,0.5788183212280273,2
1,3,6,3,dispatch_decision_block,hierarchical_actor_hard_offload_route,0.0094718923792243,0.34130921959877014,1.4717463254928589,-1.6469264030456543,0.011475316248834133,0.24869658052921295,1.1441493034362793,-0.7087578773498535,0.49577170610427856,0.09556468576192856,0.2634691894054413,0.744591236114502,0.49000000953674316,0.49000000953674316,0.49000000953674316,-0.028265580534934998,0.2093905359506607,-0.016578517854213715,0.23106849193572998,0.30000001192092896,0.3400000035762787,-0.685945451259613,0.31560173630714417,-0.5373556017875671,0.22094960510730743,2
