epoch,policy_surrogate_mode,actor_structure_mode,route_mask_mean,route_mask_active_fraction,route_mask_count_mean,route_mask_count_std,offload_rate_mean,theta_head_grad_norm,route_head_grad_norm
0,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4387499988079071,0.4387499988079071,10.529999732971191,2.312812089920044,0.4870436489582062,0.04809328113988311,0.16252117887579776
1,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.47833332419395447,0.47833332419395447,11.479999542236328,2.4595935344696045,0.4950934946537018,0.04026915980127112,0.08983865015331347
2,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4858333468437195,0.4858333468437195,11.65999984741211,2.3546550273895264,0.4963429868221283,0.03947459464075514,0.09034869539463841
3,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4866666793823242,0.4866666793823242,11.680000305175781,2.6791043281555176,0.49661967158317566,0.04621476639815594,0.09780742718741119
4,hierarchical_actor_hard_offload_route,hierarchical_actor_theta_route,0.4841666519641876,0.4841666519641876,11.619999885559082,2.2925095558166504,0.49531158804893494,0.04205704258025737,0.07999447899761199
